Connecting to /dev/serial/by-id/usb-ArduPilot_Pixhawk6X_49002D001551333034383239-if00 @ 57600...
HEARTBEAT received: 1, 0
t_ms,ch6,alt,lat,lon,roll,pitch,yaw
243,1000,-0.84,21.0484649,105.7863603,0.9,-0.2,62.9
345,1000,-0.841,21.0484649,105.7863603,0.9,-0.2,62.9
447,1000,-0.844,21.048465,105.7863603,0.9,-0.2,62.9
530,1000,-0.85,21.048465,105.7863602,0.9,-0.2,62.9
632,1000,-0.853,21.048465,105.78636,0.9,-0.2,62.9
734,1000,-0.856,21.048465,105.78636,0.9,-0.2,62.9
836,1000,-0.856,21.048465,105.78636,0.9,-0.2,62.9
939,1000,-0.856,21.048465,105.7863599,0.9,-0.2,62.9
1041,1000,-0.856,21.048465,105.7863599,0.9,-0.2,62.9
1144,1000,-0.859,21.048465,105.7863598,0.9,-0.1,62.9
1246,1000,-0.862,21.048465,105.7863597,0.9,-0.1,62.9
1328,1000,-0.864,21.048465,105.7863597,0.9,-0.1,62.9
1430,1000,-0.864,21.048465,105.7863596,0.9,-0.1,62.9
1532,1000,-0.867,21.048465,105.7863596,0.9,-0.1,62.9
1635,1000,-0.871,21.048465,105.7863595,0.9,-0.1,62.9
1737,1000,-0.875,21.048465,105.7863594,0.9,-0.1,62.9
1839,1000,-0.878,21.048465,105.7863593,0.9,-0.1,62.9
1941,1000,-0.879,21.048465,105.7863592,0.9,-0.1,62.9
2044,1000,-0.881,21.048465,105.7863591,0.9,-0.1,62.9
2146,1000,-0.886,21.048465,105.786359,0.9,-0.1,62.9
2228,1000,-0.887,21.048465,105.7863589,0.9,-0.1,62.9
2330,1000,-0.886,21.0484649,105.7863589,0.9,-0.1,62.9
2432,1000,-0.889,21.0484649,105.7863588,0.9,-0.1,62.9
2534,1000,-0.89,21.0484649,105.7863587,0.9,-0.1,62.9
2637,1000,-0.892,21.0484648,105.7863586,0.9,-0.1,62.9
2739,1000,-0.894,21.0484648,105.7863586,0.9,-0.1,62.9
2841,1000,-0.898,21.0484648,105.7863585,0.9,-0.1,62.9
2944,1000,-0.9,21.0484648,105.7863584,0.9,-0.1,62.9
3046,1000,-0.903,21.0484648,105.7863583,0.9,-0.1,62.9
3129,1000,-0.905,21.0484647,105.7863582,0.9,-0.1,62.9
3231,1000,-0.907,21.0484647,105.7863581,0.9,-0.1,62.9
3333,1000,-0.91,21.0484647,105.786358,0.9,-0.1,62.9
3435,1000,-0.912,21.0484646,105.7863579,0.9,-0.1,62.9
3538,1000,-0.913,21.0484645,105.7863578,0.9,-0.1,62.9
3640,1000,-0.918,21.0484645,105.7863578,0.9,-0.1,62.9
3742,1000,-0.921,21.0484645,105.7863577,0.9,-0.1,62.9
3844,1000,-0.927,21.0484644,105.7863576,0.9,-0.1,62.9
3946,1000,-0.929,21.0484644,105.7863575,0.9,-0.1,62.9
4027,1000,-0.93,21.0484644,105.7863574,0.9,-0.1,62.9
4129,1000,-0.931,21.0484643,105.7863573,0.9,-0.1,62.9
4230,1000,-0.933,21.0484643,105.7863572,0.9,-0.1,62.9
4332,1000,-0.934,21.0484643,105.7863571,0.9,-0.1,62.9
4434,1000,-0.931,21.0484642,105.786357,0.9,-0.1,62.9
4536,1000,-0.928,21.0484642,105.786357,0.9,-0.1,62.9
4637,1000,-0.925,21.0484642,105.7863569,0.9,-0.1,62.9
4740,1000,-0.922,21.0484641,105.7863568,0.9,-0.1,62.9
4842,1000,-0.919,21.0484641,105.7863567,0.9,-0.1,62.9
4943,1000,-0.917,21.048464,105.7863566,0.9,-0.1,62.9
5046,1000,-0.919,21.048464,105.7863565,0.9,-0.1,62.9
5128,1000,-0.919,21.0484639,105.7863564,0.9,-0.1,62.9
5230,1000,-0.917,21.0484639,105.7863564,0.9,-0.1,62.9
5332,1000,-0.913,21.0484639,105.7863563,0.9,-0.1,62.9
5434,1000,-0.909,21.0484638,105.7863563,0.9,-0.1,62.9
5536,1000,-0.906,21.0484638,105.7863562,0.9,-0.1,62.9
5638,1000,-0.9,21.0484637,105.7863561,0.9,-0.1,62.9
5740,1000,-0.893,21.0484637,105.7863561,0.9,-0.1,62.9
5843,1000,-0.892,21.0484637,105.786356,0.9,-0.1,62.9
5944,1000,-0.891,21.0484637,105.7863559,0.9,-0.1,62.9
6047,1000,-0.887,21.0484636,105.7863558,0.9,-0.1,62.9
6129,1000,-0.885,21.0484636,105.7863557,0.9,-0.1,62.9
6231,1000,-0.884,21.0484636,105.7863557,0.9,-0.1,62.9
6333,1000,-0.884,21.0484636,105.7863556,0.9,-0.1,62.9
6436,1000,-0.889,21.0484636,105.7863555,0.9,-0.1,62.9
6538,1000,-0.896,21.0484636,105.7863555,0.9,-0.1,62.9
6640,1000,-0.903,21.0484636,105.7863554,0.9,-0.1,62.9
6743,1000,-0.914,21.0484636,105.7863553,0.9,-0.1,62.9
6845,1000,-0.923,21.0484636,105.7863552,0.9,-0.1,62.9
6927,1000,-0.933,21.0484636,105.7863551,0.9,-0.1,62.9
7030,1000,-0.943,21.0484636,105.786355,0.9,-0.1,62.9
7132,1000,-0.953,21.0484635,105.7863549,0.9,-0.1,62.9
7233,1000,-0.962,21.0484634,105.7863548,0.9,-0.0,62.9
7335,1000,-0.969,21.0484634,105.7863547,0.9,-0.0,63.0
7437,1000,-0.975,21.0484633,105.7863546,0.9,-0.1,62.9
7539,1000,-0.981,21.0484632,105.7863546,0.9,-0.1,62.9
7642,1000,-0.984,21.0484631,105.7863545,0.9,-0.1,63.0
7744,1000,-0.984,21.0484631,105.7863545,0.9,-0.2,62.9
7846,1000,-0.985,21.048463,105.7863544,0.6,0.0,63.3
7928,1000,-0.985,21.048463,105.7863543,-0.6,0.5,63.7
8030,1000,-0.983,21.048463,105.7863542,-1.0,0.3,65.0
8133,1000,-0.983,21.0484629,105.7863541,-0.6,-0.2,66.1
8235,1000,-0.986,21.0484629,105.7863539,-0.6,0.6,66.3
8337,1000,-0.987,21.0484628,105.7863538,-0.5,0.5,66.9
8440,1000,-0.988,21.0484627,105.7863537,-0.1,0.4,67.7
8542,1000,-0.99,21.0484627,105.7863537,0.0,0.5,67.7
8644,1000,-0.989,21.0484626,105.7863536,0.4,0.3,67.7
8746,1000,-0.989,21.0484625,105.7863535,1.0,-0.2,67.5
8827,1000,-0.992,21.0484625,105.7863534,0.9,-0.2,67.5
8930,1000,-0.991,21.0484624,105.7863533,0.9,-0.2,67.6
9033,1000,-0.99,21.0484624,105.7863532,1.0,-0.2,67.6
9135,1000,-0.99,21.0484623,105.7863532,1.0,-0.3,67.6
9237,1000,-0.985,21.0484623,105.7863532,1.0,-0.3,67.6
9339,1000,-0.977,21.0484623,105.7863532,1.0,-0.3,67.6
9441,1000,-0.966,21.0484623,105.7863533,1.0,-0.3,67.6
9544,1000,-0.955,21.0484623,105.7863533,1.0,-0.3,67.6
9646,1000,-0.946,21.0484623,105.7863534,1.0,-0.3,67.6
9728,1000,-0.937,21.0484622,105.7863533,1.0,-0.3,67.6
9830,1000,-0.931,21.0484622,105.7863533,1.0,-0.3,67.6
9933,1000,-0.924,21.0484621,105.7863532,1.0,-0.3,67.6
10035,1000,-0.914,21.0484621,105.7863531,1.0,-0.3,67.6
10138,1000,-0.904,21.0484621,105.7863531,1.0,-0.3,67.6
10240,1000,-0.897,21.048462,105.786353,1.0,-0.3,67.6
10342,1000,-0.887,21.048462,105.7863529,1.0,-0.3,67.6
10445,1000,-0.883,21.0484619,105.7863528,1.0,-0.3,67.6
10547,1000,-0.884,21.0484619,105.7863527,1.0,-0.3,67.6
10629,1000,-0.888,21.0484618,105.7863527,1.0,-0.3,67.6
10731,1000,-0.893,21.0484618,105.7863526,1.0,-0.3,67.6
10834,1000,-0.897,21.0484617,105.7863525,1.0,-0.3,67.6
10936,1000,-0.902,21.0484617,105.7863524,1.0,-0.3,67.6
11038,1000,-0.906,21.0484616,105.7863523,1.0,-0.3,67.6
11141,1000,-0.91,21.0484616,105.7863522,1.0,-0.3,67.6
