Connecting to /dev/serial/by-id/usb-ArduPilot_Pixhawk6X_49002D001551333034383239-if00 @ 57600...
HEARTBEAT received: 1, 0
t_ms,ch6,alt,roll,pitch,yaw
36547,2000,0.029,-0.3,0.8,-5.3
36609,2000,0.032,-0.3,0.8,-5.3
36671,2000,0.035,-0.3,0.8,-5.3
36732,2000,0.035,-0.3,0.8,-5.3
36794,2000,0.035,-0.3,0.8,-5.3
36855,2000,0.034,-0.3,0.8,-5.3
36917,2000,0.034,-0.2,0.8,-5.3
36979,2000,0.034,-0.3,0.8,-5.3
37040,2000,0.034,-0.3,0.8,-5.3
37102,2000,0.033,-0.3,0.8,-5.3
37164,2000,0.032,-0.3,0.8,-5.3
37225,2000,0.033,-0.3,0.8,-5.3
37287,2000,0.035,-0.3,0.8,-5.3
37349,2000,0.038,-0.3,0.8,-5.3
37410,2000,0.041,-0.3,0.8,-5.3
37472,2000,0.045,-0.3,0.8,-5.3
37534,2000,0.05,-0.3,0.8,-5.3
37595,2000,0.053,-0.3,0.8,-5.3
37657,2000,0.056,-0.3,0.8,-5.3
37718,2000,0.06,-0.3,0.8,-5.3
37780,2000,0.064,-0.3,0.8,-5.4
37842,2000,0.066,-0.2,0.8,-5.3
37903,2000,0.067,-0.2,0.7,-5.3
37965,2000,0.068,-0.2,0.7,-5.3
38027,2000,0.067,-0.2,0.7,-5.4
38088,2000,0.064,-0.1,0.7,-5.4
38150,2000,0.059,-0.1,0.7,-5.3
38212,2000,0.052,-0.0,1.0,-4.8
38273,2000,0.049,1.0,1.8,-4.1
38335,2000,0.05,2.1,2.6,-3.2
38397,2000,0.059,2.5,3.2,-1.8
38458,2000,0.075,1.5,2.7,-0.1
38520,2000,0.104,-0.5,1.9,2.1
38581,2000,0.146,-1.9,1.2,4.4
38643,2000,0.203,-2.2,-0.2,6.7
38704,2000,0.28,-1.7,-1.0,8.5
38766,2000,0.374,-0.5,-1.3,9.4
38828,2000,0.484,0.5,-0.4,9.4
38889,2000,0.608,1.4,0.7,9.0
[FCU] EKF3 IMU1 MAG0 ground mag anomaly, yaw re-aligned
[FCU] EKF3 IMU0 MAG0 ground mag anomaly, yaw re-aligned
38992,2000,0.741,1.1,1.9,-21.7
39054,2000,0.884,1.9,3.2,-22.7
39156,2000,1.035,2.2,3.6,-23.8
39258,2000,1.184,1.9,3.3,-25.3
39360,2000,1.332,1.6,2.4,-27.2
39462,2000,1.48,1.2,1.4,-29.0
39564,2000,1.625,0.5,0.8,-30.7
39666,2000,1.759,-0.3,-0.0,-32.0
39768,2000,1.885,-1.3,-0.2,-32.6
39869,2000,2.0,-1.6,1.3,-32.3
39971,2000,2.101,-1.8,2.1,-31.7
40073,2000,2.191,-2.3,2.7,-31.2
40155,2000,2.271,-3.2,3.5,-31.0
40257,2000,2.345,-3.4,3.4,-30.7
40359,2000,2.407,-3.1,2.6,-30.2
42706,2000,2.458,-2.4,2.0,-29.5
42770,2000,2.496,-1.6,1.2,-29.3
42834,2000,2.529,-0.9,0.6,-29.6
[FCU] EKF3 IMU1 MAG0 in-flight yaw alignment complete
[FCU] EKF3 IMU0 MAG0 in-flight yaw alignment complete
42941,2000,2.554,-0.3,0.2,-28.5
43006,2000,2.569,0.1,0.2,-26.5
43070,2000,2.576,0.3,0.8,-18.8
43134,2000,2.58,0.4,1.2,-13.1
43198,2000,2.577,0.5,1.0,-11.7
43262,2000,2.57,0.6,0.3,-13.4
43324,2000,2.561,0.7,-0.5,-16.4
43387,2000,2.554,0.9,-1.2,-19.8
43450,2000,2.546,1.3,-1.5,-23.1
43512,2000,2.535,1.4,-1.6,-25.7
43575,2000,2.521,0.9,-0.8,-28.1
43638,2000,2.508,0.5,0.3,-29.9
43701,2000,2.496,0.2,0.5,-31.1
43764,2000,2.488,-0.5,0.9,-31.4
43826,2000,2.479,-1.5,1.7,-30.9
43889,2000,2.475,-2.6,2.6,-29.7
43952,2000,2.471,-3.7,3.3,-28.0
44014,2000,2.47,-4.8,3.6,-25.9
44078,2000,2.473,-5.3,4.4,-23.4
44140,2000,2.479,-5.4,3.9,-20.2
44203,2000,2.484,-4.7,4.3,-16.5
44266,2000,2.49,-4.5,5.0,-12.3
44328,2000,2.494,-3.7,7.1,-7.4
44391,2000,2.496,-4.7,9.7,-1.8
44453,2000,2.498,-5.5,11.7,3.3
44516,2000,2.498,-4.5,12.3,6.9
44579,2000,2.495,-2.0,11.4,8.9
44641,2000,2.488,-0.1,9.8,9.3
44704,2000,2.479,-0.2,7.0,8.5
44767,2000,2.473,-1.1,2.4,6.9
44829,2000,2.47,-1.1,-1.9,5.1
44892,2000,2.468,-0.2,-2.7,3.4
44955,2000,2.468,0.2,-1.2,2.1
45018,2000,2.465,0.6,-0.5,1.6
45080,2000,2.46,1.1,-0.7,2.2
45143,2000,2.452,0.9,-1.2,3.5
45207,2000,2.444,0.5,-1.6,5.0
45269,2000,2.435,-0.3,-1.8,6.8
45332,2000,2.423,-0.7,-1.6,8.4
45394,2000,2.409,-1.1,-1.6,9.4
45457,2000,2.396,-0.2,-1.2,9.4
45520,2000,2.382,0.9,-1.1,8.1
45583,2000,2.361,1.3,-1.3,6.2
45646,2000,2.338,0.7,-2.5,4.0
45708,2000,2.314,1.0,-2.8,2.0
45771,2000,2.29,2.1,-2.0,-0.0
45834,2000,2.267,3.9,-1.3,-1.8
45896,2000,2.249,4.8,-2.0,-3.7
45959,2000,2.234,4.4,-2.1,-5.5
46021,2000,2.22,3.5,-1.0,-7.3
46085,2000,2.208,2.3,0.0,-8.6
46147,2000,2.198,0.6,0.7,-9.7
46210,2000,2.189,-1.2,1.0,-10.9
46273,2000,2.183,-2.8,1.0,-11.9
46336,2000,2.176,-3.7,1.0,-13.0
46398,2000,2.166,-4.2,1.2,-13.9
46461,2000,2.155,-4.3,1.3,-14.4
46523,2000,2.145,-4.2,1.3,-14.2
46586,2000,2.133,-4.0,1.0,-13.3
46670,2000,2.121,-3.5,0.6,-11.9
46774,2000,2.108,-3.3,0.7,-10.3
46878,2000,2.093,-2.7,0.8,-8.6
46961,2000,2.079,-1.4,1.2,-7.5
47066,2000,2.066,0.2,0.8,-6.9
47169,2000,2.053,1.1,0.9,-6.7
47273,2000,2.038,1.6,0.3,-6.7
47377,2000,2.022,1.4,0.1,-6.7
47461,2000,2.007,0.6,0.3,-6.5
47565,2000,1.995,0.8,0.9,-6.5
47669,2000,1.985,1.2,1.5,-6.7
47772,2000,1.979,1.0,1.8,-7.0
47877,2000,1.972,0.1,2.2,-7.6
47960,2000,1.965,-1.1,2.6,-8.0
48064,2000,1.958,-1.6,3.0,-8.5
48167,2000,1.951,-1.4,3.5,-9.0
48272,2000,1.946,-1.5,4.0,-9.3
48376,2000,1.939,-1.7,4.0,-9.3
48480,2000,1.931,-1.5,3.6,-9.2
48563,2000,1.918,-1.6,3.5,-9.1
48667,2000,1.904,-1.7,3.6,-9.1
48771,2000,1.89,-1.6,3.4,-9.1
48875,2000,1.878,-1.5,3.6,-8.6
48979,2000,1.864,-1.2,3.7,-7.7
49063,2000,1.852,-0.6,3.0,-6.3
49166,2000,1.839,-0.3,2.4,-4.6
49271,2000,1.826,0.6,1.4,-3.0
49375,2000,1.814,0.9,1.1,-1.6
49478,2000,1.804,1.3,1.0,-0.6
49561,2000,1.797,1.5,0.7,-0.0
49665,2000,1.791,1.5,1.1,0.2
49769,2000,1.786,1.2,1.4,0.3
49873,2000,1.781,1.1,1.8,0.4
49977,2000,1.779,1.1,2.4,0.7
50081,2000,1.776,0.9,2.5,1.4
50165,2000,1.773,0.4,2.7,2.3
50268,2000,1.769,-0.1,2.5,3.3
50373,2000,1.765,-0.6,2.6,4.4
50476,2000,1.761,-0.8,3.3,5.6
50581,2000,1.755,-0.3,4.3,6.6
50664,2000,1.747,0.3,5.0,7.5
50768,2000,1.737,0.5,5.9,8.0
50871,2000,1.726,0.9,6.6,8.1
50975,2000,1.721,1.5,6.7,7.8
51079,2000,1.717,1.5,6.0,7.4
51163,2000,1.715,1.1,5.4,6.9
51266,2000,1.714,0.7,5.3,6.2
51371,2000,1.715,0.5,4.8,5.6
51474,2000,1.719,0.6,3.8,5.1
51579,2000,1.723,0.3,3.1,4.6
51662,2000,1.725,-0.3,2.2,4.1
51765,2000,1.727,-0.7,1.5,3.7
51870,2000,1.728,-1.0,1.3,3.4
51973,2000,1.729,-1.5,1.2,3.1
52077,2000,1.728,-1.9,1.5,2.8
52181,2000,1.725,-2.2,2.0,2.3
52264,2000,1.72,-2.4,1.7,1.7
52369,2000,1.713,-2.0,1.1,0.8
52472,2000,1.703,-1.2,1.3,-0.2
52576,2000,1.692,-0.5,1.8,-1.2
52680,2000,1.678,-0.4,2.3,-1.7
52763,2000,1.66,-0.7,2.6,-1.7
52867,2000,1.641,-0.4,2.9,-1.4
52971,2000,1.62,-0.1,3.3,-1.1
53075,2000,1.601,0.1,3.7,-0.8
53178,2000,1.585,0.3,3.6,-0.7
53262,2000,1.57,0.1,3.5,-0.5
53366,2000,1.557,-0.4,3.3,-0.1
53470,2000,1.546,-1.0,2.8,0.4
53574,2000,1.538,-1.0,2.9,1.0
53678,2000,1.529,-1.4,3.0,1.6
53781,2000,1.522,-1.8,2.5,2.3
53865,2000,1.516,-2.4,1.7,3.0
53969,2000,1.513,-3.1,1.8,3.6
54073,2000,1.511,-3.1,2.0,3.8
54177,2000,1.507,-2.7,2.2,3.7
54281,2000,1.5,-2.1,2.0,3.3
54364,2000,1.491,-1.4,2.0,2.6
54469,2000,1.479,-0.7,1.9,1.8
54572,2000,1.467,-0.1,2.2,1.0
54677,2000,1.455,0.3,2.4,0.3
54780,2000,1.442,1.2,2.7,-0.1
54863,2000,1.428,1.8,2.7,-0.4
54967,2000,1.411,1.4,2.2,-0.5
55071,2000,1.392,0.7,2.1,-0.7
55175,2000,1.376,0.1,1.9,-1.1
55278,2000,1.362,-0.2,1.8,-1.4
55382,2000,1.349,-0.5,1.5,-1.6
55465,2000,1.339,-0.6,1.4,-1.7
55570,2000,1.33,-0.6,1.7,-1.9
55673,2000,1.32,-0.4,1.8,-2.2
55778,2000,1.308,-0.2,1.5,-2.6
55881,2000,1.295,-0.4,0.9,-3.0
55964,2000,1.28,-0.7,0.7,-3.0
56068,2000,1.266,-1.0,0.8,-3.0
56172,2000,1.254,-1.4,1.1,-2.8
56276,2000,1.245,-1.8,1.8,-2.5
56380,2000,1.237,-2.0,2.6,-2.3
56484,2000,1.229,-1.8,3.1,-2.3
56568,2000,1.222,-1.5,3.3,-2.5
56671,2000,1.213,-1.1,3.2,-3.0
56775,2000,1.203,-0.6,2.6,-3.5
56879,2000,1.194,-0.4,2.0,-4.0
