Connecting to /dev/serial/by-id/usb-ArduPilot_Pixhawk6X_49002D001551333034383239-if00 @ 57600...
HEARTBEAT received: 1, 0
t_ms,ch6,alt,roll,pitch,yaw
56982,2000,1.186,-0.2,1.7,-4.3
57066,2000,1.18,-0.6,1.9,-4.2
57170,2000,1.177,-1.0,2.2,-3.9
57273,2000,1.177,-1.0,2.3,-3.2
57378,2000,1.177,-1.1,2.8,-2.5
57482,2000,1.177,-1.2,3.3,-1.7
57565,2000,1.173,-1.4,3.6,-0.9
57669,2000,1.168,-1.7,3.6,-0.1
57772,2000,1.161,-2.2,3.4,0.8
57876,2000,1.153,-2.8,3.1,1.7
57980,2000,1.144,-3.3,2.8,2.5
58064,2000,1.136,-3.8,2.5,3.3
58168,2000,1.131,-3.7,2.1,4.1
58272,2000,1.129,-3.3,2.1,5.0
58376,2000,1.128,-2.9,2.1,5.7
58480,2000,1.128,-2.1,2.2,6.2
58584,2000,1.132,-1.3,2.5,6.5
58667,2000,1.133,-0.6,2.7,6.5
58771,2000,1.132,-0.0,2.7,6.2
58875,2000,1.129,0.6,2.8,5.7
58979,2000,1.127,1.4,3.5,5.0
59084,2000,1.123,2.1,3.9,3.9
59167,2000,1.117,2.4,3.7,2.7
59270,2000,1.11,2.2,3.6,1.5
59374,2000,1.102,1.9,3.7,0.2
59479,2000,1.095,1.3,3.9,-0.9
59583,2000,1.086,0.6,4.2,-1.8
59666,2000,1.076,-0.3,4.4,-2.6
59770,2000,1.066,-1.0,4.4,-3.3
59874,2000,1.055,-1.3,4.0,-4.0
59978,2000,1.044,-1.2,3.7,-4.5
60082,2000,1.036,-1.5,4.2,-4.6
60165,2000,1.03,-2.2,4.4,-4.4
60269,2000,1.024,-3.6,5.0,-4.1
60373,2000,1.015,-4.5,5.1,-3.6
60478,2000,1.003,-4.7,5.0,-3.1
60581,2000,0.988,-4.8,4.8,-2.4
60665,2000,0.976,-4.3,4.1,-1.7
60769,2000,0.968,-3.4,2.9,-1.3
60873,2000,0.963,-2.8,2.2,-1.2
60977,2000,0.962,-2.3,1.7,-1.0
61080,2000,0.963,-2.0,1.5,-0.8
61185,2000,0.964,-2.1,1.3,-0.6
61268,2000,0.967,-2.0,1.0,-0.5
61372,2000,0.968,-1.7,0.9,-0.6
61475,2000,0.966,-1.5,0.9,-0.8
61580,2000,0.965,-1.2,1.0,-0.9
61684,2000,0.963,-0.9,1.0,-1.1
61767,2000,0.962,-0.8,1.4,-1.1
61871,2000,0.959,-0.8,1.9,-1.0
61975,2000,0.956,-0.9,2.4,-0.7
62079,2000,0.952,-1.0,2.6,-0.2
62183,2000,0.949,-1.1,2.4,0.2
62266,2000,0.944,-1.3,2.3,0.7
62369,2000,0.937,-1.5,2.1,1.0
62473,2000,0.933,-1.4,1.8,1.2
62577,2000,0.924,-1.1,1.8,1.2
62682,2000,0.913,-1.0,1.9,1.1
62765,2000,0.902,-0.8,2.1,0.9
62869,2000,0.892,-0.8,2.1,0.5
62972,2000,0.88,-0.8,2.2,-0.1
63076,2000,0.866,-1.2,1.9,-0.8
63180,2000,0.852,-1.3,1.4,-1.4
63284,2000,0.841,-1.4,1.4,-2.1
63367,2000,0.832,-1.4,1.6,-2.5
63471,2000,0.823,-1.2,2.1,-2.6
63575,2000,0.815,-1.2,2.3,-2.5
63680,2000,0.807,-0.9,1.8,-2.4
63784,2000,0.8,-0.8,1.4,-2.0
63867,2000,0.795,-1.2,1.4,-1.6
63971,2000,0.793,-1.7,1.4,-1.1
64075,2000,0.79,-2.0,1.6,-0.6
64179,2000,0.79,-2.4,1.8,-0.1
64282,2000,0.79,-2.7,2.0,0.3
64366,2000,0.788,-3.0,2.0,0.5
64470,2000,0.783,-3.2,2.4,0.4
64575,2000,0.777,-3.0,2.9,0.2
64678,2000,0.77,-2.7,3.2,-0.1
64782,2000,0.765,-2.6,3.5,-0.4
64886,2000,0.76,-2.4,3.9,-0.7
64969,2000,0.757,-2.7,3.8,-0.9
65074,2000,0.754,-3.1,3.5,-1.1
65178,2000,0.751,-3.5,3.1,-1.4
65281,2000,0.748,-3.1,2.8,-1.8
65385,2000,0.742,-2.7,2.6,-2.1
65469,2000,0.732,-1.9,2.3,-2.5
65573,2000,0.718,-1.6,1.9,-3.1
65677,2000,0.705,-1.4,1.9,-3.8
65781,2000,0.693,-1.2,2.0,-4.5
65885,2000,0.683,-0.9,1.8,-5.2
65968,2000,0.677,-0.8,1.6,-5.6
66073,2000,0.672,-0.8,2.1,-5.6
66176,2000,0.668,-0.7,2.6,-5.3
66280,2000,0.663,-0.7,2.7,-4.8
66383,2000,0.661,-0.7,2.5,-4.0
66468,2000,0.663,-0.6,2.8,-3.2
66571,2000,0.665,-0.8,2.5,-2.3
66675,2000,0.667,-0.6,2.0,-1.4
66780,2000,0.67,-0.4,1.6,-0.6
66884,2000,0.675,-0.3,1.7,0.0
66968,2000,0.682,-0.2,2.2,0.5
67072,2000,0.686,-0.2,2.5,0.8
67175,2000,0.687,-0.7,2.5,0.8
67279,2000,0.686,-1.2,2.5,0.7
67384,2000,0.685,-2.1,2.4,0.5
67467,2000,0.681,-2.4,2.5,0.2
67571,2000,0.677,-2.5,2.4,-0.2
67675,2000,0.673,-2.4,1.9,-0.4
67779,2000,0.665,-2.3,1.9,-0.7
67883,2000,0.657,-2.1,1.9,-0.9
67966,2000,0.651,-1.7,2.4,-0.8
68071,2000,0.648,-1.4,3.4,-0.3
68174,2000,0.649,-1.4,4.1,0.7
68279,2000,0.653,-2.2,3.8,1.7
68383,2000,0.656,-3.7,3.3,2.4
68467,2000,0.657,-4.7,3.6,2.8
68572,2000,0.658,-5.3,3.8,3.4
68677,2000,0.662,-5.9,3.9,3.5
68781,2000,0.667,-5.7,4.6,2.8
68885,2000,0.67,-5.0,4.6,1.6
68969,2000,0.67,-4.2,4.2,0.1
69073,2000,0.673,-3.4,4.3,-1.6
69178,2000,0.675,-2.9,4.4,-3.3
69282,2000,0.676,-2.7,4.8,-4.5
69386,2000,0.677,-2.8,5.5,-5.3
69470,2000,0.677,-2.6,5.5,-5.9
69575,2000,0.677,-2.8,5.1,-6.0
69679,2000,0.677,-2.4,4.0,-5.6
69784,2000,0.678,-2.1,4.0,-4.8
69867,2000,0.68,-2.3,4.3,-3.9
69972,2000,0.68,-2.8,4.9,-2.9
70076,2000,0.681,-3.1,5.1,-2.2
70181,2000,0.682,-2.8,5.5,-1.7
70285,2000,0.682,-2.7,5.3,-1.5
70369,2000,0.68,-2.9,5.2,-1.3
70473,2000,0.678,-3.2,5.0,-1.1
70578,2000,0.674,-3.1,4.7,-0.9
70682,2000,0.669,-2.4,4.6,-0.9
70787,2000,0.664,-1.8,4.6,-1.1
70870,2000,0.66,-1.5,4.2,-1.5
70975,2000,0.654,-1.2,4.2,-1.9
71080,2000,0.649,-1.2,3.6,-2.2
71184,2000,0.642,-1.1,3.4,-2.5
71269,2000,0.637,-1.0,3.9,-2.9
71373,2000,0.632,-1.1,4.2,-3.3
71478,2000,0.628,-1.4,4.1,-3.5
71583,2000,0.626,-2.0,3.9,-3.6
71687,2000,0.624,-2.6,3.7,-3.6
71771,2000,0.621,-2.9,3.6,-3.6
71875,2000,0.619,-2.9,3.5,-3.6
71980,2000,0.616,-2.3,3.5,-3.5
72084,2000,0.613,-1.7,3.5,-3.4
72168,2000,0.612,-1.2,3.8,-3.2
72272,2000,0.613,-1.1,3.3,-3.1
72376,2000,0.613,-0.8,3.1,-3.2
72482,2000,0.612,-0.8,3.2,-3.2
72586,2000,0.611,-0.9,2.9,-3.2
72670,2000,0.611,-1.3,2.3,-3.3
72775,2000,0.61,-1.5,1.7,-3.5
72879,2000,0.61,-1.8,2.3,-3.8
72983,2000,0.606,-1.7,2.8,-3.8
73068,2000,0.602,-1.3,2.7,-3.6
73171,2000,0.595,-1.4,2.4,-3.2
73276,2000,0.589,-1.5,2.5,-2.7
73381,2000,0.585,-1.1,2.7,-2.1
73484,2000,0.582,-0.9,2.8,-1.6
73569,2000,0.581,-0.8,3.0,-1.1
73673,2000,0.582,-0.9,3.3,-0.6
73777,2000,0.585,-1.1,3.1,-0.1
73882,2000,0.588,-1.2,2.7,0.4
73986,2000,0.592,-1.4,2.6,0.8
74430,2000,0.596,-1.5,2.2,1.2
74734,2000,0.598,-1.5,2.0,1.5
75037,2000,0.601,-1.1,1.9,1.6
75340,2000,0.604,-0.5,2.1,1.6
75643,2000,0.605,-0.0,1.9,1.4
75946,2000,0.61,-0.5,1.8,1.1
Landing...
