t_ms,vx,vy,vz
2085.341,0.202,0.070,0.105
2085.403,0.197,0.067,0.106
2085.487,0.194,0.062,0.108
2085.549,0.195,0.059,0.108
2085.612,0.200,0.054,0.107
2085.674,0.201,0.052,0.107
2085.737,0.211,0.050,0.106
2085.799,0.218,0.049,0.105
2085.882,0.226,0.050,0.101
2085.945,0.233,0.051,0.098
2086.008,0.294,0.068,0.094
2086.070,0.304,0.068,0.092
2086.133,0.259,0.052,0.089
2086.195,0.263,0.049,0.088
2086.278,0.262,0.047,0.086
2086.340,0.267,0.041,0.084
2086.403,0.277,0.038,0.081
2086.466,0.280,0.037,0.079
2086.528,0.286,0.036,0.076
2086.611,0.293,0.035,0.075
2086.673,0.295,0.034,0.074
2086.736,0.295,0.034,0.073
2086.798,0.297,0.034,0.073
2086.861,0.295,0.035,0.073
2086.923,0.296,0.036,0.072
2087.006,0.297,0.037,0.072
2087.068,0.298,0.036,0.071
2087.131,0.297,0.035,0.071
2087.193,0.300,0.031,0.071
2087.256,0.378,0.040,0.074
2087.318,0.385,0.040,0.072
2087.401,0.385,0.039,0.072
2087.464,0.303,0.028,0.068
2087.527,0.302,0.029,0.068
2087.589,0.298,0.029,0.070
2087.651,0.291,0.028,0.070
2087.714,0.287,0.028,0.070
2087.776,0.289,0.028,0.069
2087.859,0.291,0.026,0.068
2087.922,0.282,0.023,0.071
2087.984,0.276,0.021,0.073
2088.047,0.266,0.020,0.075
2088.109,0.259,0.018,0.075
2088.171,0.257,0.017,0.076
2088.254,0.251,0.015,0.077
2088.317,0.255,0.012,0.077
2088.379,0.258,0.011,0.076
2088.442,0.263,0.011,0.074
2088.505,0.273,0.008,0.071
2088.568,0.274,0.007,0.069
2088.630,0.286,0.009,0.065
2088.692,0.288,0.010,0.064
2088.775,0.290,0.011,0.062
2088.838,0.290,0.013,0.060
2088.900,0.291,0.016,0.059
2088.963,0.378,0.032,0.060
2089.025,0.386,0.037,0.056
2089.109,0.302,0.027,0.051
2089.170,0.307,0.028,0.050
2089.233,0.397,0.040,0.050
2089.295,0.399,0.043,0.049
2089.378,0.322,0.034,0.043
2089.441,0.415,0.049,0.043
2089.503,0.416,0.048,0.043
2089.566,0.406,0.044,0.045
2089.649,0.311,0.030,0.044
2089.712,0.307,0.029,0.044
2089.774,0.303,0.027,0.045
2089.857,0.296,0.028,0.047
2089.919,0.291,0.031,0.046
2089.981,0.288,0.034,0.047
2090.064,0.283,0.036,0.047
2090.126,0.361,0.047,0.058
2090.189,0.350,0.046,0.061
2090.251,0.260,0.031,0.056
2090.334,0.252,0.031,0.058
2090.397,0.252,0.033,0.057
2090.459,0.251,0.034,0.057
2090.542,0.251,0.038,0.056
2090.605,0.252,0.043,0.055
2090.667,0.252,0.045,0.054
2090.750,0.247,0.051,0.054
2090.813,0.245,0.054,0.053
2090.875,0.246,0.057,0.052
2090.938,0.247,0.057,0.051
2091.021,0.252,0.058,0.050
2091.083,0.262,0.059,0.046
2091.145,0.265,0.058,0.043
2091.228,0.274,0.062,0.038
2091.290,0.279,0.066,0.035
2091.352,0.283,0.069,0.032
2091.436,0.283,0.070,0.031
2091.498,0.287,0.074,0.028
2091.560,0.393,0.117,0.030
2091.623,0.291,0.081,0.025
2091.706,0.296,0.086,0.020
2091.768,0.297,0.090,0.019
2091.831,0.582,0.180,0.020
2091.893,0.580,0.183,0.019
2091.955,0.581,0.188,0.018
2092.018,0.572,0.193,0.017
2092.101,0.562,0.197,0.018
2092.163,0.531,0.204,0.019
2092.225,0.528,0.216,0.017
2092.308,0.535,0.225,0.014
2092.370,0.548,0.242,0.010
2092.433,0.540,0.248,0.009
2092.496,0.533,0.251,0.010
2092.579,0.520,0.249,0.011
2092.641,0.483,0.242,0.015
2092.703,0.454,0.236,0.019
2092.786,0.433,0.236,0.022
2092.849,0.411,0.229,0.025
2092.911,0.391,0.222,0.029
2092.994,0.375,0.217,0.032
2093.056,0.352,0.203,0.038
2093.118,0.337,0.189,0.044
2093.201,0.323,0.172,0.050
2093.263,0.318,0.161,0.053
2093.326,0.301,0.143,0.059
2093.388,0.290,0.121,0.065
2093.471,0.273,0.098,0.070
2093.534,0.257,0.093,0.072
2093.596,0.230,0.091,0.074
2093.658,0.208,0.093,0.073
2093.741,0.190,0.093,0.073
2093.804,0.158,0.095,0.073
2093.866,0.135,0.092,0.073
2093.929,0.123,0.086,0.073
2094.012,0.089,0.076,0.000
2094.375,0.000,0.000,0.400
2094.396,0.000,0.000,0.400
2094.417,0.000,0.000,0.400
2094.438,0.000,0.000,0.400
2094.459,0.000,0.000,0.400
2094.480,0.000,0.000,0.400
2094.501,0.000,0.000,0.400
2094.522,0.000,0.000,0.400
2094.543,0.000,0.000,0.400
2094.564,0.000,0.000,0.400
2094.585,0.000,0.000,0.400
2094.607,0.000,0.000,0.400
2094.627,0.000,0.000,0.400
2094.649,0.000,0.000,0.400
2094.670,0.000,0.000,0.400
2094.691,0.000,0.000,0.400
2094.711,0.000,0.000,0.400
2094.733,0.000,0.000,0.400
2094.754,0.000,0.000,0.400
2094.774,0.000,0.000,0.400
2094.795,0.000,0.000,0.400
2094.817,0.000,0.000,0.400
2094.838,0.000,0.000,0.400
2094.859,0.000,0.000,0.400
2094.880,0.000,0.000,0.400
2094.901,0.000,0.000,0.400
2094.922,0.000,0.000,0.400
2094.943,0.000,0.000,0.400
2094.964,0.000,0.000,0.400
2094.985,0.000,0.000,0.400
2095.006,0.000,0.000,0.400
2095.027,0.000,0.000,0.400
2095.048,0.000,0.000,0.400
2095.069,0.000,0.000,0.400
2095.090,0.000,0.000,0.400
2095.111,0.000,0.000,0.400
2095.131,0.000,0.000,0.400
2095.152,0.000,0.000,0.400
2095.173,0.000,0.000,0.400
2095.194,0.000,0.000,0.400
2095.215,0.000,0.000,0.400
2095.236,0.000,0.000,0.400
2095.257,0.000,0.000,0.400
2095.278,0.000,0.000,0.400
2095.299,0.000,0.000,0.400
2095.320,0.000,0.000,0.400
2095.341,0.000,0.000,0.400
2095.361,0.000,0.000,0.400
2095.383,0.000,0.000,0.400
2095.404,0.000,0.000,0.400
2095.425,0.000,0.000,0.400
2095.446,0.000,0.000,0.400
2095.467,0.000,0.000,0.400
2095.488,0.000,0.000,0.400
2095.509,0.000,0.000,0.400
2095.530,0.000,0.000,0.400
2095.550,0.000,0.000,0.400
2095.571,0.000,0.000,0.400
2095.593,0.000,0.000,0.400
2095.614,0.000,0.000,0.400
2095.634,0.000,0.000,0.400
2095.655,0.000,0.000,0.400
2095.676,0.000,0.000,0.400
2095.697,0.000,0.000,0.400
2095.718,0.000,0.000,0.400
2095.739,0.000,0.000,0.400
2095.760,0.000,0.000,0.400
2095.781,0.000,0.000,0.400
2095.802,0.000,0.000,0.400
2095.823,0.000,0.000,0.400
2095.843,0.000,0.000,0.400
2095.864,0.000,0.000,0.400
2095.885,0.000,0.000,0.400
2095.906,0.000,0.000,0.400
2095.927,0.000,0.000,0.400
2095.948,0.000,0.000,0.400
2095.969,0.000,0.000,0.400
2095.990,0.000,0.000,0.400
2096.011,0.000,0.000,0.400
2096.032,0.000,0.000,0.400
2096.053,0.000,0.000,0.400
2096.074,0.000,0.000,0.400
2096.095,0.000,0.000,0.400
2096.116,0.000,0.000,0.400
2096.137,0.000,0.000,0.400
2096.158,0.000,0.000,0.400
2096.179,0.000,0.000,0.400
2096.200,0.000,0.000,0.400
2096.221,0.000,0.000,0.400
2096.242,0.000,0.000,0.400
2096.262,0.000,0.000,0.400
2096.284,0.000,0.000,0.400
2096.305,0.000,0.000,0.400
2096.326,0.000,0.000,0.400
2096.347,0.000,0.000,0.400
2096.368,0.000,0.000,0.400
2096.389,0.000,0.000,0.400
2096.410,0.000,0.000,0.400
2096.431,0.000,0.000,0.400
2096.452,0.000,0.000,0.400
2096.473,0.000,0.000,0.400
2096.494,0.000,0.000,0.400
2096.515,0.000,0.000,0.400
2096.535,0.000,0.000,0.400
2096.556,0.000,0.000,0.400
2096.577,0.000,0.000,0.400
2096.598,0.000,0.000,0.400
2096.620,0.000,0.000,0.400
2096.641,0.000,0.000,0.400
2096.661,0.000,0.000,0.400
2096.683,0.000,0.000,0.400
2096.704,0.000,0.000,0.400
2096.725,0.000,0.000,0.400
2096.746,0.000,0.000,0.400
2096.767,0.000,0.000,0.400
2096.788,0.000,0.000,0.400
2096.809,0.000,0.000,0.400
2096.830,0.000,0.000,0.400
2096.850,0.000,0.000,0.400
2096.871,0.000,0.000,0.400
2096.892,0.000,0.000,0.400
2096.913,0.000,0.000,0.400
2096.934,0.000,0.000,0.400
2096.955,0.000,0.000,0.400
2096.976,0.000,0.000,0.400
2096.997,0.000,0.000,0.400
2097.018,0.000,0.000,0.400
2097.039,0.000,0.000,0.400
2097.060,0.000,0.000,0.400
2097.081,0.000,0.000,0.400
2097.102,0.000,0.000,0.400
2097.123,0.000,0.000,0.400
2097.144,0.000,0.000,0.400
2097.165,0.000,0.000,0.400
2097.186,0.000,0.000,0.400
2097.207,0.000,0.000,0.400
2097.228,0.000,0.000,0.400
2097.249,0.000,0.000,0.400
2097.270,0.000,0.000,0.400
2097.291,0.000,0.000,0.400
