Connecting to /dev/serial/by-id/usb-ArduPilot_Pixhawk6X_49002D001551333034383239-if00 @ 57600...
HEARTBEAT received: 1, 0
t_ms,ch6,alt,lat,lon,roll,pitch,yaw
229,1000,0.604,21.0479075,105.7855718,0.9,0.8,-7.0
331,1000,0.6,21.0479076,105.7855718,0.9,0.8,-7.0
434,1000,0.596,21.0479076,105.7855718,0.9,0.8,-7.0
537,1000,0.591,21.0479076,105.7855718,0.9,0.8,-7.0
640,1000,0.589,21.0479076,105.7855718,0.9,0.8,-7.0
742,1000,0.588,21.0479077,105.7855718,0.9,0.8,-7.0
844,1000,0.585,21.0479077,105.7855718,0.9,0.8,-7.0
926,1000,0.582,21.0479077,105.7855718,0.9,0.8,-7.0
1029,1000,0.579,21.0479077,105.7855718,0.9,0.8,-7.0
1131,1000,0.578,21.0479077,105.7855718,0.9,0.8,-7.0
1234,1000,0.58,21.0479078,105.7855718,0.9,0.8,-7.0
1336,1000,0.58,21.0479078,105.7855718,0.9,0.8,-7.0
1438,1000,0.578,21.0479078,105.7855718,0.9,0.8,-7.0
1541,1000,0.027,21.0479078,105.7855718,0.9,0.8,-7.0
1643,1000,0.04,21.0479078,105.7855718,0.9,0.8,-7.0
1725,1000,0.043,21.0479078,105.7855718,0.9,0.8,-7.0
1828,1000,0.044,21.0479078,105.7855718,0.9,0.8,-7.0
1930,1000,0.045,21.0479078,105.7855718,0.9,0.8,-7.0
2032,1000,0.047,21.0479078,105.7855718,0.9,0.8,-7.0
2134,1000,0.048,21.0479078,105.7855718,0.9,0.8,-7.0
2237,1000,0.049,21.0479078,105.7855719,0.9,0.8,-7.0
2339,1000,0.049,21.0479078,105.7855719,0.9,0.8,-7.0
2441,1000,0.05,21.0479078,105.7855719,0.9,0.8,-7.0
2544,1000,0.05,21.0479078,105.7855719,0.9,0.8,-7.0
2626,1000,0.05,21.0479078,105.7855719,0.9,0.8,-7.0
2729,1000,0.05,21.0479078,105.7855719,0.9,0.8,-7.0
2831,1000,0.05,21.0479078,105.7855719,0.9,0.8,-7.0
2934,1000,0.05,21.0479078,105.7855719,0.9,0.8,-7.0
3036,1000,0.05,21.0479078,105.7855719,0.9,0.8,-7.0
3139,1000,0.05,21.0479078,105.7855719,0.9,0.8,-7.0
3241,1000,0.05,21.0479078,105.785572,0.9,0.8,-7.0
3343,1000,0.051,21.0479078,105.785572,0.9,0.8,-7.0
3444,1000,0.051,21.0479078,105.785572,0.9,0.8,-7.0
3526,1000,0.051,21.0479078,105.785572,0.9,0.8,-7.0
3628,1000,0.051,21.0479078,105.785572,0.9,0.8,-7.0
3729,1000,0.051,21.0479077,105.785572,0.9,0.8,-7.0
3831,1000,0.051,21.0479077,105.785572,0.9,0.8,-7.0
3932,1000,0.051,21.0479077,105.785572,0.9,0.8,-7.0
4034,1000,0.051,21.0479077,105.785572,0.9,0.8,-7.0
4137,1000,0.051,21.0479077,105.7855721,0.9,0.8,-7.0
4239,1000,0.051,21.0479077,105.7855721,0.9,0.8,-7.0
4341,1000,0.051,21.0479076,105.7855721,0.9,0.8,-7.0
4444,1000,0.051,21.0479076,105.7855721,0.9,0.8,-7.0
4526,1000,0.051,21.0479076,105.785572,0.9,0.8,-7.0
4629,1000,0.051,21.0479076,105.785572,0.9,0.8,-7.0
