Connecting to /dev/serial/by-id/usb-ArduPilot_Pixhawk6X_49002D001551333034383239-if00 @ 57600...
HEARTBEAT received: 1, 0
t_ms,ch6,alt,lat,lon,roll,pitch,yaw
228,1000,-0.708,21.0484569,105.7863889,-0.1,-0.2,67.7
331,1000,-0.702,21.0484568,105.7863889,-0.0,-0.2,67.7
434,1000,-0.698,21.0484568,105.7863888,-0.0,-0.2,67.7
536,1000,-0.694,21.0484568,105.7863887,-0.0,-0.2,67.7
638,1000,-0.694,21.0484568,105.7863886,-0.0,-0.2,67.7
740,1000,-0.697,21.0484568,105.7863885,-0.0,-0.2,67.7
842,1000,-0.702,21.0484568,105.7863885,-0.1,-0.2,67.7
944,1000,-0.705,21.0484568,105.7863884,-0.1,-0.2,67.7
1046,1000,-0.708,21.0484568,105.7863883,-0.1,-0.2,67.7
1128,1000,-0.71,21.0484569,105.7863882,-0.1,-0.2,67.7
1231,1000,-0.71,21.0484569,105.7863881,-0.1,-0.3,67.7
1333,1000,-0.708,21.0484568,105.7863881,-0.1,-0.3,67.7
1435,1000,-0.706,21.0484568,105.786388,-0.1,-0.3,67.7
1537,1000,-0.706,21.0484568,105.7863879,-0.0,-0.3,67.7
1640,1000,-0.706,21.0484568,105.7863878,-0.0,-0.3,67.7
1742,1000,-0.708,21.0484568,105.7863878,-0.0,-0.3,67.7
1844,1000,-0.71,21.0484568,105.7863877,-0.1,-0.3,67.7
1946,1000,-0.713,21.0484568,105.7863876,-0.1,-0.2,67.7
2028,1000,-0.71,21.0484568,105.7863875,-0.1,-0.3,67.7
2130,1000,-0.708,21.0484568,105.7863875,-0.1,-0.3,67.7
2233,1000,-0.704,21.0484568,105.7863874,-0.1,-0.3,67.7
2335,1000,-0.698,21.0484568,105.7863873,-0.1,-0.3,67.7
2437,1000,-0.691,21.0484568,105.7863873,-0.1,-0.3,67.7
2540,1000,-0.683,21.0484568,105.7863872,-0.1,-0.3,67.7
2642,1000,-0.677,21.0484568,105.7863872,-0.0,-0.3,67.7
2744,1000,-0.673,21.0484568,105.7863871,-0.0,-0.3,67.7
2846,1000,-0.67,21.0484568,105.786387,-0.1,-0.3,67.7
2928,1000,-0.666,21.0484568,105.7863869,-0.1,-0.3,67.7
3030,1000,-0.661,21.0484568,105.7863868,-0.1,-0.3,67.7
3132,1000,-0.658,21.0484568,105.7863867,-0.1,-0.3,67.7
3234,1000,-0.658,21.0484568,105.7863866,-0.1,-0.3,67.7
3336,1000,-0.656,21.0484568,105.7863864,-0.1,-0.3,67.7
3438,1000,-0.655,21.0484568,105.7863864,-0.1,-0.3,67.7
3540,1000,-0.652,21.0484568,105.7863863,-0.1,-0.3,67.7
3641,1000,-0.646,21.0484568,105.7863862,-0.1,-0.3,67.7
3743,1000,-0.644,21.0484568,105.7863862,-0.0,-0.3,67.7
3844,1000,-0.641,21.0484568,105.7863861,-0.0,-0.3,67.7
3946,1000,-0.641,21.0484568,105.7863861,-0.0,-0.3,67.7
4027,1000,-0.637,21.0484568,105.786386,-0.0,-0.3,67.7
4129,1000,-0.632,21.0484568,105.786386,-0.0,-0.3,67.7
4231,1000,-0.629,21.0484568,105.7863859,-0.0,-0.3,67.7
4333,1000,-0.623,21.0484568,105.7863858,-0.0,-0.3,67.7
4436,1000,-0.615,21.0484568,105.7863858,-0.0,-0.3,67.7
4538,1000,-0.608,21.0484568,105.7863857,-0.0,-0.3,67.7
4641,1000,-0.602,21.0484568,105.7863856,-0.0,-0.3,67.7
4743,1000,-0.597,21.0484568,105.7863855,-0.0,-0.3,67.7
4846,1000,-0.594,21.0484568,105.7863855,-0.0,-0.3,67.7
4928,1000,-0.589,21.0484568,105.7863854,-0.0,-0.3,67.7
5030,1000,-0.586,21.0484569,105.7863854,-0.0,-0.3,67.7
5133,1000,-0.585,21.0484569,105.7863853,-0.0,-0.3,67.7
5235,1000,-0.586,21.0484569,105.7863853,-0.0,-0.3,67.7
5338,1000,-0.587,21.048457,105.7863851,-0.0,-0.3,67.7
5440,1000,-0.59,21.048457,105.786385,-0.0,-0.3,67.7
5542,1000,-0.591,21.048457,105.7863849,-0.0,-0.2,67.7
5644,1000,-0.592,21.048457,105.7863847,-0.0,-0.2,67.7
5747,1000,-0.593,21.0484569,105.7863846,-0.0,-0.2,67.7
5829,1000,-0.596,21.0484569,105.7863844,-0.0,-0.2,67.7
5931,1000,-0.596,21.0484569,105.7863843,-0.0,-0.2,67.7
6033,1000,-0.593,21.0484569,105.7863841,-0.0,-0.2,67.7
6136,1000,-0.59,21.0484569,105.786384,-0.0,-0.2,67.7
6238,1000,-0.591,21.0484569,105.7863839,-0.0,-0.2,67.7
6341,1000,-0.594,21.0484569,105.7863837,-0.0,-0.2,67.7
6443,1000,-0.598,21.0484569,105.7863836,-0.0,-0.2,67.7
6546,1000,-0.602,21.0484569,105.7863835,-0.0,-0.2,67.7
6628,1000,-0.605,21.0484569,105.7863835,-0.0,-0.2,67.7
6731,1000,-0.608,21.0484569,105.7863834,-0.0,-0.2,67.7
6834,1000,-0.611,21.0484569,105.7863834,-0.0,-0.2,67.7
6936,1000,-0.616,21.048457,105.7863833,-0.0,-0.2,67.7
7039,1000,-0.618,21.048457,105.7863833,-0.0,-0.2,67.7
7141,1000,-0.619,21.048457,105.7863832,-0.0,-0.2,67.7
7244,1000,-0.621,21.048457,105.7863832,-0.0,-0.2,67.7
7346,1000,-0.621,21.048457,105.7863831,-0.0,-0.2,67.7
7428,1000,-0.627,21.048457,105.786383,-0.0,-0.2,67.7
7530,1000,-0.633,21.048457,105.7863829,-0.0,-0.2,67.7
7633,1000,-0.637,21.0484571,105.7863828,-0.0,-0.2,67.7
7735,1000,-0.639,21.0484571,105.7863828,-0.0,-0.2,67.7
7837,1000,-0.642,21.0484571,105.7863827,-0.0,-0.2,67.7
7940,1000,-0.644,21.0484571,105.7863826,-0.0,-0.2,67.7
8042,1000,-0.643,21.0484571,105.7863825,-0.0,-0.2,67.7
8145,1000,-0.643,21.0484571,105.7863824,-0.0,-0.2,67.7
8227,1000,-0.645,21.0484571,105.7863823,-0.0,-0.2,67.7
8329,1000,-0.649,21.0484571,105.7863823,-0.0,-0.2,67.7
8431,1000,-0.654,21.0484572,105.7863822,-0.0,-0.2,67.7
8534,1000,-0.655,21.0484572,105.7863822,-0.0,-0.3,67.7
8636,1000,-0.654,21.0484572,105.7863821,-0.0,-0.3,67.7
8738,1000,-0.657,21.0484572,105.7863821,-0.0,-0.3,67.7
8841,1000,-0.665,21.0484572,105.786382,-0.0,-0.3,67.7
8943,1000,-0.669,21.0484572,105.786382,-0.0,-0.3,67.7
9046,1000,-0.675,21.0484572,105.7863819,-0.0,-0.3,67.7
9128,1000,-0.681,21.0484573,105.7863819,-0.0,-0.3,67.7
9231,1000,-0.683,21.0484573,105.7863818,-0.0,-0.3,67.7
9333,1000,-0.684,21.0484573,105.7863817,-0.0,-0.3,67.7
9436,1000,-0.682,21.0484573,105.7863817,-0.0,-0.3,67.7
9538,1000,-0.682,21.0484573,105.7863816,-0.0,-0.3,67.7
9640,1000,-0.684,21.0484573,105.7863816,-0.0,-0.3,67.7
9743,1000,-0.682,21.0484573,105.7863815,-0.0,-0.3,67.7
9845,1000,-0.678,21.0484573,105.7863815,-0.0,-0.3,67.7
9927,1000,-0.674,21.0484573,105.7863814,-0.0,-0.3,67.7
10029,1000,-0.673,21.0484573,105.7863814,0.0,-0.3,67.7
10132,1000,-0.675,21.0484573,105.7863814,0.0,-0.3,67.7
10234,1000,-0.678,21.0484573,105.7863814,0.0,-0.3,67.7
10337,1000,-0.677,21.0484574,105.7863814,0.0,-0.3,67.7
10440,1000,-0.675,21.0484574,105.7863814,-0.0,-0.3,67.7
10542,1000,-0.671,21.0484574,105.7863813,-0.0,-0.3,67.7
10644,1000,-0.665,21.0484574,105.7863813,-0.0,-0.3,67.7
10727,1000,-0.659,21.0484574,105.7863813,0.0,-0.3,67.7
10829,1000,-0.655,21.0484574,105.7863812,0.0,-0.3,67.7
10932,1000,-0.651,21.0484574,105.7863812,0.0,-0.3,67.7
11034,1000,-0.645,21.0484574,105.7863812,0.0,-0.3,67.7
11136,1000,-0.643,21.0484574,105.7863812,0.0,-0.3,67.7
11239,1000,-0.644,21.0484574,105.7863811,0.0,-0.3,67.7
11341,1000,-0.646,21.0484574,105.7863809,0.0,-0.3,67.7
11444,1000,-0.653,21.0484574,105.7863808,0.0,-0.3,67.7
11546,1000,-0.657,21.0484574,105.7863808,0.0,-0.2,67.7
11628,1000,-0.659,21.0484574,105.7863806,0.0,-0.2,67.7
11730,1000,-0.663,21.0484573,105.7863805,0.0,-0.2,67.7
11832,1000,-0.668,21.0484573,105.7863804,0.0,-0.2,67.7
11935,1000,-0.67,21.0484573,105.7863803,0.0,-0.2,67.7
12037,1000,-0.672,21.0484573,105.7863803,0.0,-0.2,67.7
12139,1000,-0.676,21.0484573,105.7863802,0.0,-0.2,67.7
12243,1000,-0.68,21.0484573,105.7863801,0.0,-0.2,67.7
12345,1000,-0.68,21.0484573,105.78638,0.0,-0.2,67.7
12427,1000,-0.681,21.0484573,105.78638,0.0,-0.2,67.7
12529,1000,-0.681,21.0484573,105.7863799,0.0,-0.2,67.7
12632,1000,-0.68,21.0484572,105.7863799,0.0,-0.2,67.7
12734,1000,-0.68,21.0484572,105.7863798,0.0,-0.2,67.7
12836,1000,-0.678,21.0484572,105.7863797,0.0,-0.2,67.7
12938,1000,-0.678,21.0484572,105.7863797,0.0,-0.2,67.7
13041,1000,-0.681,21.0484571,105.7863795,0.0,-0.2,67.7
13143,1000,-0.686,21.0484571,105.7863794,0.0,-0.2,67.7
13226,1000,-0.692,21.0484571,105.7863793,0.0,-0.2,67.7
13328,1000,-0.697,21.0484569,105.7863791,0.0,-0.2,67.7
13430,1000,-0.701,21.0484569,105.786379,0.0,-0.2,67.7
13533,1000,-0.705,21.0484569,105.7863789,0.0,-0.2,67.7
13636,1000,-0.706,21.0484568,105.7863787,0.0,-0.2,67.7
13739,1000,-0.704,21.0484568,105.7863786,0.0,-0.2,67.7
13841,1000,-0.701,21.0484568,105.7863785,0.0,-0.2,67.7
13943,1000,-0.699,21.0484567,105.7863784,0.0,-0.2,67.7
14045,1000,-0.698,21.0484567,105.7863782,0.0,-0.2,67.7
14127,1000,-0.695,21.0484567,105.7863781,0.0,-0.2,67.7
14229,1000,-0.694,21.0484567,105.786378,0.0,-0.2,67.7
14332,1000,-0.689,21.0484566,105.7863778,0.0,-0.2,67.7
14434,1000,-0.684,21.0484566,105.7863777,0.0,-0.2,67.6
14537,1000,-0.682,21.0484566,105.7863776,0.0,-0.2,67.6
14639,1000,-0.68,21.0484565,105.7863775,0.0,-0.2,67.6
14742,1000,-0.677,21.0484565,105.7863774,0.0,-0.2,67.6
14846,1000,-0.676,21.0484565,105.7863774,0.0,-0.2,67.6
14928,1000,-0.677,21.0484565,105.7863773,0.0,-0.2,67.6
15031,1000,-0.676,21.0484565,105.7863772,0.0,-0.2,67.6
Setting mode GUIDED...
Mode = GUIDED
15139,1000,-0.676,21.0484565,105.7863772,0.0,-0.2,67.6
15241,1000,-0.674,21.0484565,105.7863771,0.0,-0.2,67.6
15343,1000,-0.673,21.0484565,105.786377,0.0,-0.2,67.6
15444,1000,-0.669,21.0484565,105.7863769,0.0,-0.2,67.6
15546,1000,-0.668,21.0484565,105.7863768,0.0,-0.2,67.6
15628,1000,-0.668,21.0484564,105.7863767,-0.0,-0.2,67.6
15730,1000,-0.67,21.0484564,105.7863766,-0.0,-0.2,67.6
15831,1000,-0.669,21.0484564,105.7863765,-0.0,-0.2,67.6
15933,1000,-0.668,21.0484564,105.7863764,-0.0,-0.2,67.6
16034,1000,-0.667,21.0484564,105.7863763,-0.0,-0.2,67.6
16136,1000,-0.669,21.0484564,105.7863763,-0.0,-0.2,67.6
16237,1000,-0.672,21.0484564,105.7863762,-0.0,-0.2,67.6
16339,1000,-0.676,21.0484564,105.7863762,-0.0,-0.3,67.6
16440,1000,-0.68,21.0484564,105.7863761,-0.0,-0.3,67.6
16542,1000,-0.682,21.0484564,105.786376,-0.0,-0.3,67.6
16643,1000,-0.682,21.0484564,105.7863759,-0.0,-0.3,67.6
16745,1000,-0.686,21.0484563,105.7863758,-0.0,-0.3,67.6
16846,1000,-0.691,21.0484563,105.7863757,-0.0,-0.3,67.6
16927,1000,-0.692,21.0484563,105.7863756,-0.0,-0.3,67.6
17029,1000,-0.697,21.0484563,105.7863755,-0.0,-0.3,67.6
17130,1000,-0.703,21.0484562,105.7863754,-0.0,-0.3,67.6
17232,1000,-0.707,21.0484562,105.7863752,-0.0,-0.3,67.6
17334,1000,-0.71,21.0484561,105.786375,-0.0,-0.3,67.6
17435,1000,-0.716,21.0484561,105.786375,-0.0,-0.3,67.6
17537,1000,-0.725,21.0484561,105.7863749,-0.0,-0.3,67.6
17638,1000,-0.737,21.0484561,105.7863748,-0.0,-0.3,67.6
17740,1000,-0.746,21.0484561,105.7863747,-0.0,-0.3,67.6
17841,1000,-0.749,21.0484561,105.7863745,-0.0,-0.3,67.6
17943,1000,-0.749,21.0484561,105.7863744,-0.0,-0.3,67.6
18044,1000,-0.747,21.0484561,105.7863742,-0.0,-0.3,67.6
18146,1000,-0.747,21.0484561,105.7863741,-0.0,-0.3,67.6
18227,1000,-0.744,21.048456,105.786374,-0.0,-0.3,67.6
18329,1000,-0.737,21.048456,105.7863738,-0.0,-0.3,67.6
18430,1000,-0.727,21.048456,105.7863737,-0.0,-0.3,67.6
18532,1000,-0.72,21.048456,105.7863736,-0.0,-0.3,67.6
18633,1000,-0.716,21.048456,105.7863734,-0.0,-0.3,67.6
18735,1000,-0.718,21.0484559,105.7863733,-0.0,-0.3,67.6
18836,1000,-0.717,21.0484559,105.7863732,-0.0,-0.2,67.6
18937,1000,-0.716,21.0484559,105.786373,-0.0,-0.2,67.6
19039,1000,-0.718,21.0484558,105.7863729,-0.0,-0.2,67.6
19140,1000,-0.72,21.0484558,105.7863727,-0.0,-0.2,67.6
19242,1000,-0.726,21.0484558,105.7863726,-0.0,-0.2,67.6
19344,1000,-0.733,21.0484556,105.7863724,-0.0,-0.2,67.6
19445,1000,-0.739,21.0484556,105.7863723,-0.0,-0.2,67.6
19527,1000,-0.741,21.0484556,105.7863722,-0.0,-0.2,67.6
19628,1000,-0.745,21.0484555,105.786372,-0.0,-0.2,67.6
19730,1000,-0.75,21.0484555,105.7863719,-0.0,-0.2,67.6
19831,1000,-0.752,21.0484554,105.7863718,-0.0,-0.2,67.6
19933,1000,-0.755,21.0484554,105.7863716,-0.0,-0.2,67.6
20035,1000,-0.759,21.0484553,105.7863715,-0.0,-0.2,67.6
20136,1000,-0.762,21.0484553,105.7863714,-0.0,-0.2,67.6
20238,1000,-0.763,21.0484553,105.7863713,-0.0,-0.3,67.6
20340,1000,-0.764,21.0484552,105.7863712,-0.0,-0.3,67.6
20441,1000,-0.765,21.0484552,105.7863711,-0.0,-0.3,67.6
20543,1000,-0.762,21.0484552,105.786371,-0.0,-0.3,67.6
20644,1000,-0.756,21.0484552,105.7863709,-0.0,-0.3,67.6
20726,1000,-0.75,21.0484551,105.7863708,-0.0,-0.3,67.6
20827,1000,-0.744,21.0484551,105.7863707,-0.0,-0.3,67.6
20929,1000,-0.738,21.048455,105.7863707,-0.0,-0.3,67.6
21030,1000,-0.729,21.0484549,105.7863706,-0.0,-0.3,67.6
21132,1000,-0.726,21.0484549,105.7863705,-0.0,-0.3,67.6
21233,1000,-0.721,21.0484549,105.7863704,-0.0,-0.3,67.6
21335,1000,-0.71,21.0484548,105.7863703,-0.0,-0.3,67.6
21436,1000,-0.698,21.0484548,105.7863702,-0.0,-0.3,67.6
21538,1000,-0.688,21.0484548,105.7863702,-0.0,-0.3,67.6
21639,1000,-0.68,21.0484548,105.78637,-0.0,-0.3,67.6
21741,1000,-0.677,21.0484548,105.7863699,-0.0,-0.3,67.6
21842,1000,-0.676,21.0484547,105.7863698,-0.0,-0.3,67.6
21944,1000,-0.675,21.0484547,105.7863697,-0.0,-0.3,67.6
22045,1000,-0.673,21.0484547,105.7863696,-0.0,-0.3,67.6
22127,1000,-0.674,21.0484547,105.7863695,-0.0,-0.3,67.6
22229,1000,-0.676,21.0484546,105.7863694,-0.0,-0.3,67.6
22330,1000,-0.677,21.0484546,105.7863693,-0.0,-0.3,67.6
22432,1000,-0.675,21.0484546,105.7863692,-0.0,-0.3,67.6
22534,1000,-0.67,21.0484545,105.7863691,-0.0,-0.3,67.6
22635,1000,-0.668,21.0484545,105.786369,-0.0,-0.3,67.6
22736,1000,-0.669,21.0484545,105.7863689,-0.0,-0.3,67.6
22838,1000,-0.671,21.0484544,105.7863687,-0.0,-0.3,67.6
22939,1000,-0.675,21.0484544,105.7863686,-0.0,-0.3,67.6
23041,1000,-0.68,21.0484544,105.7863685,-0.0,-0.3,67.6
23143,1000,-0.684,21.0484543,105.7863684,-0.0,-0.3,67.6
23244,1000,-0.687,21.0484543,105.7863683,-0.0,-0.3,67.6
23326,1000,-0.686,21.0484542,105.786368,-0.0,-0.3,67.6
23427,1000,-0.686,21.0484542,105.786368,-0.0,-0.3,67.6
23529,1000,-0.686,21.0484541,105.7863678,-0.0,-0.3,67.6
23630,1000,-0.683,21.0484541,105.7863677,-0.0,-0.2,67.6
23731,1000,-0.681,21.048454,105.7863675,-0.0,-0.2,67.6
23833,1000,-0.68,21.048454,105.7863674,-0.0,-0.2,67.6
23934,1000,-0.681,21.0484539,105.7863672,-0.0,-0.2,67.6
24036,1000,-0.683,21.0484539,105.7863671,-0.0,-0.3,67.6
24137,1000,-0.688,21.0484539,105.7863671,-0.0,-0.3,67.6
24239,1000,-0.695,21.0484538,105.786367,-0.0,-0.3,67.6
24340,1000,-0.703,21.0484538,105.7863668,-0.0,-0.3,67.6
24442,1000,-0.71,21.0484538,105.7863667,-0.0,-0.3,67.6
24543,1000,-0.715,21.0484537,105.7863666,-0.0,-0.3,67.6
