Connecting to /dev/serial/by-id/usb-ArduPilot_Pixhawk6X_49002D001551333034383239-if00 @ 57600...
HEARTBEAT received: 1, 0
t_ms,ch6,alt,lat,lon,roll,pitch,yaw
236,1000,0.724,21.0479153,105.7855704,0.8,0.8,-15.6
339,1000,0.72,21.0479153,105.7855704,0.8,0.8,-15.6
441,1000,0.717,21.0479153,105.7855705,0.8,0.8,-15.6
543,1000,0.718,21.0479153,105.7855705,0.8,0.8,-15.6
625,1000,0.722,21.0479154,105.7855705,0.8,0.8,-15.6
728,1000,0.726,21.0479154,105.7855705,0.8,0.8,-15.6
830,1000,0.729,21.0479154,105.7855705,0.8,0.8,-15.6
933,1000,0.727,21.0479154,105.7855706,0.8,0.8,-15.6
1035,1000,0.725,21.0479154,105.7855706,0.8,0.8,-15.6
1138,1000,0.722,21.0479154,105.7855706,0.8,0.8,-15.6
1240,1000,0.72,21.0479155,105.7855707,0.8,0.8,-15.6
1342,1000,0.72,21.0479155,105.7855707,0.8,0.8,-15.6
1424,1000,0.721,21.0479155,105.7855707,0.8,0.8,-15.6
1526,1000,0.025,21.0479156,105.7855708,0.8,0.8,-15.6
1628,1000,0.04,21.0479156,105.7855708,0.9,0.8,-15.6
1730,1000,0.041,21.0479156,105.7855709,0.9,0.8,-15.6
1833,1000,0.042,21.0479157,105.7855709,0.9,0.8,-15.6
1935,1000,0.044,21.0479157,105.7855709,0.9,0.8,-15.6
2037,1000,0.044,21.0479157,105.785571,0.9,0.8,-15.6
2139,1000,0.045,21.0479157,105.785571,0.9,0.8,-15.7
2242,1000,0.045,21.0479157,105.785571,0.9,0.8,-15.7
2344,1000,0.045,21.0479157,105.785571,0.8,0.8,-15.7
2426,1000,0.045,21.0479157,105.7855711,0.8,0.8,-15.7
2528,1000,0.045,21.0479157,105.7855711,0.8,0.8,-15.7
2631,1000,0.046,21.0479157,105.7855711,0.8,0.8,-15.7
2733,1000,0.046,21.0479157,105.7855711,0.8,0.8,-15.7
2835,1000,0.046,21.0479157,105.7855711,0.8,0.8,-15.7
2937,1000,0.046,21.0479157,105.7855711,0.8,0.8,-15.7
3040,1000,0.046,21.0479157,105.7855711,0.8,0.8,-15.7
3142,1000,0.046,21.0479157,105.7855711,0.8,0.8,-15.7
3225,1000,0.046,21.0479157,105.7855711,0.8,0.8,-15.7
3327,1000,0.046,21.0479157,105.7855712,0.8,0.8,-15.7
3429,1000,0.047,21.0479157,105.7855712,0.8,0.8,-15.7
3531,1000,0.047,21.0479157,105.7855712,0.8,0.8,-15.7
3633,1000,0.047,21.0479157,105.7855712,0.8,0.8,-15.7
3734,1000,0.047,21.0479157,105.7855712,0.8,0.8,-15.7
3836,1000,0.047,21.0479157,105.7855712,0.8,0.8,-15.7
3938,1000,0.047,21.0479157,105.7855712,0.8,0.8,-15.7
4039,1000,0.047,21.0479157,105.7855712,0.8,0.8,-15.7
4141,1000,0.047,21.0479157,105.7855713,0.8,0.8,-15.7
4243,1000,0.048,21.0479157,105.7855713,0.8,0.8,-15.7
4325,1000,0.048,21.0479157,105.7855713,0.8,0.8,-15.7
4427,1000,0.048,21.0479157,105.7855713,0.8,0.8,-15.7
4529,1000,0.048,21.0479157,105.7855713,0.8,0.8,-15.7
4632,1000,0.048,21.0479157,105.7855714,0.8,0.8,-15.7
4734,1000,0.048,21.0479157,105.7855714,0.8,0.8,-15.7
4837,1000,0.048,21.0479157,105.7855714,0.8,0.8,-15.7
4939,1000,0.048,21.0479157,105.7855714,0.8,0.8,-15.7
5042,1000,0.048,21.0479157,105.7855714,0.8,0.8,-15.7
5144,1000,0.049,21.0479157,105.7855715,0.8,0.8,-15.7
5227,1000,0.049,21.0479157,105.7855715,0.8,0.8,-15.7
5329,1000,0.049,21.0479157,105.7855715,0.8,0.8,-15.7
5432,1000,0.049,21.0479157,105.7855715,0.8,0.8,-15.7
5534,1000,0.049,21.0479156,105.7855715,0.8,0.8,-15.7
5637,1000,0.049,21.0479156,105.7855715,0.8,0.8,-15.7
5740,1000,0.049,21.0479156,105.7855715,0.8,0.8,-15.7
5842,1000,0.049,21.0479155,105.7855715,0.8,0.8,-15.7
5944,1000,0.049,21.0479156,105.7855715,0.8,0.8,-15.7
6026,1000,0.049,21.0479156,105.7855715,0.8,0.8,-15.7
6129,1000,0.049,21.0479156,105.7855715,0.8,0.8,-15.7
6231,1000,0.049,21.0479156,105.7855715,0.8,0.8,-15.7
6333,1000,0.049,21.0479156,105.7855715,0.8,0.8,-15.7
6436,1000,0.049,21.0479156,105.7855715,0.8,0.8,-15.8
6538,1000,0.049,21.0479156,105.7855715,0.8,0.8,-15.8
6640,1000,0.049,21.0479156,105.7855715,0.8,0.8,-15.8
6743,1000,0.049,21.0479156,105.7855715,0.8,0.8,-15.8
6825,1000,0.049,21.0479156,105.7855715,0.8,0.8,-15.8
6927,1000,0.049,21.0479156,105.7855716,0.8,0.8,-15.8
7030,1000,0.049,21.0479156,105.7855716,0.8,0.8,-15.8
7133,1000,0.049,21.0479156,105.7855716,0.8,0.8,-15.8
7235,1000,0.049,21.0479156,105.7855716,0.8,0.8,-15.8
7337,1000,0.049,21.0479156,105.7855716,0.8,0.8,-15.8
7440,1000,0.049,21.0479156,105.7855716,0.8,0.8,-15.8
7542,1000,0.049,21.0479156,105.7855717,0.8,0.8,-15.8
7624,1000,0.049,21.0479155,105.7855717,0.8,0.8,-15.8
7727,1000,0.049,21.0479155,105.7855717,0.9,0.8,-15.8
7829,1000,0.049,21.0479155,105.7855718,0.9,0.8,-15.8
7932,1000,0.049,21.0479156,105.7855718,0.9,0.8,-15.8
8034,1000,0.049,21.0479156,105.7855718,0.9,0.8,-15.8
8137,1000,0.049,21.0479155,105.7855719,0.9,0.8,-15.8
8239,1000,0.049,21.0479155,105.7855719,0.9,0.8,-15.8
8342,1000,0.049,21.0479155,105.7855719,0.9,0.8,-15.8
8444,1000,0.049,21.0479155,105.7855719,0.9,0.8,-15.8
8526,1000,0.049,21.0479155,105.785572,0.9,0.8,-15.8
8629,1000,0.049,21.0479154,105.785572,0.9,0.8,-15.8
8731,1000,0.049,21.0479154,105.785572,0.9,0.8,-15.8
8833,1000,0.049,21.0479154,105.785572,0.9,0.8,-15.8
8935,1000,0.049,21.0479154,105.785572,0.9,0.8,-15.8
9038,1000,0.049,21.0479154,105.785572,0.9,0.8,-15.8
9140,1000,0.049,21.0479154,105.785572,0.9,0.8,-15.8
9242,1000,0.049,21.0479154,105.785572,0.9,0.7,-15.8
9325,1000,0.049,21.0479154,105.785572,0.9,0.7,-15.8
9427,1000,0.049,21.0479154,105.785572,0.9,0.7,-15.8
9529,1000,0.049,21.0479154,105.785572,0.9,0.7,-15.8
9632,1000,0.049,21.0479154,105.785572,0.9,0.7,-15.9
9734,1000,0.049,21.0479154,105.7855721,0.9,0.7,-15.9
9837,1000,0.05,21.0479154,105.7855721,0.9,0.8,-15.9
9939,1000,0.05,21.0479153,105.7855721,0.9,0.8,-15.9
10042,1000,0.05,21.0479153,105.7855721,0.9,0.8,-15.9
10124,1000,0.05,21.0479153,105.7855721,0.9,0.8,-15.9
10227,1000,0.05,21.0479153,105.7855721,0.9,0.8,-15.9
10329,1000,0.05,21.0479153,105.7855721,0.9,0.7,-15.9
10431,1000,0.05,21.0479153,105.7855721,0.9,0.7,-15.8
10533,1000,0.05,21.0479152,105.7855721,0.9,0.7,-15.8
10635,1000,0.05,21.0479152,105.7855721,0.9,0.7,-15.8
10737,1000,0.05,21.0479152,105.7855721,0.9,0.7,-15.8
10840,1000,0.05,21.0479152,105.7855721,0.9,0.7,-15.8
10942,1000,0.05,21.0479152,105.7855721,0.9,0.7,-15.8
11024,1000,0.05,21.0479152,105.7855721,0.9,0.7,-15.9
11126,1000,0.05,21.0479152,105.7855721,0.9,0.7,-15.9
11229,1000,0.05,21.0479152,105.7855721,0.9,0.7,-15.9
11331,1000,0.05,21.0479152,105.7855721,0.9,0.7,-15.9
11434,1000,0.05,21.0479152,105.7855721,0.9,0.7,-15.9
11536,1000,0.05,21.0479151,105.7855721,0.9,0.7,-15.9
11639,1000,0.05,21.0479151,105.7855721,0.9,0.7,-15.9
