t_ms,vx,vy,vz
1237.664,0.149,-0.069,0.000
1237.726,0.144,-0.068,0.000
1237.788,0.142,-0.069,0.000
1237.851,0.141,-0.069,0.001
1237.913,0.138,-0.069,0.001
1237.976,0.134,-0.069,0.001
1238.038,0.133,-0.069,0.001
1238.100,0.129,-0.067,0.003
1238.163,0.127,-0.068,0.003
1238.205,0.127,-0.067,0.003
1238.267,0.127,-0.068,0.003
1238.351,0.126,-0.065,0.005
1238.413,0.126,-0.064,0.005
1238.455,0.126,-0.062,0.006
1238.517,0.126,-0.061,0.007
1238.579,0.126,-0.059,0.008
1238.642,0.126,-0.058,0.009
1238.704,0.126,-0.058,0.009
1238.767,0.127,-0.056,0.010
1238.829,0.128,-0.055,0.011
1238.891,0.128,-0.052,0.013
1238.933,0.128,-0.052,0.014
1238.995,0.127,-0.050,0.015
1239.058,0.127,-0.049,0.017
1239.121,0.124,-0.048,0.019
1239.183,0.123,-0.047,0.020
1239.246,0.122,-0.045,0.023
1239.308,0.122,-0.045,0.023
1239.370,0.123,-0.044,0.023
1239.433,0.123,-0.044,0.023
1239.474,0.125,-0.045,0.021
1239.537,0.126,-0.045,0.021
1239.599,0.124,-0.046,0.022
1239.662,0.123,-0.045,0.023
1239.724,0.121,-0.045,0.024
1239.786,0.120,-0.045,0.025
1239.849,0.114,-0.043,0.029
1239.890,0.112,-0.043,0.031
1239.953,0.107,-0.041,0.035
1240.018,0.106,-0.040,0.037
1240.080,0.103,-0.037,0.041
1240.143,0.100,-0.035,0.044
1240.205,0.097,-0.032,0.048
1240.247,0.095,-0.031,0.050
1240.309,0.091,-0.027,0.055
1240.372,0.091,-0.027,0.055
1240.434,0.090,-0.025,0.057
1240.496,0.089,-0.024,0.059
1240.559,0.088,-0.022,0.060
1240.621,0.087,-0.022,0.061
1240.683,0.087,-0.019,0.063
1240.746,0.087,-0.019,0.063
1240.787,0.088,-0.017,0.064
1240.850,0.088,-0.017,0.064
1240.913,0.087,-0.017,0.064
1240.975,0.086,-0.018,0.064
1241.037,0.084,-0.018,0.064
1241.100,0.084,-0.019,0.064
1241.162,0.082,-0.020,0.064
1241.225,0.083,-0.020,0.063
1241.266,0.083,-0.021,0.063
1241.328,0.083,-0.022,0.062
1241.391,0.081,-0.025,0.060
1241.453,0.081,-0.026,0.059
1241.515,0.080,-0.028,0.057
1241.578,0.080,-0.027,0.058
1241.640,0.077,-0.028,0.057
1241.682,0.076,-0.028,0.056
1241.745,0.074,-0.030,0.055
1241.807,0.072,-0.032,0.053
1241.869,0.070,-0.034,0.051
1241.932,0.069,-0.036,0.047
1241.994,0.067,-0.040,0.043
1242.057,0.065,-0.042,0.040
1242.119,0.062,-0.043,0.037
1242.182,0.061,-0.044,0.036
1242.245,0.056,-0.046,0.033
1242.307,0.054,-0.046,0.032
1242.369,0.051,-0.048,0.028
1242.431,0.049,-0.049,0.026
1242.514,0.048,-0.051,0.023
1242.576,0.047,-0.054,0.018
1242.639,0.048,-0.054,0.018
1242.701,0.049,-0.052,0.020
1242.764,0.049,-0.054,0.018
1242.826,0.051,-0.057,0.014
1242.888,0.055,-0.056,0.015
1242.951,0.057,-0.057,0.014
1242.993,0.058,-0.055,0.016
1243.056,0.060,-0.053,0.020
1243.118,0.061,-0.053,0.019
1243.180,0.060,-0.055,0.017
1243.243,0.061,-0.056,0.016
1243.305,0.061,-0.055,0.017
1243.368,0.061,-0.053,0.019
1243.409,0.060,-0.052,0.020
1243.472,0.059,-0.048,0.026
1243.534,0.058,-0.046,0.028
1243.596,0.057,-0.044,0.031
1243.659,0.055,-0.043,0.033
1243.721,0.052,-0.040,0.035
1243.783,0.051,-0.039,0.037
1243.825,0.048,-0.038,0.039
1243.887,0.047,-0.037,0.040
1243.950,0.045,-0.034,0.043
1244.012,0.044,-0.033,0.045
1244.075,0.042,-0.030,0.047
1244.138,0.043,-0.028,0.050
1244.179,0.042,-0.023,0.054
1244.242,0.041,-0.020,0.057
1244.304,0.041,-0.015,0.060
1244.366,0.040,-0.013,0.061
1244.429,0.039,-0.010,0.063
1244.492,0.038,-0.008,0.063
1244.554,0.037,-0.007,0.064
1244.617,0.036,-0.007,0.063
1244.679,0.034,-0.006,0.063
1244.742,0.035,-0.006,0.063
1244.804,0.036,-0.005,0.064
1244.867,0.037,-0.004,0.064
1244.929,0.038,-0.003,0.065
1244.991,0.037,-0.002,0.065
1245.054,0.036,0.001,0.064
1245.096,0.036,0.001,0.064
1245.159,0.037,0.002,0.065
1245.221,0.040,0.001,0.065
1245.284,0.040,0.001,0.065
1245.347,0.040,0.002,0.065
1245.388,0.040,0.002,0.065
1245.451,0.041,0.003,0.065
1245.514,0.041,0.002,0.065
1245.576,0.042,0.000,0.065
1245.639,0.043,0.000,0.065
1245.681,0.042,0.000,0.065
1245.744,0.041,0.000,0.065
1245.806,0.040,0.001,0.065
1245.868,0.040,0.001,0.065
1245.931,0.040,0.001,0.064
1245.993,0.040,0.003,0.064
1246.056,0.040,0.003,0.064
1246.118,0.041,0.005,0.064
1246.180,0.041,0.005,0.064
1246.223,0.041,0.006,0.063
1246.285,0.040,0.007,0.063
1246.347,0.038,0.007,0.062
1246.409,0.038,0.009,0.062
1246.472,0.039,0.008,0.062
1246.534,0.040,0.007,0.062
1246.597,0.040,0.006,0.062
1246.659,0.041,0.005,0.062
1246.721,0.041,0.003,0.062
1246.784,0.039,0.001,0.062
1246.847,0.036,-0.000,0.061
1246.888,0.032,-0.005,0.060
1246.951,0.030,-0.006,0.059
1247.033,0.030,-0.009,0.057
1247.075,0.030,-0.010,0.056
1247.138,0.029,-0.012,0.055
1247.200,0.029,-0.014,0.053
1247.263,0.027,-0.017,0.050
1247.326,0.027,-0.018,0.048
1247.388,0.027,-0.020,0.047
1247.451,0.027,-0.019,0.048
1247.513,0.026,-0.016,0.049
1247.575,0.027,-0.014,0.050
1247.638,0.029,-0.011,0.051
1247.700,0.029,-0.009,0.052
1247.762,0.029,-0.006,0.053
1247.804,0.030,-0.003,0.053
1247.866,0.031,-0.000,0.054
1247.928,0.033,0.001,0.054
1247.990,0.031,0.002,0.053
1248.053,0.031,0.002,0.052
1248.116,0.030,0.002,0.052
1248.178,0.027,0.001,0.060
1248.241,0.027,0.000,0.055
1248.303,0.027,-0.001,0.052
1248.365,0.026,-0.002,0.050
1248.427,0.024,-0.003,0.049
1248.469,0.024,-0.003,0.048
1248.531,0.023,-0.007,0.046
1248.594,0.021,-0.008,0.045
1248.657,0.019,-0.011,0.042
1248.719,0.018,-0.011,0.041
1248.781,0.017,-0.013,0.038
1248.844,0.018,-0.014,0.039
1248.906,0.017,-0.016,0.037
1248.948,0.017,-0.016,0.036
1249.010,0.015,-0.017,0.035
1249.072,0.015,-0.017,0.035
1249.135,0.015,-0.017,0.034
1249.197,0.015,-0.017,0.034
1249.260,0.017,-0.016,0.035
1249.322,0.016,-0.015,0.035
1249.384,0.019,-0.014,0.038
1249.426,0.020,-0.013,0.039
1249.488,0.024,-0.012,0.041
1249.551,0.025,-0.010,0.043
1249.613,0.026,-0.008,0.044
1249.675,0.027,-0.006,0.045
1249.737,0.029,-0.004,0.047
