t_ms,vx,vy,vz
958.503,0.009,-0.098,0.000
958.566,0.015,-0.087,0.000
958.628,0.022,-0.070,0.000
958.711,0.024,-0.061,0.000
958.774,0.029,-0.040,0.000
958.837,0.032,-0.019,0.000
958.899,0.038,-0.011,0.000
958.961,0.038,0.003,0.000
959.044,0.038,0.017,0.000
959.106,0.038,0.023,0.000
959.169,0.043,0.041,0.000
959.231,0.047,0.061,0.000
959.294,0.056,0.072,0.000
959.377,0.066,0.084,0.051
959.440,0.078,0.094,0.050
959.502,0.089,0.103,0.049
959.564,0.094,0.106,0.049
959.647,0.096,0.114,0.047
959.710,0.094,0.121,0.045
959.772,0.093,0.132,0.042
959.835,0.086,0.143,0.039
959.917,0.073,0.147,0.037
959.979,0.068,0.151,0.037
960.042,0.071,0.153,0.036
960.125,0.063,0.154,0.036
960.187,0.061,0.156,0.035
960.250,0.050,0.159,0.034
960.312,0.036,0.162,0.032
960.374,0.026,0.162,0.031
960.437,0.022,0.161,0.031
960.499,0.013,0.156,0.032
960.562,-0.005,0.147,0.032
960.624,-0.007,0.142,0.034
960.707,-0.007,0.135,0.036
960.770,-0.010,0.131,0.036
960.832,-0.012,0.124,0.037
960.894,-0.015,0.121,0.038
960.957,-0.017,0.119,0.038
961.039,-0.019,0.118,0.038
961.102,-0.017,0.116,0.039
961.164,-0.022,0.110,0.039
961.226,-0.020,0.102,0.041
961.310,-0.017,0.098,0.042
961.373,-0.014,0.087,0.045
961.435,-0.008,0.078,0.047
961.497,-0.007,0.070,0.048
961.560,-0.011,0.058,0.049
961.622,-0.013,0.042,0.051
961.705,-0.007,0.033,0.052
961.767,-0.005,0.020,0.052
961.830,0.000,0.005,0.053
961.892,0.006,-0.010,0.054
961.975,0.011,-0.016,0.054
962.038,0.021,-0.026,0.054
962.100,0.021,-0.035,0.053
962.162,0.020,-0.039,0.000
962.225,0.018,-0.048,0.000
962.287,0.009,-0.057,0.000
962.370,0.009,-0.061,0.000
962.433,0.014,-0.068,0.000
962.495,0.009,-0.076,0.000
962.558,0.008,-0.080,0.000
962.620,0.002,-0.089,0.000
962.703,-0.002,-0.092,0.000
962.766,-0.019,-0.102,0.000
962.828,-0.032,-0.106,0.000
962.891,-0.037,-0.105,0.000
962.953,-0.040,-0.103,0.000
963.036,-0.035,-0.103,0.000
963.098,-0.034,-0.105,0.000
963.161,-0.035,-0.108,0.000
963.223,-0.044,-0.116,0.000
963.286,-0.043,-0.117,0.000
963.348,-0.041,-0.125,0.000
963.411,-0.049,-0.134,0.000
963.494,-0.061,-0.145,0.000
963.557,-0.057,-0.147,0.000
963.619,-0.061,-0.158,0.000
963.682,-0.053,-0.165,0.000
963.745,-0.036,-0.170,0.000
963.807,-0.029,-0.172,0.000
963.870,-0.027,-0.170,0.000
963.932,0.000,0.000,0.000
963.994,0.000,0.000,0.000
964.057,0.000,0.000,0.000
964.119,0.000,0.000,0.000
964.182,0.000,0.000,0.000
964.224,0.000,0.000,0.000
964.286,0.000,0.000,0.000
964.348,0.000,0.000,0.000
964.411,0.000,0.000,0.000
964.473,-0.041,-0.150,0.000
964.536,-0.036,-0.144,0.000
964.598,-0.044,-0.139,0.000
964.681,-0.037,-0.130,0.000
964.743,-0.044,-0.121,0.000
964.806,-0.036,-0.113,0.000
964.868,-0.035,-0.111,0.000
964.931,-0.032,-0.110,0.000
964.993,-0.030,-0.107,0.000
965.055,-0.027,-0.098,0.000
965.118,-0.024,-0.089,0.000
965.180,-0.020,-0.083,0.000
965.243,-0.020,-0.068,0.000
965.305,-0.018,-0.051,0.000
965.368,-0.014,-0.044,0.000
965.431,-0.018,-0.024,0.000
965.493,-0.016,-0.014,0.000
965.555,-0.014,0.001,0.000
965.618,-0.018,0.006,0.000
965.680,-0.016,0.017,0.000
965.743,-0.017,0.022,0.000
965.805,-0.017,0.032,0.000
965.867,-0.017,0.040,0.000
965.930,-0.021,0.046,0.000
965.992,-0.017,0.053,0.000
966.055,-0.021,0.054,0.000
966.117,-0.022,0.058,0.000
966.179,-0.025,0.061,0.000
966.242,-0.025,0.066,0.000
966.304,-0.026,0.067,0.000
966.367,-0.025,0.068,0.000
966.429,-0.026,0.067,0.000
966.492,-0.027,0.064,0.000
966.554,-0.025,0.063,0.000
966.616,-0.024,0.062,0.000
966.679,-0.023,0.057,0.000
966.742,-0.022,0.053,0.000
966.804,-0.021,0.052,0.000
966.866,-0.025,0.043,0.000
966.928,-0.025,0.040,0.000
966.991,-0.029,0.032,0.000
967.053,-0.031,0.028,0.000
967.115,-0.025,0.017,0.000
967.178,-0.036,0.006,0.000
967.240,-0.037,-0.001,0.000
967.303,-0.039,-0.009,0.000
967.366,-0.039,-0.018,0.000
967.428,-0.037,-0.026,0.000
967.490,-0.034,-0.033,0.000
967.553,-0.039,-0.038,0.000
967.615,-0.038,-0.043,0.000
967.677,-0.041,-0.052,0.000
967.740,-0.041,-0.059,0.000
967.802,-0.041,-0.061,0.000
967.864,-0.039,-0.068,0.000
967.926,-0.034,-0.069,0.000
967.989,-0.031,-0.076,0.000
968.072,-0.027,-0.077,0.000
968.135,-0.015,-0.073,0.000
968.197,-0.003,-0.075,0.000
968.260,0.006,-0.073,0.000
968.322,0.019,-0.074,0.000
968.384,0.027,-0.071,0.000
968.448,0.039,-0.067,0.000
968.510,0.054,-0.063,0.000
968.572,0.058,-0.061,0.000
968.936,0.000,0.000,0.400
969.037,0.000,0.000,0.400
969.138,0.000,0.000,0.400
969.239,0.000,0.000,0.400
969.340,0.000,0.000,0.400
969.441,0.000,0.000,0.400
969.542,0.000,0.000,0.400
969.643,0.000,0.000,0.400
969.744,0.000,0.000,0.400
969.845,0.000,0.000,0.400
969.946,0.000,0.000,0.400
970.047,0.000,0.000,0.400
970.148,0.000,0.000,0.400
970.249,0.000,0.000,0.400
970.350,0.000,0.000,0.400
970.452,0.000,0.000,0.400
970.553,0.000,0.000,0.400
