Connecting to /dev/serial/by-id/usb-ArduPilot_Pixhawk6X_49002D001551333034383239-if00 @ 57600...
HEARTBEAT received: 1, 0
t_ms,ch6,alt,lat,lon,roll,pitch,yaw
240,1000,1.266,21.047943,105.7855691,0.8,-1.4,-7.6
342,1000,1.267,21.0479431,105.785569,0.8,-1.4,-7.6
444,1000,1.268,21.0479431,105.785569,0.8,-1.4,-7.6
526,1000,1.268,21.0479431,105.7855689,0.8,-1.4,-7.6
628,1000,1.267,21.0479431,105.7855689,0.8,-1.4,-7.6
731,1000,1.266,21.0479431,105.7855689,0.8,-1.4,-7.6
833,1000,1.266,21.0479432,105.7855689,0.8,-1.4,-7.6
936,1000,1.265,21.0479432,105.7855689,0.8,-1.4,-7.6
1038,1000,1.261,21.0479432,105.7855688,0.8,-1.4,-7.6
1141,1000,1.26,21.0479433,105.7855688,0.8,-1.4,-7.6
1243,1000,1.258,21.0479433,105.7855687,0.8,-1.4,-7.6
1325,1000,1.256,21.0479433,105.7855687,0.8,-1.4,-7.6
1427,1000,1.255,21.0479434,105.7855687,0.8,-1.4,-7.6
1530,1000,0.025,21.0479434,105.7855686,0.8,-1.4,-7.6
1632,1000,0.038,21.0479434,105.7855686,0.8,-1.4,-7.6
1734,1000,0.041,21.0479434,105.7855685,0.8,-1.4,-7.6
1837,1000,0.042,21.0479435,105.7855685,0.8,-1.4,-7.6
1939,1000,0.043,21.0479435,105.7855685,0.8,-1.4,-7.6
2042,1000,0.044,21.0479435,105.7855684,0.8,-1.4,-7.6
2124,1000,0.045,21.0479435,105.7855684,0.8,-1.4,-7.6
2226,1000,0.045,21.0479436,105.7855684,0.8,-1.4,-7.6
2328,1000,0.045,21.0479436,105.7855684,0.8,-1.4,-7.6
2429,1000,0.045,21.0479437,105.7855684,0.8,-1.4,-7.6
2531,1000,0.045,21.0479437,105.7855684,0.8,-1.4,-7.6
2632,1000,0.045,21.0479437,105.7855684,0.8,-1.4,-7.6
2734,1000,0.045,21.0479438,105.7855684,0.8,-1.4,-7.6
2836,1000,0.045,21.0479438,105.7855684,0.8,-1.4,-7.6
2938,1000,0.045,21.0479439,105.7855684,0.8,-1.4,-7.6
3041,1000,0.045,21.0479439,105.7855684,0.8,-1.4,-7.6
3143,1000,0.045,21.0479439,105.7855684,0.8,-1.4,-7.6
3226,1000,0.045,21.047944,105.7855683,0.8,-1.4,-7.6
3328,1000,0.045,21.047944,105.7855683,0.8,-1.4,-7.6
3430,1000,0.045,21.047944,105.7855683,0.8,-1.4,-7.6
3533,1000,0.045,21.0479441,105.7855683,0.8,-1.4,-7.7
3635,1000,0.045,21.0479441,105.7855683,0.8,-1.4,-7.7
3737,1000,0.045,21.0479442,105.7855683,0.8,-1.4,-7.7
3839,1000,0.045,21.0479442,105.7855683,0.8,-1.4,-7.7
3941,1000,0.045,21.0479442,105.7855682,0.8,-1.4,-7.7
4044,1000,0.045,21.0479443,105.7855682,0.8,-1.4,-7.7
4126,1000,0.045,21.0479443,105.7855682,0.8,-1.4,-7.7
4229,1000,0.045,21.0479443,105.7855682,0.8,-1.4,-7.7
4331,1000,0.045,21.0479443,105.7855681,0.8,-1.4,-7.7
4433,1000,0.045,21.0479443,105.7855681,0.8,-1.4,-7.7
4536,1000,0.045,21.0479443,105.7855681,0.8,-1.4,-7.7
4638,1000,0.045,21.0479444,105.7855681,0.8,-1.4,-7.7
4741,1000,0.045,21.0479444,105.7855681,0.8,-1.4,-7.7
4843,1000,0.045,21.0479444,105.7855681,0.8,-1.4,-7.7
4925,1000,0.045,21.0479445,105.7855681,0.8,-1.4,-7.7
5028,1000,0.045,21.0479445,105.7855681,0.8,-1.4,-7.7
5130,1000,0.045,21.0479445,105.785568,0.8,-1.4,-7.7
5233,1000,0.045,21.0479446,105.785568,0.8,-1.4,-7.7
5335,1000,0.045,21.0479446,105.785568,0.8,-1.4,-7.7
5437,1000,0.045,21.0479446,105.7855679,0.8,-1.4,-7.7
5540,1000,0.045,21.0479446,105.7855679,0.8,-1.4,-7.7
5642,1000,0.045,21.0479446,105.7855679,0.8,-1.4,-7.8
5744,1000,0.045,21.0479447,105.7855678,0.8,-1.3,-7.7
5827,1000,0.045,21.0479447,105.7855678,0.8,-1.3,-7.7
5929,1000,0.045,21.0479447,105.7855678,0.8,-1.4,-7.7
6032,1000,0.045,21.0479447,105.7855678,0.8,-1.4,-7.7
6134,1000,0.045,21.0479448,105.7855678,0.8,-1.4,-7.7
6237,1000,0.045,21.0479448,105.7855677,0.8,-1.4,-7.7
6339,1000,0.045,21.0479448,105.7855677,0.8,-1.4,-7.7
6442,1000,0.045,21.0479449,105.7855678,0.8,-1.4,-7.7
6544,1000,0.045,21.0479449,105.7855678,0.8,-1.4,-7.7
6626,1000,0.045,21.0479449,105.7855678,0.8,-1.4,-7.7
6728,1000,0.045,21.047945,105.7855677,0.8,-1.4,-7.8
6831,1000,0.045,21.047945,105.7855677,0.8,-1.4,-7.8
6933,1000,0.045,21.047945,105.7855677,0.8,-1.4,-7.8
7036,1000,0.045,21.0479451,105.7855677,0.8,-1.4,-7.8
7138,1000,0.045,21.0479451,105.7855677,0.8,-1.4,-7.8
7241,1000,0.045,21.0479451,105.7855677,0.8,-1.4,-7.8
7343,1000,0.045,21.0479452,105.7855677,0.8,-1.4,-7.8
7425,1000,0.045,21.0479452,105.7855676,0.8,-1.4,-7.8
7527,1000,0.045,21.0479453,105.7855676,0.8,-1.4,-7.8
7630,1000,0.045,21.0479453,105.7855676,0.8,-1.4,-7.8
7732,1000,0.045,21.0479454,105.7855676,0.8,-1.4,-7.8
7835,1000,0.045,21.0479454,105.7855676,0.8,-1.4,-7.8
7938,1000,0.045,21.0479455,105.7855676,0.8,-1.4,-7.8
8041,1000,0.045,21.0479455,105.7855676,0.8,-1.4,-7.8
8143,1000,0.045,21.0479456,105.7855676,0.8,-1.4,-7.8
8225,1000,0.045,21.0479456,105.7855676,0.8,-1.4,-7.8
8327,1000,0.045,21.0479457,105.7855675,0.8,-1.4,-7.8
8429,1000,0.045,21.0479457,105.7855675,0.8,-1.4,-7.8
8532,1000,0.045,21.0479457,105.7855675,0.8,-1.4,-7.8
8635,1000,0.045,21.0479458,105.7855674,0.8,-1.4,-7.8
8737,1000,0.045,21.0479458,105.7855674,0.8,-1.4,-7.8
8840,1000,0.045,21.0479459,105.7855674,0.8,-1.4,-7.8
8942,1000,0.045,21.0479459,105.7855674,0.8,-1.4,-7.8
9025,1000,0.045,21.047946,105.7855674,0.8,-1.4,-7.8
9128,1000,0.045,21.0479461,105.7855674,0.8,-1.4,-7.8
9230,1000,0.045,21.0479461,105.7855674,0.8,-1.4,-7.8
9332,1000,0.045,21.0479462,105.7855674,0.8,-1.4,-7.8
9435,1000,0.045,21.0479462,105.7855673,0.8,-1.4,-7.8
9537,1000,0.045,21.0479463,105.7855673,0.8,-1.4,-7.8
9640,1000,0.045,21.0479464,105.7855673,0.8,-1.4,-7.8
9743,1000,0.045,21.0479464,105.7855673,0.8,-1.4,-7.8
9825,1000,0.045,21.0479465,105.7855673,0.8,-1.4,-7.8
9927,1000,0.045,21.0479465,105.7855673,0.8,-1.4,-7.8
10030,1000,0.045,21.0479466,105.7855673,0.8,-1.4,-7.8
10132,1000,0.045,21.0479466,105.7855673,0.8,-1.4,-7.8
10234,1000,0.045,21.0479467,105.7855672,0.8,-1.4,-7.8
10337,1000,0.045,21.0479467,105.7855672,0.8,-1.4,-7.8
10439,1000,0.045,21.0479468,105.7855672,0.8,-1.4,-7.8
