t_ms,vx,vy,vz
729.861,-0.134,-0.063,0.000
729.923,-0.120,-0.058,0.000
729.986,-0.119,-0.059,0.000
730.048,-0.107,-0.056,0.000
730.111,-0.098,-0.060,0.000
730.173,-0.080,-0.057,0.000
730.236,-0.062,-0.056,0.000
730.299,-0.058,-0.057,0.000
730.361,-0.042,-0.056,0.000
730.424,-0.037,-0.058,0.000
730.486,-0.030,-0.060,0.000
730.548,-0.021,-0.062,0.000
730.611,-0.010,-0.062,0.000
730.673,0.007,-0.062,0.000
730.736,0.011,-0.062,0.000
730.798,0.027,-0.059,0.000
730.860,0.030,-0.057,0.000
730.923,0.041,-0.051,0.000
730.986,0.040,-0.047,0.000
731.048,0.046,-0.040,0.000
731.111,0.047,-0.032,0.000
731.173,0.047,-0.029,0.000
731.236,0.042,-0.018,0.000
731.299,0.035,-0.012,0.000
731.361,0.025,-0.004,0.000
731.423,0.022,0.003,0.000
731.486,0.007,0.009,0.000
731.548,-0.008,0.019,0.000
731.611,-0.017,0.021,0.000
731.673,-0.027,0.024,0.000
731.736,-0.035,0.024,0.000
731.798,-0.041,0.022,0.000
731.861,-0.038,0.018,0.000
731.923,-0.042,0.010,0.000
731.985,-0.046,0.007,0.000
732.048,-0.052,0.006,0.000
732.111,-0.044,0.000,0.000
732.152,-0.045,0.000,0.000
732.215,-0.042,-0.003,0.000
732.277,-0.039,-0.004,0.000
732.340,-0.035,-0.006,0.000
732.403,-0.033,-0.010,0.000
732.465,-0.020,-0.016,0.000
732.527,-0.011,-0.020,0.000
732.590,-0.001,-0.022,0.000
732.652,0.001,-0.026,0.000
732.714,0.010,-0.033,0.000
732.777,0.012,-0.035,0.000
732.839,0.027,-0.037,0.000
732.902,0.034,-0.039,0.000
732.964,0.041,-0.040,0.000
733.026,0.048,-0.040,0.000
733.089,0.053,-0.042,0.000
733.151,0.054,-0.046,0.000
733.214,0.057,-0.047,0.000
733.577,0.000,0.000,0.400
733.679,0.000,0.000,0.400
733.780,0.000,0.000,0.400
733.881,0.000,0.000,0.400
733.982,0.000,0.000,0.400
734.083,0.000,0.000,0.400
734.184,0.000,0.000,0.400
734.285,0.000,0.000,0.400
734.386,0.000,0.000,0.400
734.488,0.000,0.000,0.400
734.589,0.000,0.000,0.400
734.690,0.000,0.000,0.400
734.791,0.000,0.000,0.400
734.892,0.000,0.000,0.400
734.993,0.000,0.000,0.400
