t_ms,vx,vy,vz
1234.472,-0.043,-0.069,0.091
1234.534,-0.055,-0.079,0.087
1234.617,-0.064,-0.089,0.082
1234.679,-0.066,-0.090,0.080
1234.742,-0.066,-0.093,0.079
1234.825,-0.066,-0.094,0.078
1234.887,-0.068,-0.094,0.077
1234.969,-0.070,-0.093,0.076
1235.032,-0.080,-0.092,0.075
1235.094,-0.086,-0.086,0.093
1235.177,-0.099,-0.086,0.092
1235.240,-0.102,-0.086,0.090
1235.302,-0.104,-0.086,0.090
1235.384,-0.104,-0.085,0.091
1235.447,-0.100,-0.081,0.092
1235.509,-0.101,-0.079,0.092
1235.592,-0.099,-0.072,0.093
1235.655,-0.098,-0.064,0.094
1235.717,-0.099,-0.061,0.094
1235.800,-0.092,-0.059,0.096
1235.863,-0.083,-0.059,0.097
1235.925,-0.070,-0.063,0.099
1236.007,-0.064,-0.068,0.097
1236.070,-0.060,-0.071,0.096
1236.132,-0.060,-0.075,0.094
1236.215,-0.058,-0.077,0.093
1236.278,-0.056,-0.078,0.092
1236.341,-0.052,-0.082,0.090
1236.403,-0.051,-0.087,0.087
1236.485,-0.046,-0.089,0.086
1236.548,-0.046,-0.090,0.084
1236.610,-0.052,-0.089,0.083
1236.673,-0.052,-0.086,0.083
1236.735,-0.051,-0.084,0.083
1236.798,-0.046,-0.078,0.084
1236.881,-0.043,-0.069,0.087
1236.943,-0.043,-0.062,0.088
1237.006,-0.043,-0.048,0.092
1237.069,-0.040,-0.034,0.095
1237.131,-0.038,-0.027,0.097
1237.213,-0.035,-0.012,0.098
1237.276,-0.028,0.000,0.098
1237.339,-0.028,0.006,0.097
1237.401,-0.029,0.016,0.096
1237.463,-0.029,0.024,0.094
1237.526,-0.029,0.029,0.094
1237.609,-0.028,0.037,0.091
1237.671,-0.026,0.047,0.088
1237.734,-0.024,0.053,0.087
1237.796,-0.015,0.063,0.083
1237.859,-0.012,0.073,0.078
1237.921,-0.009,0.076,0.077
1238.004,-0.003,0.084,0.073
1238.066,-0.001,0.087,0.071
1238.129,0.002,0.089,0.071
1238.191,0.008,0.090,0.070
1238.253,0.011,0.089,0.069
1238.315,0.012,0.089,0.070
1238.399,0.018,0.085,0.071
1238.461,0.018,0.082,0.073
1238.524,0.019,0.081,0.073
1238.586,0.019,0.077,0.074
1238.649,0.018,0.075,0.074
1238.711,0.018,0.073,0.075
1238.793,0.017,0.070,0.075
1238.856,0.016,0.067,0.076
1238.919,0.013,0.063,0.077
1238.981,0.009,0.056,0.079
1239.044,0.003,0.054,0.078
1239.106,0.001,0.049,0.079
1239.188,0.002,0.040,0.082
1239.251,0.003,0.036,0.082
1239.313,0.005,0.025,0.085
1239.376,0.011,0.016,0.086
1239.439,0.013,0.012,0.086
1239.501,0.017,0.006,0.087
1239.584,0.021,-0.003,0.087
1239.947,0.000,0.000,0.400
1240.049,0.000,0.000,0.400
1240.150,0.000,0.000,0.400
1240.251,0.000,0.000,0.400
1240.352,0.000,0.000,0.400
1240.453,0.000,0.000,0.400
1240.554,0.000,0.000,0.400
1240.655,0.000,0.000,0.400
1240.756,0.000,0.000,0.400
1240.857,0.000,0.000,0.400
1240.958,0.000,0.000,0.400
1241.059,0.000,0.000,0.400
1241.161,0.000,0.000,0.400
1241.262,0.000,0.000,0.400
1241.363,0.000,0.000,0.400
1241.465,0.000,0.000,0.400
1241.566,0.000,0.000,0.400
1241.668,0.000,0.000,0.400
1241.769,0.000,0.000,0.400
1241.870,0.000,0.000,0.400
