t_ms,vx,vy,vz
1793.908,0.124,0.065,0.082
1793.971,0.118,0.062,0.082
1794.033,0.116,0.057,0.082
1794.095,0.118,0.053,0.082
1794.157,0.119,0.054,0.082
1794.240,0.111,0.045,0.081
1794.303,0.107,0.039,0.081
1794.365,0.104,0.035,0.079
1794.449,0.090,0.028,0.079
1794.511,0.076,0.022,0.078
1794.573,0.073,0.019,0.077
1794.635,0.061,0.006,0.076
1794.697,0.044,-0.008,0.074
1794.780,0.037,-0.018,0.072
1794.843,0.026,-0.029,0.070
1794.906,0.002,-0.039,0.067
1794.968,0.002,-0.042,0.065
1795.051,-0.005,-0.051,0.064
1795.113,-0.025,-0.062,0.059
1795.176,-0.026,-0.063,0.057
1795.238,-0.042,-0.065,0.055
1795.300,-0.051,-0.067,0.053
1795.383,-0.052,-0.064,0.052
1795.446,-0.069,-0.062,0.050
1795.508,-0.071,-0.057,0.050
1795.571,-0.077,-0.055,0.050
1795.633,-0.079,-0.055,0.050
1795.715,-0.072,-0.054,0.000
1795.778,-0.074,-0.047,0.000
1795.841,-0.077,-0.046,0.000
1795.903,-0.085,-0.041,0.000
1795.966,-0.095,-0.045,0.000
1796.049,-0.103,-0.046,0.000
1796.111,-0.115,-0.048,0.000
1796.174,-0.123,-0.046,0.000
1796.236,-0.124,-0.046,0.000
1796.298,-0.128,-0.048,0.000
1796.382,-0.135,-0.038,0.000
1796.444,-0.140,-0.037,0.000
1796.506,-0.139,-0.035,0.000
1796.569,-0.141,-0.035,0.000
1796.631,-0.148,-0.036,0.000
1796.693,-0.163,-0.036,0.000
1796.777,-0.158,-0.030,0.000
1796.839,-0.161,-0.020,0.000
1796.902,-0.162,-0.014,0.000
1796.964,-0.162,-0.010,0.000
1797.027,-0.166,-0.002,0.000
1797.089,-0.178,0.005,0.000
1797.172,-0.181,0.007,0.000
1797.235,-0.182,0.007,0.000
1797.297,-0.182,0.008,0.000
1797.359,-0.180,0.008,0.000
1797.422,-0.180,0.016,0.000
1797.505,-0.186,0.014,0.030
1797.568,-0.186,0.022,0.000
1797.630,-0.187,0.024,0.000
1797.692,-0.185,0.026,0.000
1797.755,-0.182,0.026,0.000
1797.817,-0.177,0.027,0.000
1797.900,-0.171,0.027,0.000
1797.963,-0.169,0.027,0.000
1798.025,-0.164,0.027,0.000
1798.087,-0.155,0.027,0.000
1798.150,-0.151,0.027,0.000
1798.233,-0.144,0.030,0.000
1798.295,-0.136,0.035,0.000
1798.358,-0.132,0.036,0.000
1798.421,-0.121,0.042,0.000
1798.483,-0.103,0.045,0.000
1798.545,-0.097,0.049,0.000
1798.629,-0.085,0.051,0.000
1798.691,-0.075,0.050,0.000
1798.754,-0.059,0.052,0.000
1798.816,-0.048,0.054,0.000
1798.879,-0.035,0.054,0.000
1798.961,-0.024,0.052,0.000
1799.025,-0.013,0.044,0.000
1799.087,-0.002,0.042,0.000
1799.150,0.009,0.034,0.000
1799.212,0.021,0.030,0.000
1799.274,0.026,0.029,0.000
1799.357,0.032,0.031,0.000
1799.420,0.039,0.028,0.000
1799.483,0.044,0.026,0.000
1799.545,0.050,0.022,0.000
1799.607,0.052,0.020,0.000
1799.670,0.052,0.019,0.000
1799.732,0.050,0.018,0.000
1799.815,0.045,0.017,0.000
1799.878,0.043,0.017,0.000
1799.941,0.042,0.013,0.000
1800.003,0.042,0.010,0.000
1800.066,0.040,0.007,0.000
1800.128,0.038,-0.003,0.000
1800.190,0.038,-0.006,0.000
1800.274,0.033,-0.009,0.000
1800.336,0.026,-0.013,0.000
1800.399,0.021,-0.013,0.000
1800.461,0.009,-0.016,0.000
1800.524,-0.004,-0.022,0.000
1800.586,-0.012,-0.023,0.000
1800.648,-0.026,-0.030,0.000
1800.731,-0.042,-0.040,0.000
1800.794,-0.048,-0.045,0.000
1800.857,-0.063,-0.052,0.000
1800.920,-0.068,-0.061,0.000
1800.982,-0.069,-0.063,0.000
1801.044,-0.077,-0.070,0.000
1801.128,-0.088,-0.079,0.000
1801.190,-0.088,-0.080,0.000
1801.253,-0.096,-0.082,0.000
1801.315,-0.100,-0.082,0.000
1801.378,-0.109,-0.083,0.000
1801.440,-0.116,-0.077,0.000
1801.503,-0.119,-0.068,0.000
1801.565,-0.117,-0.064,0.000
1801.627,-0.121,-0.062,0.000
1801.690,-0.122,-0.062,0.000
1801.752,-0.119,-0.059,0.000
1801.814,-0.117,-0.060,0.000
1801.877,-0.109,-0.059,0.000
1801.960,-0.101,-0.060,0.000
1802.022,-0.095,-0.060,0.000
1802.085,-0.089,-0.060,0.000
1802.147,-0.087,-0.061,0.000
1802.209,-0.084,-0.062,0.000
1802.273,-0.084,-0.066,0.000
1802.335,-0.086,-0.067,0.000
1802.397,-0.093,-0.073,0.000
1802.460,-0.096,-0.076,0.000
1802.522,-0.100,-0.079,0.000
1802.585,-0.100,-0.078,0.000
1802.647,-0.098,-0.078,0.000
1802.709,-0.085,-0.076,0.000
1802.772,-0.082,-0.075,0.000
1802.834,-0.072,-0.071,0.000
1802.897,-0.063,-0.066,0.000
1802.959,-0.049,-0.062,0.000
1803.022,-0.045,-0.058,0.000
1803.085,-0.030,-0.046,0.000
1803.147,-0.026,-0.038,0.000
1803.209,-0.020,-0.029,0.000
1803.272,-0.012,-0.015,0.000
1803.334,-0.007,-0.007,0.000
1803.397,0.000,0.006,0.000
1803.459,0.007,0.020,0.000
1803.522,0.011,0.027,0.000
1803.584,0.021,0.036,0.000
1803.646,0.023,0.041,0.000
1803.709,0.032,0.049,0.000
1803.771,0.042,0.052,0.000
1803.834,0.043,0.058,0.000
1803.896,0.044,0.059,0.000
1803.959,0.043,0.060,0.000
1804.021,0.039,0.061,0.000
1804.083,0.034,0.060,0.000
1804.146,0.029,0.058,0.000
1804.208,0.026,0.056,0.000
1804.271,0.022,0.049,0.000
1804.333,0.004,0.047,0.000
1804.396,0.001,0.049,0.000
1804.458,-0.000,0.045,0.000
1804.520,-0.008,0.047,0.000
1804.583,-0.012,0.048,0.000
1804.645,-0.015,0.051,0.000
1804.728,-0.022,0.055,0.000
1804.790,-0.029,0.054,0.000
1804.853,-0.038,0.049,0.000
1804.915,-0.053,0.047,0.000
1804.978,-0.057,0.047,0.000
1805.040,-0.059,0.044,0.000
1805.122,-0.068,0.042,0.000
1805.185,-0.077,0.039,0.000
1805.248,-0.079,0.032,0.000
1805.310,-0.086,0.030,0.000
1805.373,-0.093,0.027,0.000
1805.435,-0.105,0.020,0.000
1805.498,-0.108,0.013,0.000
1805.560,-0.116,0.007,0.000
1805.643,-0.120,-0.004,0.000
1805.706,-0.115,-0.007,0.000
1805.769,-0.117,-0.022,0.000
1805.831,-0.114,-0.029,0.000
1805.894,-0.118,-0.036,0.000
1805.956,-0.108,-0.042,0.000
1806.039,-0.108,-0.046,0.000
1806.101,-0.105,-0.055,0.000
1806.163,-0.092,-0.060,0.000
1806.226,-0.090,-0.062,0.000
1806.289,-0.086,-0.064,0.000
1806.351,-0.074,-0.064,0.000
1806.434,-0.068,-0.065,0.000
1806.497,-0.065,-0.066,0.000
1806.559,-0.054,-0.064,0.000
1806.621,-0.049,-0.063,0.000
1806.684,-0.044,-0.063,0.000
1806.746,-0.035,-0.062,0.000
1806.808,-0.031,-0.063,0.000
1806.871,-0.029,-0.063,0.000
1806.954,-0.023,-0.066,0.000
1807.017,-0.022,-0.067,0.000
1807.079,-0.021,-0.072,0.000
1807.141,-0.019,-0.074,0.000
1807.204,-0.015,-0.083,0.000
1807.267,-0.022,-0.092,0.000
1807.329,-0.024,-0.094,0.000
1807.392,-0.032,-0.107,0.000
1807.454,-0.032,-0.109,0.000
1807.516,-0.040,-0.117,0.000
1807.579,-0.044,-0.122,0.000
1807.641,-0.048,-0.127,0.000
1807.703,-0.062,-0.129,0.000
1807.766,-0.067,-0.128,0.000
1807.849,-0.077,-0.123,0.000
1807.911,-0.083,-0.116,0.000
1807.974,-0.082,-0.109,0.000
1808.036,-0.083,-0.095,0.000
1808.099,-0.085,-0.086,0.000
1808.161,-0.080,-0.069,0.000
1808.223,-0.079,-0.049,0.000
1808.286,-0.078,-0.037,0.000
1808.348,-0.075,-0.017,0.000
1808.410,-0.064,0.002,0.000
1808.494,-0.058,0.007,0.000
1808.556,-0.052,0.018,0.000
1808.618,-0.046,0.021,0.000
1808.681,-0.040,0.031,0.000
1808.743,-0.032,0.039,0.000
1808.806,-0.036,0.042,0.000
1808.869,-0.029,0.051,0.000
1808.931,-0.023,0.054,0.000
1808.994,-0.017,0.061,0.000
1809.056,-0.014,0.071,0.000
1809.118,-0.012,0.074,0.000
1809.201,-0.012,0.081,0.000
1809.264,-0.004,0.082,0.000
1809.326,0.001,0.083,0.000
1809.389,0.002,0.080,0.000
1809.472,-0.001,0.081,0.000
1809.534,0.003,0.080,0.000
1809.597,0.006,0.076,0.000
1809.659,0.007,0.075,0.000
1809.742,0.008,0.076,0.000
1809.804,0.006,0.067,0.000
1809.866,0.006,0.062,0.000
1809.929,0.007,0.053,0.000
1810.011,0.004,0.041,0.000
1810.074,-0.000,0.033,0.000
1810.137,-0.003,0.027,0.000
1810.199,-0.007,0.019,0.000
1810.282,-0.015,0.012,0.000
1810.344,-0.017,0.012,0.000
1810.407,-0.025,0.006,0.000
1810.469,-0.029,0.001,0.000
1810.552,-0.029,-0.001,0.000
1810.614,-0.032,-0.006,0.000
1810.677,-0.033,-0.010,0.000
1810.739,-0.032,-0.011,0.000
1810.822,-0.030,-0.013,0.000
1810.884,-0.028,-0.014,0.000
1810.946,-0.029,-0.015,0.000
1811.009,-0.026,-0.015,0.000
1811.072,-0.022,-0.015,0.000
1811.133,-0.015,-0.016,0.000
1811.216,-0.008,-0.015,0.000
1811.279,-0.003,-0.015,0.000
1811.341,0.001,-0.013,0.000
1811.404,0.004,-0.013,0.000
1811.487,0.017,-0.012,0.000
1811.549,0.028,-0.008,0.000
1811.612,0.032,-0.008,0.000
1811.975,0.000,0.000,0.400
1811.996,0.000,0.000,0.400
1812.018,0.000,0.000,0.400
1812.039,0.000,0.000,0.400
1812.060,0.000,0.000,0.400
1812.081,0.000,0.000,0.400
1812.102,0.000,0.000,0.400
1812.123,0.000,0.000,0.400
1812.144,0.000,0.000,0.400
1812.165,0.000,0.000,0.400
1812.186,0.000,0.000,0.400
1812.207,0.000,0.000,0.400
1812.228,0.000,0.000,0.400
1812.249,0.000,0.000,0.400
1812.270,0.000,0.000,0.400
1812.291,0.000,0.000,0.400
1812.312,0.000,0.000,0.400
1812.333,0.000,0.000,0.400
1812.354,0.000,0.000,0.400
1812.375,0.000,0.000,0.400
1812.396,0.000,0.000,0.400
1812.417,0.000,0.000,0.400
1812.438,0.000,0.000,0.400
1812.459,0.000,0.000,0.400
1812.480,0.000,0.000,0.400
1812.501,0.000,0.000,0.400
1812.521,0.000,0.000,0.400
1812.543,0.000,0.000,0.400
1812.563,0.000,0.000,0.400
1812.585,0.000,0.000,0.400
1812.605,0.000,0.000,0.400
1812.626,0.000,0.000,0.400
1812.647,0.000,0.000,0.400
1812.668,0.000,0.000,0.400
1812.689,0.000,0.000,0.400
1812.710,0.000,0.000,0.400
1812.731,0.000,0.000,0.400
1812.752,0.000,0.000,0.400
1812.773,0.000,0.000,0.400
1812.794,0.000,0.000,0.400
1812.814,0.000,0.000,0.400
1812.835,0.000,0.000,0.400
1812.856,0.000,0.000,0.400
1812.878,0.000,0.000,0.400
1812.898,0.000,0.000,0.400
1812.919,0.000,0.000,0.400
1812.940,0.000,0.000,0.400
1812.961,0.000,0.000,0.400
1812.982,0.000,0.000,0.400
1813.003,0.000,0.000,0.400
1813.024,0.000,0.000,0.400
1813.045,0.000,0.000,0.400
1813.066,0.000,0.000,0.400
1813.087,0.000,0.000,0.400
1813.108,0.000,0.000,0.400
1813.129,0.000,0.000,0.400
1813.150,0.000,0.000,0.400
1813.171,0.000,0.000,0.400
1813.191,0.000,0.000,0.400
1813.212,0.000,0.000,0.400
1813.233,0.000,0.000,0.400
1813.254,0.000,0.000,0.400
1813.275,0.000,0.000,0.400
1813.296,0.000,0.000,0.400
1813.317,0.000,0.000,0.400
1813.338,0.000,0.000,0.400
1813.359,0.000,0.000,0.400
1813.380,0.000,0.000,0.400
1813.401,0.000,0.000,0.400
1813.422,0.000,0.000,0.400
1813.443,0.000,0.000,0.400
1813.464,0.000,0.000,0.400
1813.485,0.000,0.000,0.400
1813.506,0.000,0.000,0.400
1813.526,0.000,0.000,0.400
1813.547,0.000,0.000,0.400
1813.568,0.000,0.000,0.400
1813.589,0.000,0.000,0.400
1813.610,0.000,0.000,0.400
1813.631,0.000,0.000,0.400
1813.652,0.000,0.000,0.400
1813.673,0.000,0.000,0.400
1813.694,0.000,0.000,0.400
1813.714,0.000,0.000,0.400
1813.735,0.000,0.000,0.400
1813.757,0.000,0.000,0.400
1813.778,0.000,0.000,0.400
1813.798,0.000,0.000,0.400
1813.819,0.000,0.000,0.400
1813.840,0.000,0.000,0.400
1813.861,0.000,0.000,0.400
1813.882,0.000,0.000,0.400
1813.903,0.000,0.000,0.400
1813.924,0.000,0.000,0.400
1813.945,0.000,0.000,0.400
1813.966,0.000,0.000,0.400
