Connecting to /dev/serial/by-id/usb-ArduPilot_Pixhawk6X_49002D001551333034383239-if00 @ 57600...
HEARTBEAT received: 1, 0
t_ms,ch6,alt,lat,lon,roll,pitch,yaw
241,1000,0.014,21.0479586,105.7855683,0.9,0.7,-5.4
344,1000,0.014,21.0479585,105.7855683,0.9,0.7,-5.4
426,1000,0.019,21.0479585,105.7855683,0.9,0.7,-5.4
528,1000,0.023,21.0479584,105.7855684,0.9,0.7,-5.4
630,1000,0.026,21.0479584,105.7855684,0.9,0.7,-5.4
733,1000,0.03,21.0479583,105.7855684,0.9,0.7,-5.4
835,1000,0.033,21.0479582,105.7855684,0.9,0.7,-5.4
938,1000,0.035,21.0479582,105.7855684,0.9,0.7,-5.4
1040,1000,0.039,21.0479581,105.7855684,0.9,0.7,-5.4
1142,1000,0.043,21.0479581,105.7855684,0.9,0.7,-5.4
1244,1000,0.049,21.047958,105.7855684,0.9,0.7,-5.4
1327,1000,0.055,21.047958,105.7855684,0.9,0.7,-5.4
1429,1000,0.062,21.0479579,105.7855684,0.9,0.7,-5.4
1531,1000,0.029,21.0479579,105.7855684,0.9,0.7,-5.4
1634,1000,0.049,21.0479578,105.7855684,0.9,0.7,-5.4
1736,1000,0.052,21.0479578,105.7855684,0.9,0.7,-5.4
1839,1000,0.053,21.0479577,105.7855684,0.9,0.7,-5.4
1941,1000,0.055,21.0479577,105.7855684,0.9,0.7,-5.4
2044,1000,0.055,21.0479577,105.7855685,0.9,0.7,-5.4
2126,1000,0.056,21.0479577,105.7855685,0.9,0.7,-5.5
2228,1000,0.056,21.0479576,105.7855685,0.9,0.7,-5.5
2331,1000,0.056,21.0479576,105.7855685,0.9,0.7,-5.5
2433,1000,0.056,21.0479576,105.7855685,0.9,0.7,-5.4
2535,1000,0.056,21.0479575,105.7855686,0.9,0.7,-5.4
2637,1000,0.057,21.0479575,105.7855686,0.9,0.7,-5.4
2739,1000,0.057,21.0479574,105.7855686,0.9,0.7,-5.4
2840,1000,0.057,21.0479574,105.7855686,0.9,0.7,-5.4
2942,1000,0.057,21.0479573,105.7855687,0.9,0.7,-5.4
3044,1000,0.057,21.0479573,105.7855687,0.9,0.7,-5.4
3125,1000,0.057,21.0479572,105.7855687,0.9,0.7,-5.4
3227,1000,0.057,21.0479572,105.7855687,0.9,0.7,-5.4
3329,1000,0.057,21.0479572,105.7855687,0.9,0.7,-5.4
3431,1000,0.058,21.0479571,105.7855687,0.9,0.7,-5.5
3534,1000,0.058,21.0479571,105.7855687,0.9,0.7,-5.5
3637,1000,0.058,21.047957,105.7855687,0.9,0.7,-5.5
3739,1000,0.058,21.047957,105.7855687,0.9,0.7,-5.5
3842,1000,0.058,21.0479569,105.7855688,0.9,0.7,-5.5
3944,1000,0.058,21.0479569,105.7855688,0.9,0.7,-5.5
4027,1000,0.058,21.0479568,105.7855688,0.9,0.7,-5.5
4129,1000,0.058,21.0479568,105.7855688,0.9,0.7,-5.5
4232,1000,0.058,21.0479567,105.7855688,0.9,0.7,-5.5
4334,1000,0.058,21.0479567,105.7855689,0.9,0.7,-5.5
4437,1000,0.058,21.0479567,105.7855689,0.9,0.7,-5.5
4540,1000,0.058,21.0479566,105.7855689,0.9,0.7,-5.5
4642,1000,0.058,21.0479566,105.7855689,0.9,0.7,-5.5
4745,1000,0.058,21.0479566,105.7855689,0.9,0.7,-5.5
4827,1000,0.058,21.0479565,105.7855689,0.9,0.7,-5.5
4930,1000,0.058,21.0479565,105.7855689,0.9,0.7,-5.5
5033,1000,0.058,21.0479564,105.785569,0.9,0.7,-5.5
5136,1000,0.058,21.0479564,105.785569,0.9,0.7,-5.5
5239,1000,0.058,21.0479564,105.785569,0.9,0.7,-5.5
5342,1000,0.058,21.0479564,105.785569,0.9,0.7,-5.5
5444,1000,0.058,21.0479563,105.7855691,0.9,0.7,-5.5
5526,1000,0.058,21.0479563,105.7855691,0.9,0.7,-5.5
5629,1000,0.058,21.0479562,105.7855691,0.9,0.7,-5.5
5732,1000,0.058,21.0479562,105.7855691,0.9,0.7,-5.5
5834,1000,0.058,21.0479561,105.785569,0.9,0.7,-5.5
5937,1000,0.059,21.0479561,105.785569,0.9,0.7,-5.5
6039,1000,0.059,21.0479561,105.785569,0.9,0.7,-5.5
6142,1000,0.059,21.047956,105.785569,0.9,0.7,-5.5
6244,1000,0.059,21.047956,105.785569,0.9,0.7,-5.5
6326,1000,0.059,21.047956,105.7855691,0.9,0.7,-5.5
6429,1000,0.059,21.047956,105.7855691,0.9,0.7,-5.5
6531,1000,0.059,21.047956,105.7855691,0.9,0.6,-5.6
6634,1000,0.059,21.0479561,105.7855691,0.9,0.6,-5.6
6736,1000,0.059,21.047956,105.7855691,0.9,0.6,-5.6
6840,1000,0.059,21.047956,105.7855691,0.9,0.6,-5.6
6942,1000,0.059,21.047956,105.7855691,0.9,0.6,-5.6
7045,1000,0.059,21.047956,105.7855691,0.9,0.6,-5.6
7127,1000,0.059,21.047956,105.7855691,0.9,0.6,-5.6
7229,1000,0.059,21.047956,105.7855691,0.9,0.6,-5.6
7333,1000,0.059,21.047956,105.7855691,0.9,0.6,-5.6
7435,1000,0.059,21.047956,105.7855691,0.9,0.6,-5.6
7538,1000,0.059,21.047956,105.7855691,0.9,0.6,-5.6
7641,1000,0.059,21.047956,105.7855691,0.9,0.6,-5.6
7744,1000,0.059,21.047956,105.785569,0.9,0.6,-5.6
7826,1000,0.059,21.047956,105.785569,0.9,0.6,-5.6
7929,1000,0.059,21.047956,105.785569,0.9,0.6,-5.6
8031,1000,0.059,21.047956,105.785569,0.9,0.6,-5.6
8133,1000,0.059,21.047956,105.785569,0.9,0.6,-5.6
8235,1000,0.059,21.0479559,105.785569,0.9,0.6,-5.6
8338,1000,0.059,21.0479559,105.785569,0.9,0.6,-5.6
8440,1000,0.059,21.0479559,105.785569,0.9,0.6,-5.6
8543,1000,0.059,21.0479558,105.785569,0.9,0.6,-5.6
8645,1000,0.059,21.0479558,105.785569,0.9,0.6,-5.6
8727,1000,0.059,21.0479557,105.785569,0.9,0.6,-5.6
8830,1000,0.059,21.0479557,105.785569,0.9,0.6,-5.6
8932,1000,0.059,21.0479557,105.785569,0.9,0.6,-5.6
9035,1000,0.059,21.0479557,105.7855689,0.9,0.6,-5.6
9138,1000,0.059,21.0479557,105.7855689,0.9,0.6,-5.6
9240,1000,0.059,21.0479557,105.7855689,0.9,0.6,-5.6
9343,1000,0.059,21.0479556,105.7855689,0.9,0.6,-5.6
9445,1000,0.059,21.0479556,105.7855689,0.9,0.7,-5.6
9527,1000,0.059,21.0479556,105.7855689,0.9,0.7,-5.7
9629,1000,0.059,21.0479555,105.7855689,0.9,0.7,-5.7
9732,1000,0.059,21.0479555,105.7855689,0.9,0.7,-5.7
9834,1000,0.059,21.0479555,105.7855689,0.9,0.7,-5.7
9937,1000,0.059,21.0479554,105.7855689,0.9,0.7,-5.7
10039,1000,0.059,21.0479554,105.7855689,0.9,0.7,-5.7
10141,1000,0.059,21.0479554,105.7855689,0.9,0.7,-5.7
10243,1000,0.059,21.0479554,105.7855689,0.9,0.7,-5.7
10346,1000,0.059,21.0479553,105.7855689,0.9,0.7,-5.7
10428,1000,0.059,21.0479553,105.785569,0.9,0.7,-5.7
10531,1000,0.059,21.0479553,105.7855689,0.9,0.7,-5.7
10634,1000,0.059,21.0479553,105.7855689,0.9,0.7,-5.7
10736,1000,0.059,21.0479552,105.7855689,0.9,0.7,-5.7
10839,1000,0.059,21.0479552,105.7855689,0.9,0.7,-5.7
10941,1000,0.059,21.0479552,105.7855689,0.9,0.7,-5.7
11044,1000,0.059,21.0479552,105.7855689,0.9,0.7,-5.7
11146,1000,0.059,21.0479552,105.7855689,0.9,0.7,-5.7
11229,1000,0.059,21.0479552,105.7855689,0.9,0.7,-5.7
11331,1000,0.059,21.0479552,105.7855689,0.9,0.7,-5.7
11433,1000,0.059,21.0479552,105.7855689,0.9,0.7,-5.7
11536,1000,0.059,21.0479552,105.7855689,0.9,0.7,-5.7
11638,1000,0.059,21.0479552,105.7855689,0.9,0.7,-5.7
11742,1000,0.059,21.0479551,105.7855689,0.9,0.7,-5.7
11844,1000,0.059,21.0479551,105.7855689,0.9,0.7,-5.7
11927,1000,0.059,21.0479551,105.7855689,0.9,0.7,-5.7
12029,1000,0.059,21.0479551,105.7855689,0.9,0.7,-5.7
12131,1000,0.059,21.0479551,105.7855689,0.9,0.7,-5.7
12234,1000,0.059,21.0479551,105.7855689,0.9,0.7,-5.7
12336,1000,0.059,21.0479551,105.7855689,0.9,0.7,-5.7
12439,1000,0.059,21.0479551,105.7855688,0.9,0.7,-5.7
12542,1000,0.059,21.0479551,105.7855688,0.9,0.7,-5.7
12644,1000,0.059,21.0479551,105.7855688,0.9,0.7,-5.7
