Connecting to /dev/serial/by-id/usb-ArduPilot_Pixhawk6X_49002D001551333034383239-if00 @ 57600...
HEARTBEAT received: 1, 0
t_ms,ch6,alt,lat,lon,roll,pitch,yaw
236,1000,0.103,21.0478968,105.7855798,0.6,0.5,6.0
338,1000,0.102,21.0478968,105.7855798,0.7,0.5,6.0
440,1000,0.102,21.0478968,105.7855798,0.7,0.5,6.0
543,1000,0.101,21.0478968,105.7855799,0.7,0.5,6.0
625,1000,0.1,21.0478968,105.7855799,0.7,0.5,6.0
727,1000,0.097,21.0478968,105.7855799,0.7,0.5,6.0
829,1000,0.095,21.0478968,105.7855799,0.7,0.5,6.0
932,1000,0.095,21.0478968,105.7855799,0.7,0.5,6.0
1034,1000,0.095,21.0478968,105.7855799,0.7,0.5,6.0
1136,1000,0.094,21.0478968,105.7855799,0.6,0.5,6.0
1239,1000,0.092,21.0478968,105.7855799,0.6,0.5,6.0
1342,1000,0.091,21.0478968,105.7855799,0.6,0.5,6.0
1444,1000,0.086,21.0478967,105.7855799,0.6,0.5,6.0
1526,1000,0.031,21.0478967,105.7855799,0.7,0.5,6.0
1628,1000,0.044,21.0478967,105.78558,0.6,0.5,6.0
1730,1000,0.051,21.0478967,105.78558,0.6,0.5,6.0
1832,1000,0.054,21.0478967,105.78558,0.6,0.5,6.0
1935,1000,0.054,21.0478967,105.78558,0.6,0.5,6.0
2037,1000,0.054,21.0478967,105.78558,0.6,0.5,6.0
2139,1000,0.054,21.0478967,105.78558,0.6,0.5,6.0
2242,1000,0.055,21.0478966,105.78558,0.6,0.5,6.0
2344,1000,0.057,21.0478966,105.78558,0.6,0.5,6.0
2426,1000,0.057,21.0478966,105.78558,0.6,0.5,6.0
2528,1000,0.056,21.0478966,105.78558,0.6,0.5,6.0
2630,1000,0.056,21.0478966,105.78558,0.6,0.5,6.0
2732,1000,0.057,21.0478966,105.78558,0.6,0.5,6.0
2835,1000,0.057,21.0478966,105.7855799,0.6,0.5,6.0
2937,1000,0.058,21.0478966,105.7855799,0.6,0.5,6.0
3039,1000,0.058,21.0478966,105.7855799,0.6,0.5,6.0
