Connecting to /dev/serial/by-id/usb-ArduPilot_Pixhawk6X_49002D001551333034383239-if00 @ 57600...
HEARTBEAT received: 1, 0
t_ms,ch6,alt,lat,lon,roll,pitch,yaw
240,1000,0.663,21.0478974,105.7856127,0.6,0.7,-7.4
343,1000,0.663,21.0478974,105.7856127,0.6,0.7,-7.4
425,1000,0.665,21.0478974,105.7856127,0.6,0.7,-7.4
529,1000,0.665,21.0478974,105.7856128,0.6,0.7,-7.4
632,1000,0.664,21.0478974,105.7856128,0.6,0.7,-7.4
734,1000,0.664,21.0478974,105.7856129,0.6,0.7,-7.4
836,1000,0.664,21.0478974,105.7856129,0.6,0.7,-7.4
938,1000,0.667,21.0478974,105.7856129,0.6,0.7,-7.4
1040,1000,0.67,21.0478974,105.785613,0.6,0.7,-7.4
1142,1000,0.674,21.0478974,105.785613,0.6,0.7,-7.4
1224,1000,0.677,21.0478974,105.7856131,0.6,0.7,-7.4
1326,1000,0.672,21.0478974,105.7856131,0.6,0.7,-7.4
1428,1000,0.669,21.0478974,105.7856131,0.6,0.7,-7.4
1530,1000,0.033,21.0478974,105.7856132,0.6,0.7,-7.4
1632,1000,0.051,21.0478974,105.7856132,0.6,0.7,-7.4
1735,1000,0.054,21.0478974,105.7856133,0.6,0.7,-7.4
1837,1000,0.057,21.0478973,105.7856133,0.6,0.7,-7.4
1940,1000,0.058,21.0478973,105.7856133,0.6,0.7,-7.4
2042,1000,0.06,21.0478973,105.7856134,0.6,0.7,-7.4
2124,1000,0.061,21.0478973,105.7856134,0.6,0.7,-7.4
2226,1000,0.062,21.0478972,105.7856134,0.6,0.7,-7.4
2329,1000,0.062,21.0478972,105.7856134,0.5,0.7,-7.4
2431,1000,0.062,21.0478972,105.7856135,0.5,0.7,-7.4
2533,1000,0.062,21.0478972,105.7856135,0.5,0.7,-7.4
2635,1000,0.062,21.0478972,105.7856135,0.5,0.7,-7.4
2737,1000,0.062,21.0478972,105.7856135,0.5,0.7,-7.4
2839,1000,0.062,21.0478972,105.7856135,0.5,0.7,-7.4
2941,1000,0.062,21.0478972,105.7856135,0.5,0.7,-7.4
3043,1000,0.062,21.0478972,105.7856135,0.5,0.7,-7.4
3124,1000,0.062,21.0478972,105.7856136,0.5,0.7,-7.4
