Connecting to /dev/serial/by-id/usb-ArduPilot_Pixhawk6X_49002D001551333034383239-if00 @ 57600...
HEARTBEAT received: 1, 0
t_ms,ch6,alt,roll,pitch,yaw
56558,1000,2.455,-0.4,2.5,-31.5
56620,1000,2.463,-0.5,4.8,-31.3
56683,1000,2.466,-1.0,5.7,-30.8
56745,1000,2.463,-1.5,4.9,-30.2
56808,1000,2.462,-2.0,3.3,-29.6
56871,1000,2.462,-2.2,2.4,-29.0
56933,1000,2.46,-2.2,2.4,-28.2
56996,1000,2.459,-2.1,2.6,-27.4
57059,1000,2.458,-2.1,2.1,-26.5
57122,1000,2.456,-2.2,1.4,-25.8
57185,1000,2.452,-2.2,0.9,-25.3
57248,1000,2.447,-2.3,0.6,-24.9
57310,1000,2.441,-2.2,0.5,-24.7
57373,1000,2.433,-2.0,0.3,-24.7
57436,1000,2.42,-1.7,0.4,-25.0
57499,1000,2.405,-1.5,0.4,-25.5
57561,1000,2.389,-1.5,0.7,-26.2
57624,1000,2.374,-1.5,0.7,-27.1
57687,1000,2.359,-1.3,0.9,-28.0
57749,1000,2.346,-1.0,0.8,-28.9
57812,1000,2.333,-0.8,0.9,-29.5
57875,1000,2.32,-0.8,1.3,-29.6
57937,1000,2.304,-0.9,1.4,-28.9
58000,1000,2.288,-1.2,1.2,-27.2
58063,1000,2.276,-1.4,1.1,-24.4
58126,1000,2.261,-1.4,0.9,-20.9
58188,1000,2.244,-1.5,1.3,-17.4
58251,1000,2.227,-1.3,1.4,-14.0
58314,1000,2.206,-1.1,1.3,-10.1
58377,1000,2.188,-1.1,1.2,-5.8
58440,1000,2.172,-1.0,1.4,-1.7
58502,1000,2.158,-0.9,1.4,1.4
58565,1000,2.145,-0.9,1.3,3.6
58628,1000,2.129,-1.1,1.1,4.9
58691,1000,2.115,-1.2,0.9,5.6
58754,1000,2.101,-1.1,1.1,5.9
58817,1000,2.087,-1.1,1.4,5.7
58879,1000,2.072,-1.1,1.4,5.2
58963,1000,2.057,-1.0,1.4,4.7
59067,1000,2.039,-1.1,1.5,4.1
59171,1000,2.021,-1.2,1.6,3.5
59275,1000,2.004,-1.3,1.8,2.9
59358,1000,1.989,-1.3,1.9,2.2
59461,1000,1.974,-1.1,2.0,1.6
59568,1000,1.965,-0.9,2.2,1.0
59672,1000,1.955,-0.8,2.4,0.4
59755,1000,1.945,-0.9,2.5,-0.1
59860,1000,1.937,-0.9,2.4,-0.6
59963,1000,1.93,-0.7,2.3,-1.1
60068,1000,1.92,-0.5,2.2,-1.5
60172,1000,1.905,-0.3,2.2,-1.7
60276,1000,1.89,-0.3,1.9,-1.9
60359,1000,1.874,-0.5,1.8,-1.8
60462,1000,1.859,-0.2,1.9,-1.7
60566,1000,1.847,-0.0,2.0,-1.6
60670,1000,1.835,0.0,2.2,-1.4
60775,1000,1.823,0.1,2.4,-1.2
60858,1000,1.81,-0.0,2.4,-1.1
60962,1000,1.793,-0.4,2.3,-1.1
61066,1000,1.776,-0.4,2.4,-1.4
61170,1000,1.76,-0.3,2.6,-1.9
61274,1000,1.747,-0.3,2.7,-2.5
61357,1000,1.737,-0.3,2.6,-3.2
61461,1000,1.727,-0.4,2.6,-3.9
61565,1000,1.715,-0.5,2.2,-4.6
61670,1000,1.704,-0.5,2.3,-5.1
61773,1000,1.692,-0.5,2.1,-5.6
61856,1000,1.682,-0.5,2.3,-5.9
61960,1000,1.674,-0.7,2.0,-6.0
62064,1000,1.666,-0.9,1.7,-5.9
62168,1000,1.657,-1.2,1.4,-5.8
62272,1000,1.646,-1.1,1.6,-5.5
62376,1000,1.633,-1.2,1.9,-5.3
62459,1000,1.622,-1.2,1.8,-4.9
62563,1000,1.61,-1.2,1.7,-4.7
62666,1000,1.6,-1.2,1.7,-4.7
62770,1000,1.588,-1.0,1.7,-4.8
62874,1000,1.577,-0.7,1.8,-5.1
62957,1000,1.565,-0.6,2.0,-5.5
63062,1000,1.553,-0.3,2.3,-6.1
63166,1000,1.537,-0.2,2.2,-6.8
63270,1000,1.522,-0.2,2.2,-7.3
63374,1000,1.507,-0.0,1.8,-7.6
63457,1000,1.492,-0.0,1.8,-8.0
63561,1000,1.477,-0.3,1.7,-8.4
63665,1000,1.462,-0.5,1.7,-8.6
63769,1000,1.448,-0.4,1.6,-8.7
63872,1000,1.436,-0.0,1.6,-8.7
63976,1000,1.425,0.0,1.6,-8.5
64060,1000,1.414,0.0,1.6,-8.0
64163,1000,1.401,0.1,1.6,-7.4
64267,1000,1.39,0.0,1.9,-6.6
64371,1000,1.379,-0.0,1.9,-5.9
64474,1000,1.373,0.1,1.8,-5.2
64558,1000,1.363,0.3,1.8,-4.6
64662,1000,1.354,0.3,2.0,-4.2
64766,1000,1.347,0.1,2.1,-3.8
64870,1000,1.342,-0.1,2.2,-3.4
64974,1000,1.339,-0.2,2.2,-3.0
65058,1000,1.337,-0.3,2.2,-2.7
65161,1000,1.334,-0.5,2.1,-2.4
65265,1000,1.333,-0.8,1.8,-2.1
65369,1000,1.333,-1.2,1.7,-1.9
65473,1000,1.331,-1.5,1.7,-1.7
65556,1000,1.327,-1.9,1.6,-1.6
65660,1000,1.321,-2.2,1.3,-1.8
65764,1000,1.315,-2.2,1.0,-2.2
65868,1000,1.305,-2.0,0.9,-2.8
65972,1000,1.297,-1.7,1.2,-3.6
66077,1000,1.286,-1.2,1.6,-4.5
66160,1000,1.275,-1.1,1.7,-5.3
66264,1000,1.265,-0.8,2.0,-6.1
66367,1000,1.255,-0.9,2.2,-6.7
66472,1000,1.248,-1.0,2.4,-7.1
66575,1000,1.241,-0.8,2.3,-7.4
66659,1000,1.233,-0.8,1.9,-7.5
66763,1000,1.222,-0.8,1.7,-7.4
66867,1000,1.209,-0.8,1.6,-7.0
66971,1000,1.194,-1.1,1.6,-6.5
67075,1000,1.181,-1.3,1.7,-5.9
67158,1000,1.167,-1.3,1.8,-5.3
67262,1000,1.155,-1.4,1.8,-4.7
67366,1000,1.144,-1.3,2.1,-4.2
67470,1000,1.133,-1.4,2.1,-3.8
67574,1000,1.125,-1.4,2.3,-3.5
67677,1000,1.118,-1.1,2.4,-3.3
67761,1000,1.111,-1.0,2.4,-3.1
67865,1000,1.107,-1.0,2.4,-3.1
67968,1000,1.105,-0.9,2.3,-3.2
68073,1000,1.099,-1.0,2.2,-3.2
68176,1000,1.093,-1.1,2.1,-3.2
68259,1000,1.089,-1.0,1.8,-3.2
68363,1000,1.083,-0.7,1.7,-3.2
68467,1000,1.078,-0.5,1.7,-3.4
68571,1000,1.075,-0.6,1.5,-3.6
68674,1000,1.069,-0.6,1.5,-3.9
68758,1000,1.062,-0.6,1.5,-4.2
68862,1000,1.056,-0.8,1.4,-4.6
68966,1000,1.05,-0.8,1.5,-5.0
69069,1000,1.043,-0.8,1.6,-5.2
69173,1000,1.036,-0.8,1.7,-5.4
69277,1000,1.027,-0.7,1.8,-5.5
69360,1000,1.02,-0.5,1.9,-5.4
69464,1000,1.013,-0.5,1.9,-5.3
69568,1000,1.005,-0.4,1.9,-5.1
69672,1000,0.997,-0.5,1.7,-4.8
69776,1000,0.989,-0.6,1.6,-4.7
69859,1000,0.981,-0.5,1.5,-4.5
69963,1000,0.972,-0.7,1.4,-4.4
70067,1000,0.965,-0.8,1.3,-4.4
70171,1000,0.96,-0.7,1.2,-4.4
70275,1000,0.955,-0.5,1.3,-4.5
70378,1000,0.947,-0.4,1.2,-4.7
70462,1000,0.939,-0.5,1.2,-4.9
70566,1000,0.931,-0.6,0.9,-5.1
70670,1000,0.926,-0.6,1.1,-5.2
70773,1000,0.92,-0.5,1.3,-5.3
70878,1000,0.916,-0.6,1.4,-5.2
70961,1000,0.909,-0.6,1.7,-5.1
71065,1000,0.905,-0.5,1.9,-5.0
71169,1000,0.9,-0.3,2.0,-4.8
71273,1000,0.894,-0.2,1.9,-4.6
71377,1000,0.893,-0.3,1.9,-4.5
71460,1000,0.891,-0.4,1.9,-4.3
71564,1000,0.89,-0.6,1.9,-4.2
71668,1000,0.887,-0.8,1.9,-4.2
71772,1000,0.887,-0.8,1.9,-4.4
71876,1000,0.888,-0.6,2.1,-4.7
71959,1000,0.888,-0.6,2.2,-4.9
72063,1000,0.887,-0.6,2.1,-5.1
72167,1000,0.883,-0.5,2.0,-5.3
72271,1000,0.879,-0.7,1.9,-5.5
72375,1000,0.875,-0.8,1.8,-5.7
72479,1000,0.871,-1.0,1.8,-5.7
72562,1000,0.869,-1.1,1.6,-5.6
72666,1000,0.866,-1.2,1.6,-5.5
72770,1000,0.864,-1.0,1.9,-5.3
72874,1000,0.861,-0.9,2.0,-5.1
72978,1000,0.856,-0.9,2.0,-5.0
73062,1000,0.847,-1.0,1.9,-4.9
73166,1000,0.836,-1.1,1.8,-4.9
73270,1000,0.826,-1.2,1.5,-5.0
73374,1000,0.813,-1.1,1.5,-5.2
73478,1000,0.803,-0.7,1.7,-5.7
73562,1000,0.797,-0.5,1.8,-6.2
73666,1000,0.795,-0.4,1.7,-6.9
73770,1000,0.792,-0.3,1.7,-7.7
73874,1000,0.79,-0.1,1.6,-8.4
73978,1000,0.787,0.1,1.8,-9.1
74062,1000,0.784,0.1,1.9,-9.6
74166,1000,0.782,-0.1,1.7,-9.8
74270,1000,0.778,-0.5,1.8,-9.8
74374,1000,0.771,-0.8,1.8,-9.6
74478,1000,0.766,-1.1,1.8,-9.2
74561,1000,0.758,-1.4,1.7,-8.8
74665,1000,0.748,-1.8,1.8,-8.3
74770,1000,0.734,-2.1,1.7,-7.7
74873,1000,0.723,-2.3,1.8,-7.2
74977,1000,0.715,-2.1,1.9,-6.9
75060,1000,0.71,-2.0,1.5,-6.6
75164,1000,0.707,-1.8,1.2,-6.4
75268,1000,0.704,-1.5,1.2,-6.4
75372,1000,0.702,-1.0,1.4,-6.5
75476,1000,0.701,-0.7,1.6,-6.6
75580,1000,0.697,-0.4,1.8,-6.9
75663,1000,0.694,-0.1,1.8,-7.1
75767,1000,0.691,0.1,1.8,-7.2
75872,1000,0.689,0.1,1.8,-7.4
75975,1000,0.688,0.3,1.8,-7.6
76080,1000,0.685,0.1,1.8,-7.7
76163,1000,0.683,0.2,2.0,-7.6
76266,1000,0.681,0.2,1.8,-7.5
76370,1000,0.681,0.1,1.9,-7.2
76475,1000,0.681,-0.2,1.8,-6.8
76578,1000,0.682,-0.5,2.0,-6.3
76661,1000,0.68,-0.7,1.8,-5.6
76766,1000,0.674,-1.0,1.8,-5.0
76869,1000,0.667,-1.3,1.5,-4.6
76973,1000,0.66,-1.3,1.2,-4.4
77078,1000,0.655,-1.1,1.3,-4.5
77162,1000,0.65,-1.0,1.4,-4.7
77267,1000,0.648,-1.1,1.4,-5.0
77371,1000,0.648,-1.3,1.8,-5.1
77476,1000,0.648,-1.5,1.9,-5.3
77579,1000,0.65,-1.6,1.9,-5.4
77663,1000,0.65,-1.6,1.8,-5.5
77768,1000,0.649,-1.5,1.7,-5.6
77872,1000,0.65,-1.4,1.6,-5.6
77977,1000,0.65,-1.2,1.7,-5.7
78061,1000,0.65,-0.9,1.7,-5.9
78165,1000,0.649,-0.6,1.8,-6.2
78269,1000,0.649,-0.2,2.2,-6.6
78374,1000,0.647,-0.1,2.3,-6.9
78479,1000,0.645,-0.1,2.2,-7.3
78562,1000,0.646,0.0,2.4,-7.7
78666,1000,0.647,0.2,2.3,-8.1
78771,1000,0.651,0.2,2.4,-8.6
78876,1000,0.655,-0.1,2.2,-9.0
78980,1000,0.656,-0.2,2.1,-9.2
79063,1000,0.658,-0.4,1.9,-9.3
79169,1000,0.661,-0.4,1.9,-9.3
79273,1000,0.661,-0.6,1.8,-9.2
79377,1000,0.662,-0.8,1.9,-9.0
79481,1000,0.665,-1.2,1.9,-8.7
79565,1000,0.669,-1.1,2.5,-8.5
79669,1000,0.671,-0.9,2.5,-8.3
79774,1000,0.671,-0.7,2.6,-8.2
79878,1000,0.67,-0.7,2.2,-8.0
79961,1000,0.668,-0.9,1.9,-7.9
80066,1000,0.666,-1.3,1.8,-7.8
80171,1000,0.665,-1.5,1.9,-7.6
80275,1000,0.665,-1.7,1.9,-7.2
80740,1000,0.667,-1.6,2.0,-6.7
81043,1000,0.668,-1.4,1.7,-6.2
81346,1000,0.666,-1.2,1.6,-5.9
81650,1000,0.664,-1.1,1.6,-5.6
81953,1000,0.664,-1.3,1.5,-5.4
82256,1000,0.663,-1.5,1.4,-5.5
Landing...
