t_ms,vx,vy,vz
465.837,0.000,0.000,0.000
465.878,0.000,0.000,0.000
465.941,0.000,0.000,0.000
465.983,0.000,0.000,0.000
466.024,0.000,0.000,0.000
466.087,0.000,0.000,0.000
466.129,0.000,0.000,0.000
466.170,0.000,0.000,0.000
466.212,0.000,0.000,0.000
466.254,0.000,0.000,0.000
466.316,0.000,0.000,0.000
466.358,0.000,0.000,0.000
466.399,0.000,0.000,0.000
466.442,0.000,0.000,0.000
466.483,0.000,0.000,0.000
466.546,0.000,0.000,0.000
466.588,0.000,0.000,0.000
466.630,0.000,0.000,0.000
466.672,0.000,0.000,0.000
466.713,0.000,0.000,0.000
466.755,0.000,0.000,0.000
466.818,0.000,0.000,0.000
466.860,0.000,0.000,0.000
466.901,0.000,0.000,0.000
466.943,0.000,0.000,0.000
466.985,0.000,0.000,0.000
467.047,0.000,0.000,0.000
467.089,0.000,0.000,0.000
467.130,0.000,0.000,0.000
467.172,0.000,0.000,0.000
467.214,0.000,0.000,0.000
467.256,0.000,0.000,0.000
467.318,0.000,0.000,0.000
467.360,0.000,0.000,0.000
467.401,0.000,0.000,0.000
467.443,0.000,0.000,0.000
467.485,0.000,0.000,0.000
467.547,0.000,0.000,0.000
467.589,0.000,0.000,0.000
467.631,0.000,0.000,0.000
467.673,0.000,0.000,0.000
467.714,0.000,0.000,0.000
467.756,0.000,0.000,0.000
467.818,0.000,0.000,0.000
467.860,0.000,0.000,0.000
467.901,0.000,0.000,0.000
467.943,0.000,0.000,0.000
467.985,0.000,0.000,0.000
468.047,0.000,0.000,0.000
468.089,0.000,0.000,0.000
468.131,0.000,0.000,0.000
468.173,0.000,0.000,0.000
468.215,0.000,0.000,0.000
468.256,0.000,0.000,0.000
468.319,0.000,0.000,0.000
468.361,0.000,0.000,0.000
468.402,0.000,0.000,0.000
468.444,0.000,0.000,0.000
468.486,0.000,0.000,0.000
468.548,0.000,0.000,0.000
468.590,0.000,0.000,0.000
468.632,0.000,0.000,0.000
468.674,0.000,0.000,0.000
468.715,0.000,0.000,0.000
468.757,0.000,0.000,0.000
468.820,0.000,0.000,0.000
468.862,0.000,0.000,0.000
468.903,0.000,0.000,0.000
468.945,0.000,0.000,0.000
468.987,0.000,0.000,0.000
469.029,0.000,0.000,0.000
469.091,0.000,0.000,0.000
469.133,0.000,0.000,0.000
469.175,0.000,0.000,0.000
469.216,0.000,0.000,0.000
469.258,0.000,0.000,0.000
469.320,0.000,0.000,0.000
469.362,0.000,0.000,0.000
469.403,0.000,0.000,0.000
469.445,0.000,0.000,0.000
469.487,0.000,0.000,0.000
469.529,0.000,0.000,0.000
469.591,0.000,0.000,0.000
469.633,0.000,0.000,0.000
469.675,0.000,0.000,0.000
469.716,0.000,0.000,0.000
469.758,0.000,0.000,0.000
469.820,0.000,0.000,0.000
469.862,0.000,0.000,0.000
469.904,0.000,0.000,0.000
469.946,0.000,0.000,0.000
469.988,0.000,0.000,0.000
470.029,0.000,0.000,0.000
470.091,0.000,0.000,0.000
470.133,0.000,0.000,0.000
470.175,0.000,0.000,0.000
470.217,0.000,0.000,0.000
470.258,0.000,0.000,0.000
470.321,0.000,0.000,0.000
470.362,0.000,0.000,0.000
470.404,0.000,0.000,0.000
470.446,0.000,0.000,0.000
470.488,0.000,0.000,0.000
470.529,0.000,0.000,0.000
470.571,0.000,0.000,0.000
470.613,0.000,0.000,0.000
470.675,0.000,0.000,0.000
470.717,0.000,0.000,0.000
470.759,0.000,0.000,0.000
470.801,0.000,0.000,0.000
470.843,0.000,0.000,0.000
470.885,0.000,0.000,0.000
470.947,0.000,0.000,0.000
470.988,0.000,0.000,0.000
471.030,0.000,0.000,0.000
471.072,0.000,0.000,0.000
471.114,0.000,0.000,0.000
471.156,0.000,0.000,0.000
471.197,0.000,0.000,0.000
471.260,0.000,0.000,0.000
471.301,0.000,0.000,0.000
471.344,0.000,0.000,0.000
471.385,0.000,0.000,0.000
471.427,0.000,0.000,0.000
471.469,0.000,0.000,0.000
471.511,0.000,0.000,0.000
471.573,0.000,0.000,0.000
471.615,0.000,0.000,0.000
471.658,0.000,0.000,0.000
471.699,0.000,0.000,0.000
471.741,0.000,0.000,0.000
471.783,0.000,0.000,0.000
471.824,0.000,0.000,0.000
471.887,0.000,0.000,0.000
471.928,0.000,0.000,0.000
471.970,0.000,0.000,0.000
472.012,0.000,0.000,0.000
472.054,0.000,0.000,0.000
472.095,0.000,0.000,0.000
472.158,0.000,0.000,0.000
472.199,0.000,0.000,0.000
472.241,0.000,0.000,0.000
472.283,0.000,0.000,0.000
472.324,0.000,0.000,0.000
472.386,0.000,0.000,0.000
472.428,0.000,0.000,0.000
472.470,0.000,0.000,0.000
472.512,0.000,0.000,0.000
472.554,0.000,0.000,0.000
472.616,0.000,0.000,0.000
472.658,0.000,0.000,0.000
472.700,0.000,0.000,0.000
472.742,0.000,0.000,0.000
472.784,0.000,0.000,0.000
472.846,0.000,0.000,0.000
472.888,0.000,0.000,0.000
472.930,0.000,0.000,0.000
472.972,0.000,0.000,0.000
473.013,0.000,0.000,0.000
473.076,0.000,0.000,0.000
473.117,0.000,0.000,0.000
473.159,0.000,0.000,0.000
473.201,0.000,0.000,0.000
473.243,0.000,0.000,0.000
473.305,0.000,0.000,0.000
473.347,0.000,0.000,0.000
473.389,0.000,0.000,0.000
473.431,0.000,0.000,0.000
473.473,0.000,0.000,0.000
473.535,0.000,0.000,0.000
473.577,0.000,0.000,0.000
473.619,0.000,0.000,0.000
473.661,0.000,0.000,0.000
473.702,0.000,0.000,0.000
473.744,0.000,0.000,0.000
473.806,0.000,0.000,0.000
473.848,0.000,0.000,0.000
473.890,0.000,0.000,0.000
473.932,0.000,0.000,0.000
473.973,0.000,0.000,0.000
474.036,0.000,0.000,0.000
474.077,0.000,0.000,0.000
474.119,0.000,0.000,0.000
474.161,0.000,0.000,0.000
474.202,0.000,0.000,0.000
474.244,0.000,0.000,0.000
474.306,0.000,0.000,0.000
474.348,0.000,0.000,0.000
474.389,0.000,0.000,0.000
474.431,0.000,0.000,0.000
474.473,0.000,0.000,0.000
474.535,0.000,0.000,0.000
474.578,0.000,0.000,0.000
474.619,0.000,0.000,0.000
474.661,0.000,0.000,0.000
474.703,0.000,0.000,0.000
474.765,0.000,0.000,0.000
474.806,0.000,0.000,0.000
474.848,0.000,0.000,0.000
474.890,0.000,0.000,0.000
474.931,0.000,0.000,0.000
474.973,0.000,0.000,0.000
475.035,0.000,0.000,0.000
475.077,0.000,0.000,0.000
475.119,0.000,0.000,0.000
475.161,0.000,0.000,0.000
475.223,0.000,0.000,0.000
475.265,0.000,0.000,0.000
475.306,0.000,0.000,0.000
475.348,0.000,0.000,0.000
475.390,0.000,0.000,0.000
475.432,0.000,0.000,0.000
475.494,0.000,0.000,0.000
475.536,0.000,0.000,0.000
475.578,0.000,0.000,0.000
475.620,0.000,0.000,0.000
475.661,0.000,0.000,0.000
475.723,0.000,0.000,0.000
475.765,0.000,0.000,0.000
475.807,0.000,0.000,0.000
475.849,0.000,0.000,0.000
475.890,0.000,0.000,0.000
475.953,0.000,0.000,0.000
475.994,0.000,0.000,0.000
476.036,0.000,0.000,0.000
476.077,0.000,0.000,0.000
476.119,0.000,0.000,0.000
476.161,0.000,0.000,0.000
476.202,0.000,0.000,0.000
476.265,0.000,0.000,0.000
476.307,0.000,0.000,0.000
476.349,0.000,0.000,0.000
476.390,0.000,0.000,0.000
476.453,0.000,0.000,0.000
