t_ms,vx,vy,vz
420.620,0.002,-0.020,0.136
420.703,0.007,-0.020,0.136
420.766,0.011,-0.020,0.135
420.849,0.013,-0.021,0.135
420.911,0.013,-0.022,0.135
420.974,0.013,-0.025,0.134
421.057,0.014,-0.028,0.133
421.119,0.015,-0.028,0.133
421.202,0.016,-0.029,0.132
421.265,0.020,-0.029,0.130
421.327,0.020,-0.029,0.131
421.409,0.021,-0.027,0.130
421.472,0.021,-0.028,0.128
421.555,0.023,-0.028,0.127
421.617,0.021,-0.026,0.128
421.680,0.021,-0.025,0.126
421.762,0.021,-0.023,0.125
421.825,0.021,-0.022,0.126
421.908,0.022,-0.020,0.125
421.970,0.023,-0.017,0.124
422.032,0.020,-0.016,0.124
422.115,0.019,-0.014,0.123
422.178,0.016,-0.014,0.122
422.261,0.016,-0.012,0.121
422.323,0.016,-0.011,0.121
422.385,0.013,-0.010,0.120
422.468,0.012,-0.008,0.119
422.531,0.011,-0.005,0.119
422.614,0.009,-0.004,0.118
422.677,0.003,-0.003,0.129
422.760,0.001,-0.002,0.128
422.822,-0.001,-0.002,0.127
422.905,-0.003,-0.003,0.126
422.968,-0.004,-0.003,0.125
423.030,-0.008,-0.005,0.125
423.113,-0.013,-0.005,0.123
423.175,-0.014,-0.006,0.122
423.259,-0.015,-0.009,0.121
423.320,-0.015,-0.011,0.121
423.403,-0.007,-0.018,0.121
423.466,-0.006,-0.025,0.119
423.549,-0.003,-0.031,0.118
423.611,-0.001,-0.038,0.118
423.674,0.001,-0.042,0.117
423.757,0.007,-0.048,0.116
423.820,0.019,-0.052,0.116
423.902,0.023,-0.057,0.115
423.965,0.026,-0.057,0.114
424.048,0.027,-0.057,0.113
424.110,0.022,-0.056,0.113
424.193,0.018,-0.053,0.113
424.256,0.012,-0.048,0.113
424.318,0.008,-0.047,0.113
424.401,0.004,-0.042,0.113
424.463,-0.002,-0.040,0.112
424.526,-0.008,-0.038,0.112
424.609,-0.014,-0.037,0.110
424.671,-0.018,-0.034,0.110
424.733,-0.021,-0.032,0.109
424.796,-0.025,-0.030,0.108
424.878,-0.028,-0.028,0.107
424.941,-0.032,-0.029,0.107
425.024,-0.031,-0.029,0.106
425.086,-0.027,-0.028,0.105
425.149,-0.022,-0.028,0.105
425.232,-0.018,-0.027,0.105
425.294,-0.012,-0.025,0.105
425.356,-0.007,-0.026,0.104
425.439,-0.000,-0.026,0.104
425.501,0.004,-0.025,0.104
425.564,0.010,-0.027,0.103
425.647,0.012,-0.027,0.103
425.709,0.014,-0.025,0.103
425.792,0.015,-0.024,0.102
425.855,0.013,-0.021,0.130
425.917,0.014,-0.019,0.131
425.999,0.015,-0.016,0.130
426.062,0.016,-0.016,0.128
426.145,0.014,-0.013,0.128
426.207,0.010,-0.009,0.127
426.269,0.007,-0.006,0.125
426.353,0.004,-0.004,0.124
426.415,0.001,0.001,0.124
426.477,0.002,0.004,0.123
426.560,0.001,0.007,0.122
426.622,0.001,0.009,0.122
426.705,-0.005,0.011,0.128
426.768,-0.005,0.013,0.127
426.830,-0.004,0.015,0.127
426.913,0.010,0.014,0.106
426.975,-0.002,0.018,0.125
427.038,-0.005,0.020,0.124
427.121,-0.010,0.021,0.122
427.183,-0.013,0.021,0.120
427.246,-0.017,0.021,0.118
427.328,-0.018,0.021,0.118
427.390,-0.016,0.021,0.116
427.473,-0.015,0.021,0.115
427.536,-0.016,0.020,0.115
427.598,-0.015,0.017,0.115
427.681,-0.014,0.019,0.113
427.744,-0.013,0.018,0.114
427.806,-0.009,0.017,0.113
427.889,-0.010,0.016,0.111
427.952,-0.013,0.014,0.108
428.034,-0.015,0.014,0.107
428.096,-0.015,0.016,0.106
428.159,-0.015,0.016,0.104
428.242,-0.014,0.013,0.104
428.304,-0.011,0.010,0.104
428.366,-0.006,0.010,0.103
428.429,-0.009,0.007,0.103
428.512,-0.004,0.004,0.101
428.574,-0.006,0.005,0.100
428.637,-0.008,0.004,0.099
428.699,-0.008,0.004,0.099
428.762,-0.007,0.002,0.098
428.845,-0.005,0.001,0.099
428.907,-0.005,-0.002,0.098
428.969,-0.008,-0.003,0.096
429.031,-0.009,-0.004,0.096
429.114,-0.011,-0.005,0.093
429.177,-0.013,-0.005,0.091
429.239,-0.013,-0.005,0.091
429.302,-0.012,-0.005,0.090
429.385,-0.011,-0.005,0.090
429.448,-0.010,-0.006,0.089
429.510,-0.010,-0.010,0.088
429.593,-0.009,-0.015,0.086
429.655,-0.009,-0.018,0.087
429.724,-0.009,-0.023,0.086
429.787,-0.011,-0.026,0.084
429.870,-0.010,-0.031,0.082
429.932,-0.011,-0.032,0.081
429.994,-0.009,-0.033,0.079
430.077,-0.008,-0.035,0.078
430.139,-0.007,-0.036,0.078
430.202,-0.005,-0.036,0.077
430.285,-0.005,-0.035,0.076
430.347,-0.007,-0.034,0.075
430.409,-0.008,-0.034,0.075
430.472,-0.008,-0.033,0.073
430.555,-0.009,-0.032,0.072
430.617,-0.010,-0.032,0.072
430.680,-0.010,-0.031,0.071
430.742,-0.010,-0.032,0.071
430.825,-0.012,-0.031,0.070
430.887,-0.012,-0.031,0.069
430.950,-0.011,-0.029,0.068
431.013,-0.012,-0.028,0.068
431.075,-0.013,-0.027,0.067
431.158,-0.016,-0.025,0.066
431.221,-0.018,-0.024,0.066
431.283,-0.017,-0.022,0.065
431.346,-0.016,-0.022,0.065
431.408,-0.017,-0.021,0.065
431.470,-0.015,-0.021,0.064
431.554,-0.015,-0.021,0.064
431.616,-0.015,-0.021,0.064
431.678,-0.015,-0.021,0.063
431.741,-0.016,-0.022,0.063
431.803,-0.016,-0.025,0.062
431.866,-0.015,-0.025,0.061
431.949,-0.017,-0.027,0.060
432.011,-0.020,-0.027,0.059
432.074,-0.021,-0.026,0.058
432.136,-0.021,-0.027,0.058
432.199,-0.022,-0.026,0.057
432.261,-0.022,-0.026,0.057
432.324,-0.021,-0.026,0.057
432.386,-0.019,-0.025,0.056
432.449,-0.019,-0.025,0.055
432.531,-0.018,-0.023,0.056
432.594,-0.013,-0.022,0.057
432.657,-0.011,-0.021,0.057
432.719,-0.007,-0.019,0.058
432.782,-0.004,-0.018,0.057
432.844,-0.002,-0.018,0.058
432.907,0.001,-0.017,0.058
432.969,0.002,-0.018,0.057
433.031,0.001,-0.016,0.057
433.114,0.001,-0.016,0.056
433.176,-0.003,-0.014,0.055
433.239,-0.005,-0.009,0.055
433.301,-0.003,-0.007,0.054
433.364,-0.005,-0.005,0.052
433.427,-0.006,-0.002,0.052
433.489,-0.008,-0.003,0.051
433.552,-0.011,-0.002,0.049
433.614,-0.013,-0.002,0.048
433.677,-0.012,-0.003,0.047
433.739,-0.013,-0.004,0.047
433.801,-0.012,-0.005,0.046
433.864,-0.011,-0.007,0.046
433.926,-0.013,-0.008,0.045
434.009,-0.013,-0.010,0.044
434.072,-0.011,-0.011,0.044
434.134,-0.014,-0.012,0.043
434.196,-0.014,-0.012,0.042
434.259,-0.016,-0.014,0.040
434.321,-0.018,-0.014,0.040
434.383,-0.019,-0.014,0.039
434.446,-0.019,-0.012,0.039
434.508,-0.020,-0.013,0.038
434.571,-0.020,-0.013,0.038
434.634,-0.022,-0.015,0.037
434.696,-0.024,-0.017,0.036
434.759,-0.021,-0.018,0.037
434.821,-0.018,-0.020,0.037
434.884,-0.017,-0.021,0.037
434.947,-0.017,-0.023,0.037
435.009,-0.016,-0.024,0.037
435.072,-0.016,-0.025,0.036
435.134,-0.016,-0.026,0.036
435.197,-0.014,-0.026,0.036
435.260,-0.014,-0.028,0.035
435.322,-0.014,-0.030,0.035
435.385,-0.013,-0.033,0.034
435.447,-0.013,-0.033,0.034
435.509,-0.017,-0.038,0.032
435.572,-0.016,-0.038,0.031
435.635,-0.016,-0.039,0.031
435.697,-0.016,-0.039,0.031
435.760,-0.015,-0.039,0.030
435.822,-0.016,-0.038,0.031
435.884,-0.015,-0.038,0.030
435.947,-0.015,-0.037,0.030
436.009,-0.014,-0.033,0.032
436.072,-0.015,-0.032,0.032
436.134,-0.016,-0.030,0.032
436.196,-0.018,-0.028,0.000
436.259,-0.015,-0.021,0.000
436.321,-0.012,-0.015,0.000
436.384,-0.006,-0.008,0.000
436.446,-0.003,-0.006,0.000
436.508,-0.001,0.000,0.000
436.571,-0.001,0.000,0.000
436.613,0.004,0.005,0.000
436.675,0.008,0.009,0.000
436.738,0.008,0.012,0.000
436.800,0.014,0.016,0.000
436.863,0.017,0.017,0.000
436.925,0.022,0.022,0.000
436.987,0.023,0.023,0.000
437.050,0.025,0.026,0.000
437.112,0.026,0.027,0.000
437.174,0.028,0.030,0.000
437.237,0.028,0.031,0.000
437.299,0.024,0.033,0.000
437.362,0.023,0.034,0.000
437.424,0.019,0.034,0.000
437.486,0.011,0.038,0.000
437.549,0.010,0.038,0.000
437.591,0.009,0.038,0.000
437.653,0.008,0.036,0.000
437.716,0.007,0.035,0.000
437.778,0.005,0.034,0.000
437.840,0.002,0.032,0.000
437.902,0.002,0.030,0.000
437.965,0.000,0.023,0.000
438.027,0.002,0.023,0.000
438.090,0.002,0.018,0.000
438.153,0.007,0.018,0.000
438.215,0.007,0.014,0.000
438.257,0.010,0.012,0.000
438.319,0.011,0.008,0.000
438.381,0.011,0.007,0.000
438.444,0.014,0.005,0.000
438.506,0.014,0.003,0.000
438.569,0.015,0.000,0.000
438.632,0.018,0.001,0.000
438.673,0.020,-0.002,0.000
438.735,0.021,-0.003,0.000
438.798,0.021,-0.008,0.000
438.860,0.023,-0.010,0.000
438.922,0.026,-0.014,0.000
438.984,0.027,-0.015,0.000
439.047,0.028,-0.018,0.000
439.089,0.029,-0.021,0.000
439.152,0.030,-0.024,0.000
439.214,0.031,-0.026,0.000
439.276,0.031,-0.030,0.000
439.338,0.032,-0.031,0.000
439.401,0.032,-0.034,0.000
439.464,0.034,-0.034,0.000
439.526,0.030,-0.038,0.000
439.568,0.030,-0.038,0.000
439.630,0.029,-0.040,0.000
439.693,0.028,-0.040,0.000
439.756,0.023,-0.041,0.000
439.818,0.022,-0.042,0.000
439.881,0.018,-0.042,0.000
439.943,0.016,-0.044,0.000
440.006,0.013,-0.043,0.000
440.048,0.012,-0.043,0.000
440.110,0.008,-0.042,0.000
440.172,0.007,-0.044,0.000
440.235,0.004,-0.043,0.000
440.297,0.002,-0.043,0.000
440.360,-0.002,-0.041,0.000
440.422,-0.005,-0.041,0.000
440.485,-0.005,-0.041,0.000
440.526,-0.005,-0.041,0.000
440.589,-0.005,-0.040,0.000
440.652,-0.005,-0.039,0.000
440.714,-0.006,-0.039,0.000
440.776,-0.006,-0.040,0.000
440.838,-0.005,-0.039,0.000
440.901,-0.006,-0.039,0.000
440.943,-0.006,-0.040,0.000
441.005,-0.004,-0.039,0.000
441.068,-0.003,-0.038,0.000
441.130,-0.000,-0.038,0.000
441.192,0.000,-0.037,0.000
441.255,0.001,-0.037,0.000
441.317,0.001,-0.036,0.000
441.379,0.001,-0.036,0.000
441.441,0.003,-0.034,0.000
441.483,0.003,-0.033,0.000
441.546,0.004,-0.032,0.000
441.608,0.004,-0.032,0.000
441.671,0.005,-0.033,0.000
441.734,0.004,-0.033,0.000
441.796,0.003,-0.034,0.000
441.859,0.002,-0.035,0.000
441.920,-0.001,-0.036,0.000
441.983,-0.003,-0.036,0.000
442.024,-0.004,-0.035,0.000
442.087,-0.007,-0.035,0.000
442.149,-0.006,-0.033,0.000
442.212,-0.007,-0.033,0.000
442.274,-0.007,-0.030,0.000
442.336,-0.008,-0.030,0.000
442.399,-0.009,-0.027,0.000
442.462,-0.009,-0.026,0.000
442.503,-0.011,-0.022,0.000
442.566,-0.011,-0.020,0.000
442.629,-0.015,-0.018,0.000
442.691,-0.015,-0.017,0.000
442.754,-0.017,-0.015,0.000
442.816,-0.017,-0.014,0.000
442.878,-0.020,-0.013,0.000
442.920,-0.020,-0.013,0.000
442.982,-0.023,-0.013,0.000
443.045,-0.023,-0.013,0.000
443.107,-0.027,-0.014,0.000
443.169,-0.026,-0.014,0.000
443.232,-0.028,-0.015,0.000
443.294,-0.028,-0.015,0.000
443.336,-0.028,-0.017,0.000
443.398,-0.026,-0.018,0.000
443.461,-0.024,-0.022,0.000
443.523,-0.022,-0.022,0.000
443.585,-0.017,-0.025,0.000
443.648,-0.015,-0.026,0.000
443.710,-0.016,-0.029,0.000
443.773,-0.015,-0.031,0.000
443.835,-0.013,-0.032,0.000
443.897,-0.016,-0.034,0.000
443.960,-0.014,-0.036,0.000
444.022,-0.010,-0.035,0.000
444.084,-0.007,-0.034,0.000
444.147,-0.009,-0.035,0.000
444.209,-0.007,-0.034,0.000
444.271,-0.009,-0.033,0.000
444.333,-0.010,-0.032,0.000
444.395,-0.015,-0.030,0.000
444.458,-0.016,-0.028,0.000
444.520,-0.016,-0.026,0.000
444.562,-0.017,-0.024,0.000
444.624,-0.018,-0.018,0.000
444.687,-0.018,-0.014,0.000
444.749,-0.020,-0.008,0.000
444.811,-0.020,-0.006,0.000
444.874,-0.024,-0.002,0.000
444.936,-0.025,0.002,0.000
444.978,-0.028,0.006,0.000
445.040,-0.032,0.008,0.000
445.102,-0.037,0.011,0.000
445.165,-0.040,0.013,0.000
445.227,-0.042,0.015,0.000
445.289,-0.043,0.015,0.000
445.352,-0.047,0.017,0.000
445.414,-0.046,0.016,0.000
445.476,-0.047,0.014,0.000
445.538,-0.046,0.013,0.000
445.601,-0.049,0.011,0.000
445.643,-0.049,0.010,0.000
445.705,-0.055,0.007,0.000
445.768,-0.055,0.006,0.000
445.830,-0.053,0.006,0.000
445.892,-0.051,0.005,0.000
445.955,-0.050,0.004,0.000
446.017,-0.050,0.004,0.000
446.079,-0.048,0.003,0.000
446.142,-0.045,0.001,0.000
446.204,-0.046,0.002,0.000
446.267,-0.040,-0.000,0.000
446.329,-0.041,-0.002,0.000
446.391,-0.038,-0.002,0.000
446.454,-0.035,-0.003,0.000
446.516,-0.036,-0.009,0.000
446.558,-0.032,-0.009,0.000
446.620,0.000,0.000,0.000
446.683,-0.026,-0.015,0.000
446.745,-0.021,-0.017,0.000
446.807,-0.020,-0.020,0.000
446.849,-0.016,-0.022,0.000
446.911,-0.015,-0.026,0.000
446.974,-0.011,-0.031,0.000
447.036,-0.008,-0.031,0.000
447.098,-0.005,-0.034,0.000
447.140,-0.004,-0.034,0.000
447.202,-0.002,-0.036,0.000
447.265,0.001,-0.036,0.000
447.327,0.002,-0.036,0.000
447.390,0.006,-0.037,0.000
447.432,0.005,-0.036,0.000
447.494,0.005,-0.035,0.000
447.557,0.004,-0.035,0.000
447.619,0.005,-0.034,0.000
447.661,0.002,-0.031,0.000
447.723,0.000,-0.031,0.000
447.786,-0.001,-0.032,0.000
447.848,-0.001,-0.030,0.000
447.910,-0.002,-0.029,0.000
447.973,-0.003,-0.029,0.000
448.035,-0.004,-0.027,0.000
448.097,-0.004,-0.026,0.000
448.160,-0.004,-0.025,0.000
448.222,-0.004,-0.023,0.000
448.284,-0.010,-0.023,0.000
448.346,-0.013,-0.019,0.000
448.388,-0.010,-0.018,0.000
448.450,-0.005,-0.015,0.000
448.513,-0.008,-0.013,0.000
448.575,-0.005,-0.011,0.000
448.637,0.000,0.000,0.000
448.699,-0.005,-0.006,0.000
448.741,0.000,0.000,0.000
448.803,-0.007,-0.003,0.000
448.866,0.000,0.000,0.000
448.929,-0.008,-0.001,0.000
448.970,0.000,0.000,0.000
449.033,0.000,0.000,0.000
449.074,0.000,0.000,0.000
449.137,0.000,0.000,0.000
449.178,0.000,0.000,0.000
449.241,0.000,0.000,0.000
449.303,0.000,0.000,0.000
449.345,0.000,0.000,0.000
449.407,0.000,0.000,0.000
449.449,0.000,0.000,0.000
449.511,0.000,0.000,0.000
449.574,0.000,0.000,0.000
449.616,0.000,0.000,0.000
449.678,0.000,0.000,0.000
449.741,0.000,0.000,0.000
449.782,0.000,0.000,0.000
449.845,0.000,0.000,0.000
449.907,0.000,0.000,0.000
449.970,0.000,0.000,0.000
450.011,0.000,0.000,0.000
450.074,0.000,0.000,0.000
450.136,0.000,0.000,0.000
450.178,0.000,0.000,0.000
450.240,0.000,0.000,0.000
450.302,0.000,0.000,0.000
450.344,0.000,0.000,0.000
450.407,0.000,0.000,0.000
450.469,0.000,0.000,0.000
450.511,0.000,0.000,0.000
450.573,0.000,0.000,0.000
450.615,0.000,0.000,0.000
450.677,0.000,0.000,0.000
450.740,0.000,0.000,0.000
450.782,0.000,0.000,0.000
450.844,0.000,0.000,0.000
450.885,0.000,0.000,0.000
450.948,0.000,0.000,0.000
451.010,0.000,0.000,0.000
451.052,0.000,0.000,0.000
451.114,0.000,0.000,0.000
451.156,0.000,0.000,0.000
451.218,0.000,0.000,0.000
451.260,0.000,0.000,0.000
451.322,0.000,0.000,0.000
451.364,0.000,0.000,0.000
451.425,0.000,0.000,0.000
451.467,0.000,0.000,0.000
451.530,0.000,0.000,0.000
451.572,0.000,0.000,0.000
451.634,0.000,0.000,0.000
451.676,0.000,0.000,0.000
451.738,0.000,0.000,0.000
451.780,0.000,0.000,0.000
451.842,0.000,0.000,0.000
451.884,0.000,0.000,0.000
451.946,0.000,0.000,0.000
451.988,0.000,0.000,0.000
452.051,0.000,0.000,0.000
452.092,0.000,0.000,0.000
452.155,0.000,0.000,0.000
452.217,0.000,0.000,0.000
452.259,0.000,0.000,0.000
452.321,0.000,0.000,0.000
452.363,0.000,0.000,0.000
452.424,0.000,0.000,0.000
452.467,0.000,0.000,0.000
452.529,0.000,0.000,0.000
452.571,0.000,0.000,0.000
452.633,0.000,0.000,0.000
452.675,0.000,0.000,0.000
452.737,0.000,0.000,0.000
452.779,0.000,0.000,0.000
452.841,0.000,0.000,0.000
452.903,0.000,0.000,0.000
452.945,0.000,0.000,0.000
453.008,0.000,0.000,0.000
453.050,0.000,0.000,0.000
453.112,0.000,0.000,0.000
453.174,0.000,0.000,0.000
453.216,0.000,0.000,0.000
453.278,0.000,0.000,0.000
453.320,0.000,0.000,0.000
453.382,0.000,0.000,0.000
453.424,0.000,0.000,0.000
453.487,0.000,0.000,0.000
453.549,0.000,0.000,0.000
453.591,0.000,0.000,0.000
453.654,0.000,0.000,0.000
453.716,0.000,0.000,0.000
453.758,0.000,0.000,0.000
453.820,0.000,0.000,0.000
453.862,0.000,0.000,0.000
453.924,0.000,0.000,0.000
453.966,0.000,0.000,0.000
454.028,0.000,0.000,0.000
454.090,0.000,0.000,0.000
454.132,0.000,0.000,0.000
454.195,0.000,0.000,0.000
454.237,0.000,0.000,0.000
454.299,0.000,0.000,0.000
454.361,0.000,0.000,0.000
454.403,0.000,0.000,0.000
454.466,0.000,0.000,0.000
454.508,0.000,0.000,0.000
454.571,0.000,0.000,0.000
454.612,0.000,0.000,0.000
454.675,0.000,0.000,0.000
454.716,0.000,0.000,0.000
454.779,0.000,0.000,0.000
454.841,0.000,0.000,0.000
454.883,0.000,0.000,0.000
454.945,0.000,0.000,0.000
454.987,0.000,0.000,0.000
455.049,0.000,0.000,0.000
455.111,0.000,0.000,0.000
455.174,0.000,0.000,0.000
455.236,0.000,0.000,0.000
455.278,0.000,0.000,0.000
455.340,0.000,0.000,0.000
455.402,0.000,0.000,0.000
455.465,0.000,0.000,0.000
455.506,0.000,0.000,0.000
455.569,0.000,0.000,0.000
455.631,0.000,0.000,0.000
455.673,0.000,0.000,0.000
455.735,0.000,0.000,0.000
455.797,0.000,0.000,0.000
455.860,0.000,0.000,0.000
455.901,0.000,0.000,0.000
455.964,0.000,0.000,0.000
456.026,0.000,0.000,0.000
456.068,0.000,0.000,0.000
456.130,0.000,0.000,0.000
456.192,0.000,0.000,0.000
456.255,0.000,0.000,0.000
456.296,0.000,0.000,0.000
456.359,0.000,0.000,0.000
456.421,0.000,0.000,0.000
456.483,0.000,0.000,0.000
456.546,0.000,0.000,0.000
456.588,0.000,0.000,0.000
456.650,0.000,0.000,0.000
456.712,0.000,0.000,0.000
456.775,0.000,0.000,0.000
456.837,0.000,0.000,0.000
456.878,0.000,0.000,0.000
456.941,0.000,0.000,0.000
457.003,0.000,0.000,0.000
457.066,0.000,0.000,0.000
457.128,0.000,0.000,0.000
457.190,0.000,0.000,0.000
457.253,0.000,0.000,0.000
457.315,0.000,0.000,0.000
457.357,0.000,0.000,0.000
457.419,0.000,0.000,0.000
457.481,0.000,0.000,0.000
457.544,0.000,0.000,0.000
457.606,0.000,0.000,0.000
457.669,0.000,0.000,0.000
457.731,0.000,0.000,0.000
457.773,0.000,0.000,0.000
457.835,0.000,0.000,0.000
457.897,0.000,0.000,0.000
457.960,0.000,0.000,0.000
458.022,0.000,0.000,0.000
458.084,0.000,0.000,0.000
458.147,0.000,0.000,0.000
458.209,0.000,0.000,0.000
458.271,0.000,0.000,0.000
458.313,0.000,0.000,0.000
458.375,0.000,0.000,0.000
458.437,0.000,0.000,0.000
458.499,0.000,0.000,0.000
458.562,0.000,0.000,0.000
458.624,0.000,0.000,0.000
458.687,0.000,0.000,0.000
458.750,0.000,0.000,0.000
458.812,0.000,0.000,0.000
458.874,0.000,0.000,0.000
458.937,0.000,0.000,0.000
458.999,0.000,0.000,0.000
459.062,0.000,0.000,0.000
459.124,0.000,0.000,0.000
459.186,0.000,0.000,0.000
459.249,0.000,0.000,0.000
459.311,0.000,0.000,0.000
459.373,0.000,0.000,0.000
459.436,0.000,0.000,0.000
459.498,0.000,0.000,0.000
459.540,0.000,0.000,0.000
459.602,0.000,0.000,0.000
459.665,0.000,0.000,0.000
459.727,0.000,0.000,0.000
459.789,0.000,0.000,0.000
459.831,0.000,0.000,0.000
459.893,0.000,0.000,0.000
459.956,0.000,0.000,0.000
459.997,0.000,0.000,0.000
460.060,0.000,0.000,0.000
460.101,0.000,0.000,0.000
460.143,0.000,0.000,0.000
460.185,0.000,0.000,0.000
460.247,0.000,0.000,0.000
460.289,0.000,0.000,0.000
460.331,0.000,0.000,0.000
460.393,0.000,0.000,0.000
460.435,0.000,0.000,0.000
460.477,0.000,0.000,0.000
460.518,0.000,0.000,0.000
460.560,0.000,0.000,0.000
460.623,0.000,0.000,0.000
460.665,0.000,0.000,0.000
460.706,0.000,0.000,0.000
460.748,0.000,0.000,0.000
460.811,0.000,0.000,0.000
460.853,0.000,0.000,0.000
460.894,0.000,0.000,0.000
460.936,0.000,0.000,0.000
460.978,0.000,0.000,0.000
461.040,0.000,0.000,0.000
461.082,0.000,0.000,0.000
461.123,0.000,0.000,0.000
461.165,0.000,0.000,0.000
461.227,0.000,0.000,0.000
461.269,0.000,0.000,0.000
461.311,0.000,0.000,0.000
461.353,0.000,0.000,0.000
461.415,0.000,0.000,0.000
461.457,0.000,0.000,0.000
461.498,0.000,0.000,0.000
461.540,0.000,0.000,0.000
461.582,0.000,0.000,0.000
461.644,0.000,0.000,0.000
461.686,0.000,0.000,0.000
461.727,0.000,0.000,0.000
461.770,0.000,0.000,0.000
461.811,0.000,0.000,0.000
461.874,0.000,0.000,0.000
461.916,0.000,0.000,0.000
461.958,0.000,0.000,0.000
461.999,0.000,0.000,0.000
462.041,0.000,0.000,0.000
462.103,0.000,0.000,0.000
462.145,0.000,0.000,0.000
462.187,0.000,0.000,0.000
462.229,0.000,0.000,0.000
462.271,0.000,0.000,0.000
462.333,0.000,0.000,0.000
462.374,0.000,0.000,0.000
462.416,0.000,0.000,0.000
462.458,0.000,0.000,0.000
462.499,0.000,0.000,0.000
462.562,0.000,0.000,0.000
462.604,0.000,0.000,0.000
462.646,0.000,0.000,0.000
462.688,0.000,0.000,0.000
462.730,0.000,0.000,0.000
462.792,0.000,0.000,0.000
462.834,0.000,0.000,0.000
462.876,0.000,0.000,0.000
462.917,0.000,0.000,0.000
462.959,0.000,0.000,0.000
463.021,0.000,0.000,0.000
463.063,0.000,0.000,0.000
463.104,0.000,0.000,0.000
463.146,0.000,0.000,0.000
463.188,0.000,0.000,0.000
463.250,0.000,0.000,0.000
463.292,0.000,0.000,0.000
463.334,0.000,0.000,0.000
463.376,0.000,0.000,0.000
463.417,0.000,0.000,0.000
463.480,0.000,0.000,0.000
463.521,0.000,0.000,0.000
463.563,0.000,0.000,0.000
463.605,0.000,0.000,0.000
463.667,0.000,0.000,0.000
463.709,0.000,0.000,0.000
463.751,0.000,0.000,0.000
463.792,0.000,0.000,0.000
463.834,0.000,0.000,0.000
463.876,0.000,0.000,0.000
463.939,0.000,0.000,0.000
463.980,0.000,0.000,0.000
464.022,0.000,0.000,0.000
464.064,0.000,0.000,0.000
464.105,0.000,0.000,0.000
464.168,0.000,0.000,0.000
464.210,0.000,0.000,0.000
464.252,0.000,0.000,0.000
464.293,0.000,0.000,0.000
464.335,0.000,0.000,0.000
464.377,0.000,0.000,0.000
464.439,0.000,0.000,0.000
464.480,0.000,0.000,0.000
464.522,0.000,0.000,0.000
464.564,0.000,0.000,0.000
464.606,0.000,0.000,0.000
464.668,0.000,0.000,0.000
464.710,0.000,0.000,0.000
464.752,0.000,0.000,0.000
464.793,0.000,0.000,0.000
464.835,0.000,0.000,0.000
464.877,0.000,0.000,0.000
464.939,0.000,0.000,0.000
464.981,0.000,0.000,0.000
465.023,0.000,0.000,0.000
465.065,0.000,0.000,0.000
465.106,0.000,0.000,0.000
465.148,0.000,0.000,0.000
465.211,0.000,0.000,0.000
465.252,0.000,0.000,0.000
465.294,0.000,0.000,0.000
465.336,0.000,0.000,0.000
465.378,0.000,0.000,0.000
465.440,0.000,0.000,0.000
465.482,0.000,0.000,0.000
465.523,0.000,0.000,0.000
465.565,0.000,0.000,0.000
465.607,0.000,0.000,0.000
465.649,0.000,0.000,0.000
465.711,0.000,0.000,0.000
465.753,0.000,0.000,0.000
465.795,0.000,0.000,0.000
