t_ms,vx,vy,vz
248.408,0.000,0.000,0.000
248.429,0.000,0.000,0.000
248.450,0.000,0.000,0.000
248.472,0.000,0.000,0.000
248.493,0.000,0.000,0.000
248.535,0.000,0.000,0.000
248.597,0.000,0.000,0.000
248.660,0.000,0.000,0.000
248.723,0.000,0.000,0.000
248.765,0.000,0.000,0.000
248.828,0.000,0.000,0.000
248.890,0.000,0.000,0.000
248.954,0.000,0.000,0.000
248.996,0.000,0.000,0.000
249.059,0.000,0.000,0.000
249.122,0.000,0.000,0.000
249.185,0.000,0.000,0.000
249.226,0.000,0.000,0.000
249.289,0.000,0.000,0.000
249.353,0.000,0.000,0.000
249.416,0.000,0.000,0.000
249.478,0.000,0.000,0.000
249.521,0.000,0.000,0.000
249.583,0.000,0.000,0.000
249.646,0.000,0.000,0.000
249.688,0.000,0.000,0.000
249.751,0.000,0.000,0.000
249.814,0.000,0.000,0.000
249.876,0.000,0.000,0.000
249.939,0.000,0.000,0.000
249.981,0.000,0.000,0.000
250.044,0.000,0.000,0.000
250.106,0.000,0.000,0.000
250.169,0.000,0.000,0.000
250.211,0.000,0.000,0.000
250.274,0.000,0.000,0.000
250.337,0.000,0.000,0.000
250.399,0.000,0.000,0.000
250.462,0.791,0.473,0.000
250.524,0.831,0.462,0.000
250.587,0.845,0.459,0.000
250.650,0.867,0.452,0.000
250.713,0.872,0.446,0.000
250.796,0.886,0.439,0.000
250.860,0.893,0.440,0.000
250.901,0.000,0.000,0.000
250.964,0.000,0.000,0.000
251.027,0.000,0.000,0.000
251.069,0.000,0.000,0.000
251.132,0.000,0.000,0.000
251.195,0.000,0.000,0.000
251.257,0.000,0.000,0.000
251.320,0.000,0.000,0.000
251.362,0.000,0.000,0.000
251.425,0.000,0.000,0.000
251.488,0.930,0.444,0.000
251.550,0.837,0.389,0.000
251.613,0.779,0.365,0.000
251.676,0.674,0.328,0.008
251.739,0.641,0.320,0.013
251.801,0.614,0.319,0.017
251.864,0.622,0.324,0.014
251.927,0.662,0.351,0.005
251.989,0.693,0.366,0.001
252.073,0.765,0.406,0.000
252.136,0.834,0.447,0.000
252.198,0.846,0.455,0.000
252.261,0.853,0.456,0.000
252.324,0.841,0.455,0.000
252.386,0.815,0.450,0.000
252.449,0.775,0.442,0.000
252.511,0.770,0.440,0.000
252.574,0.737,0.435,0.000
252.637,0.685,0.426,0.000
252.700,0.661,0.418,0.000
252.762,0.600,0.398,0.001
252.825,0.534,0.379,0.008
252.888,0.500,0.369,0.013
252.951,0.448,0.358,0.022
253.014,0.425,0.350,0.027
253.077,0.380,0.335,0.038
253.139,0.358,0.327,0.044
253.202,0.316,0.310,0.056
253.265,0.300,0.303,0.061
253.327,0.269,0.296,0.067
253.390,0.246,0.287,0.074
253.453,0.237,0.283,0.078
253.495,0.000,0.000,0.000
253.558,0.215,0.276,0.085
253.621,0.216,0.274,0.085
253.684,0.216,0.272,0.086
253.746,0.220,0.278,0.083
253.809,0.225,0.279,0.082
253.872,0.226,0.272,0.085
253.934,0.224,0.268,0.088
253.997,0.231,0.268,0.087
254.060,0.239,0.270,0.085
254.123,0.271,0.276,0.078
254.185,0.279,0.276,0.077
254.248,0.302,0.282,0.071
254.310,0.311,0.282,0.069
254.373,0.337,0.284,0.065
254.436,0.354,0.281,0.062
254.498,0.367,0.279,0.060
254.561,0.391,0.282,0.055
254.623,0.400,0.281,0.053
254.706,0.421,0.279,0.049
254.747,0.464,0.275,0.043
254.810,0.479,0.274,0.039
254.872,0.510,0.277,0.033
254.935,0.541,0.277,0.027
254.997,0.545,0.276,0.026
255.059,0.510,0.243,0.024
255.121,0.520,0.244,0.022
255.205,0.532,0.240,0.020
255.267,0.539,0.237,0.020
255.329,0.554,0.232,0.018
255.392,0.561,0.229,0.017
255.454,0.560,0.223,0.018
255.516,0.546,0.217,0.022
255.579,0.540,0.214,0.023
255.641,0.532,0.210,0.026
255.704,0.530,0.210,0.026
255.766,0.523,0.206,0.029
255.828,0.523,0.202,0.029
255.891,0.520,0.198,0.031
255.953,0.519,0.193,0.032
256.016,0.516,0.192,0.033
256.079,0.511,0.189,0.034
256.142,0.512,0.188,0.034
256.205,0.519,0.191,0.032
256.267,0.526,0.194,0.030
256.330,0.535,0.200,0.026
256.393,0.550,0.208,0.021
256.456,0.557,0.214,0.018
256.518,0.621,0.246,0.017
256.581,0.565,0.223,0.014
256.622,0.582,0.231,0.010
256.684,0.588,0.237,0.008
256.747,0.597,0.247,0.006
256.809,0.614,0.264,0.002
256.872,0.622,0.272,0.001
256.934,0.641,0.287,0.000
256.997,0.651,0.290,0.000
257.059,0.663,0.299,0.000
257.122,0.667,0.304,0.000
257.184,0.687,0.316,0.000
257.246,0.694,0.321,0.000
257.309,0.701,0.331,0.000
257.371,0.707,0.337,0.000
257.434,0.718,0.346,0.000
257.496,0.723,0.352,0.000
257.558,0.725,0.358,0.000
257.621,0.734,0.369,0.000
257.683,0.738,0.369,0.000
257.745,0.743,0.373,0.000
257.787,0.744,0.374,0.000
257.850,0.745,0.379,0.000
257.912,0.740,0.376,0.000
257.975,0.732,0.377,0.000
258.037,0.727,0.377,0.000
258.099,0.712,0.375,0.000
258.182,0.704,0.373,0.000
258.244,0.686,0.370,0.000
258.307,0.682,0.370,0.000
258.369,0.748,0.417,0.000
258.432,0.657,0.362,0.000
258.494,0.652,0.358,0.000
258.577,0.648,0.345,0.000
258.639,0.642,0.328,0.000
258.681,0.644,0.318,0.000
258.743,0.653,0.304,0.000
258.806,0.658,0.303,0.000
258.889,0.656,0.289,0.000
258.930,0.653,0.278,0.000
258.993,0.656,0.273,0.000
259.055,0.659,0.260,0.000
259.118,0.667,0.255,0.000
259.181,0.678,0.246,0.000
259.243,0.682,0.243,0.000
259.316,0.688,0.237,0.000
259.378,0.695,0.229,0.000
259.441,0.781,0.255,0.000
259.504,0.703,0.222,0.000
259.545,0.704,0.221,0.000
259.607,0.712,0.225,0.000
259.670,0.723,0.228,0.000
259.732,0.731,0.232,0.000
259.795,0.734,0.234,0.000
259.857,0.746,0.242,0.000
259.919,0.751,0.242,0.000
259.982,0.751,0.240,0.000
260.044,0.755,0.235,0.000
260.107,0.759,0.234,0.000
260.169,0.759,0.231,0.000
260.233,0.760,0.229,0.000
260.296,0.760,0.216,0.000
260.358,0.757,0.215,0.000
260.441,0.849,0.247,0.000
260.504,0.751,0.217,0.000
260.567,0.744,0.227,0.000
260.629,0.729,0.234,0.000
260.692,0.717,0.237,0.000
260.754,0.700,0.247,0.000
260.817,0.699,0.258,0.000
260.900,0.790,0.304,0.000
260.962,0.768,0.308,0.000
261.025,0.663,0.267,0.000
261.087,0.640,0.271,0.001
261.149,0.624,0.279,0.001
261.232,0.616,0.282,0.001
261.295,0.606,0.288,0.001
261.357,0.613,0.300,0.000
261.420,0.607,0.302,0.000
261.482,0.583,0.304,0.000
261.545,0.557,0.308,0.001
261.607,0.538,0.312,0.001
261.669,0.531,0.316,0.001
261.732,0.525,0.322,0.000
261.774,0.522,0.324,0.000
261.836,0.519,0.321,0.001
261.899,0.515,0.317,0.001
261.961,0.503,0.316,0.001
262.023,0.496,0.316,0.002
262.086,0.482,0.311,0.003
262.148,0.548,0.366,0.005
262.210,0.543,0.355,0.007
262.273,0.468,0.293,0.007
262.335,0.458,0.288,0.008
262.398,0.448,0.287,0.009
262.461,0.430,0.290,0.010
262.523,0.423,0.291,0.010
262.565,0.417,0.293,0.010
262.650,0.410,0.285,0.012
262.692,0.401,0.268,0.017
262.754,0.404,0.250,0.022
262.816,0.406,0.244,0.023
262.879,0.409,0.236,0.025
262.941,0.407,0.232,0.026
263.004,0.407,0.233,0.025
263.067,0.406,0.234,0.025
263.129,0.401,0.238,0.024
263.192,0.394,0.239,0.023
263.255,0.384,0.244,0.024
263.318,0.372,0.250,0.023
263.380,0.369,0.251,0.023
263.442,0.366,0.251,0.023
263.505,0.364,0.249,0.023
263.568,0.357,0.241,0.027
263.631,0.350,0.236,0.029
263.694,0.343,0.231,0.032
263.757,0.337,0.230,0.033
263.820,0.329,0.228,0.034
263.883,0.325,0.226,0.036
263.946,0.311,0.218,0.040
264.010,0.303,0.213,0.043
264.073,0.297,0.207,0.046
264.136,0.293,0.204,0.048
264.199,0.290,0.199,0.051
264.261,0.285,0.195,0.053
264.325,0.281,0.190,0.055
264.387,0.281,0.187,0.056
264.450,0.278,0.182,0.059
264.512,0.277,0.181,0.059
264.575,0.278,0.178,0.060
264.638,0.278,0.175,0.062
264.700,0.278,0.174,0.062
264.763,0.285,0.175,0.060
264.826,0.287,0.176,0.060
264.888,0.297,0.175,0.058
264.951,0.300,0.176,0.057
265.014,0.307,0.178,0.055
265.076,0.309,0.179,0.054
265.140,0.316,0.186,0.049
265.202,0.312,0.195,0.046
265.264,0.310,0.196,0.046
265.326,0.314,0.203,0.042
265.388,0.314,0.207,0.039
265.451,0.310,0.213,0.037
265.514,0.306,0.217,0.037
265.577,0.299,0.226,0.033
265.640,0.297,0.231,0.031
265.702,0.291,0.232,0.031
265.765,0.289,0.235,0.029
265.827,0.256,0.208,0.031
265.890,0.254,0.209,0.030
265.953,0.249,0.209,0.031
265.995,0.250,0.209,0.030
266.057,0.255,0.209,0.023
266.120,0.257,0.209,0.023
266.183,0.288,0.241,0.028
266.246,0.284,0.234,0.031
266.308,0.283,0.232,0.032
266.370,0.254,0.199,0.035
266.433,0.256,0.200,0.035
266.495,0.262,0.201,0.033
266.558,0.259,0.200,0.033
266.620,0.256,0.200,0.034
266.683,0.256,0.200,0.033
266.746,0.258,0.199,0.033
266.808,0.259,0.196,0.035
266.871,0.264,0.193,0.035
266.934,0.267,0.195,0.033
266.997,0.272,0.197,0.032
267.060,0.274,0.198,0.031
267.122,0.274,0.207,0.026
267.205,0.269,0.217,0.022
267.268,0.267,0.217,0.023
267.331,0.266,0.218,0.022
267.373,0.267,0.219,0.022
267.436,0.267,0.216,0.022
267.499,0.268,0.212,0.024
267.562,0.272,0.209,0.025
267.625,0.278,0.206,0.025
267.688,0.280,0.206,0.025
267.750,0.277,0.211,0.023
267.813,0.276,0.213,0.022
267.876,0.278,0.218,0.019
267.938,0.279,0.221,0.018
268.003,0.281,0.221,0.018
268.065,0.283,0.219,0.018
268.128,0.286,0.218,0.018
268.191,0.290,0.216,0.019
268.253,0.286,0.208,0.023
268.316,0.280,0.202,0.026
268.379,0.278,0.202,0.027
268.441,0.272,0.207,0.026
268.504,0.270,0.209,0.025
268.566,0.271,0.215,0.022
268.608,0.270,0.217,0.021
268.671,0.265,0.214,0.023
268.733,0.334,0.300,0.026
268.796,0.314,0.290,0.032
268.858,0.241,0.209,0.029
268.921,0.221,0.205,0.034
268.985,0.215,0.204,0.035
269.047,0.197,0.205,0.037
269.109,0.190,0.209,0.036
269.172,0.177,0.221,0.031
269.235,0.169,0.224,0.030
269.297,0.150,0.231,0.027
269.339,0.142,0.232,0.027
269.401,0.133,0.237,0.025
269.464,0.130,0.238,0.024
269.526,0.121,0.243,0.022
269.588,0.122,0.246,0.020
269.651,0.117,0.254,0.017
269.713,0.115,0.256,0.016
269.776,0.114,0.257,0.015
269.839,0.113,0.257,0.015
269.902,0.105,0.257,0.016
269.964,0.103,0.255,0.017
270.037,0.101,0.254,0.017
270.100,0.104,0.251,0.019
270.162,0.105,0.248,0.020
270.225,0.104,0.239,0.025
270.288,0.103,0.234,0.028
270.350,0.100,0.226,0.033
270.413,0.098,0.219,0.037
270.476,0.100,0.218,0.038
270.538,0.106,0.217,0.039
270.601,0.105,0.215,0.040
270.664,0.105,0.210,0.042
270.727,0.106,0.208,0.044
270.790,0.113,0.200,0.049
270.853,0.117,0.199,0.049
270.915,0.119,0.196,0.051
270.977,0.121,0.195,0.051
271.040,0.122,0.199,0.048
271.102,0.123,0.200,0.047
271.165,0.125,0.200,0.047
271.207,0.131,0.193,0.051
271.269,0.135,0.187,0.054
271.332,0.135,0.174,0.062
271.394,0.135,0.173,0.062
271.457,0.135,0.174,0.061
271.520,0.136,0.176,0.060
271.583,0.133,0.180,0.057
271.646,0.133,0.184,0.054
271.709,0.128,0.190,0.052
271.772,0.127,0.195,0.048
271.834,0.127,0.208,0.040
271.897,0.126,0.217,0.034
271.959,0.126,0.226,0.029
272.022,0.122,0.229,0.027
272.086,0.116,0.227,0.028
272.148,0.109,0.223,0.031
272.211,0.106,0.222,0.031
272.274,0.098,0.221,0.032
272.336,0.094,0.219,0.033
272.399,0.090,0.219,0.033
272.461,0.084,0.220,0.032
272.525,0.073,0.216,0.034
272.588,0.069,0.214,0.035
272.651,0.065,0.209,0.038
272.713,0.062,0.210,0.037
272.755,0.059,0.202,0.042
272.818,0.062,0.196,0.046
272.880,0.061,0.191,0.049
272.943,0.060,0.186,0.052
273.006,0.065,0.176,0.058
273.069,0.069,0.164,0.065
273.132,0.071,0.156,0.070
273.194,0.080,0.149,0.074
273.256,0.081,0.149,0.073
273.319,0.082,0.151,0.072
273.382,0.081,0.154,0.070
273.465,0.079,0.161,0.065
273.528,0.080,0.156,0.067
273.590,0.079,0.176,0.054
273.653,0.082,0.186,0.048
273.715,0.082,0.194,0.041
273.758,0.083,0.204,0.035
273.820,0.085,0.225,0.023
273.883,0.087,0.228,0.020
273.946,0.088,0.235,0.016
274.009,0.092,0.238,0.015
274.071,0.099,0.244,0.012
274.155,0.099,0.244,0.011
274.218,0.101,0.244,0.011
274.281,0.103,0.243,0.011
274.348,0.109,0.243,0.011
274.431,0.110,0.245,0.010
274.494,0.112,0.248,0.009
274.577,0.112,0.248,0.008
274.640,0.113,0.248,0.008
274.702,0.112,0.247,0.009
274.765,0.107,0.247,0.009
274.828,0.103,0.243,0.010
274.891,0.099,0.241,0.011
274.953,0.099,0.240,0.012
274.995,0.093,0.236,0.014
275.057,0.091,0.232,0.016
275.120,0.089,0.228,0.018
275.182,0.089,0.225,0.019
275.245,0.087,0.216,0.024
275.307,0.086,0.210,0.027
275.370,0.080,0.191,0.039
275.432,0.071,0.172,0.051
275.494,0.069,0.166,0.055
275.537,0.066,0.149,0.066
275.599,0.063,0.142,0.070
275.662,0.060,0.131,0.077
275.724,0.053,0.113,0.087
275.786,0.050,0.106,0.090
275.849,0.046,0.094,0.096
275.911,0.045,0.090,0.098
275.974,0.046,0.083,0.101
276.016,0.045,0.085,0.100
276.078,0.041,0.086,0.100
276.141,0.040,0.087,0.099
276.203,0.044,0.088,0.099
276.265,0.045,0.088,0.099
276.327,0.048,0.092,0.097
276.390,0.049,0.096,0.096
276.453,0.047,0.105,0.091
276.515,0.046,0.108,0.089
276.578,0.046,0.114,0.086
276.641,0.041,0.124,0.079
276.703,0.037,0.130,0.075
276.765,0.034,0.141,0.067
276.828,0.036,0.147,0.064
276.890,0.032,0.152,0.059
276.952,0.030,0.155,0.057
277.014,0.031,0.157,0.054
277.056,0.030,0.158,0.053
277.118,0.031,0.159,0.052
277.181,0.034,0.161,0.050
277.244,0.037,0.164,0.048
277.306,0.041,0.169,0.044
277.369,0.049,0.181,0.036
277.432,0.052,0.189,0.030
277.494,0.047,0.199,0.024
277.557,0.044,0.200,0.023
277.619,0.041,0.204,0.020
277.682,0.041,0.204,0.019
277.745,0.039,0.202,0.020
277.807,0.037,0.197,0.023
277.849,0.038,0.196,0.023
277.912,0.041,0.192,0.025
277.974,0.040,0.187,0.027
278.037,0.034,0.180,0.031
278.099,0.032,0.179,0.032
278.162,0.032,0.172,0.035
278.224,0.033,0.169,0.036
278.287,0.039,0.166,0.038
278.349,0.040,0.167,0.037
278.412,0.036,0.171,0.034
278.474,0.017,0.086,0.033
278.536,0.015,0.086,0.033
278.599,0.013,0.084,0.034
278.641,0.012,0.081,0.037
278.703,0.011,0.081,0.037
278.766,0.010,0.081,0.036
278.828,0.010,0.081,0.034
278.890,0.009,0.082,0.033
278.953,0.008,0.082,0.032
279.016,0.006,0.085,0.028
279.078,0.005,0.085,0.026
279.141,0.004,0.088,0.022
279.203,0.004,0.091,0.019
279.266,0.005,0.091,0.018
279.328,0.006,0.092,0.016
279.390,0.006,0.092,0.016
279.453,0.007,0.092,0.015
279.515,0.008,0.092,0.015
279.578,0.009,0.093,0.013
279.620,0.008,0.094,0.012
279.682,0.008,0.094,0.011
279.745,0.009,0.094,0.010
279.807,0.009,0.095,0.009
279.870,0.009,0.095,0.008
279.933,0.012,0.095,0.008
279.995,0.013,0.094,0.008
280.058,0.015,0.094,0.008
280.121,0.016,0.094,0.008
280.183,0.019,0.093,0.008
280.246,0.022,0.092,0.008
280.308,0.024,0.092,0.008
280.350,0.025,0.092,0.008
280.412,0.028,0.093,0.007
280.474,0.030,0.092,0.008
280.537,0.031,0.091,0.009
280.599,0.033,0.090,0.009
280.662,0.034,0.090,0.008
280.725,0.036,0.091,0.007
280.787,0.038,0.092,0.007
280.850,0.041,0.091,0.007
280.912,0.042,0.091,0.006
280.975,0.043,0.088,0.009
281.016,0.000,0.000,0.000
281.079,0.047,0.089,0.008
281.141,0.049,0.089,0.008
281.203,0.051,0.088,0.008
281.266,0.051,0.088,0.007
281.328,0.000,0.000,0.000
281.370,0.053,0.086,0.008
281.432,0.055,0.085,0.008
281.495,0.055,0.085,0.008
281.558,0.056,0.084,0.008
281.620,0.057,0.084,0.008
281.683,0.058,0.084,0.008
281.745,0.058,0.083,0.008
281.808,0.059,0.083,0.008
281.870,0.059,0.083,0.008
281.933,0.061,0.083,0.008
281.995,0.063,0.082,0.008
282.058,0.064,0.081,0.008
282.120,0.064,0.082,0.008
282.182,0.063,0.081,0.008
282.224,0.063,0.081,0.008
282.286,0.062,0.080,0.008
282.349,0.063,0.080,0.009
282.411,0.063,0.079,0.009
282.474,0.064,0.078,0.010
282.537,0.064,0.078,0.010
282.599,0.063,0.078,0.010
282.662,0.063,0.077,0.010
282.724,0.063,0.077,0.010
282.791,0.061,0.077,0.011
282.854,0.060,0.076,0.011
282.916,0.060,0.075,0.011
282.979,0.061,0.074,0.012
283.041,0.061,0.074,0.012
283.103,0.060,0.072,0.014
283.166,0.060,0.071,0.015
283.229,0.060,0.070,0.015
283.291,0.060,0.069,0.016
283.354,0.060,0.068,0.016
283.395,0.059,0.067,0.017
283.458,0.059,0.066,0.018
283.520,0.061,0.065,0.019
283.583,0.061,0.065,0.019
283.646,0.061,0.063,0.020
283.708,0.062,0.064,0.020
283.771,0.063,0.064,0.020
283.833,0.065,0.063,0.019
283.875,0.067,0.062,0.018
283.937,0.070,0.061,0.019
283.999,0.073,0.061,0.017
284.062,0.074,0.060,0.017
284.124,0.077,0.058,0.017
284.187,0.078,0.058,0.017
284.249,0.078,0.056,0.018
284.312,0.079,0.055,0.017
284.374,0.081,0.054,0.017
284.416,0.082,0.055,0.016
284.479,0.083,0.052,0.018
284.541,0.083,0.052,0.018
284.603,0.082,0.051,0.019
284.666,0.082,0.050,0.019
284.728,0.081,0.050,0.020
284.790,0.080,0.050,0.020
284.853,0.077,0.051,0.019
284.895,0.076,0.051,0.019
284.957,0.074,0.053,0.017
285.019,0.073,0.052,0.018
285.082,0.070,0.052,0.019
285.145,0.068,0.052,0.019
285.207,0.066,0.052,0.019
285.270,0.065,0.052,0.019
285.311,0.061,0.052,0.019
285.374,0.060,0.052,0.019
285.436,0.056,0.054,0.017
285.498,0.054,0.054,0.017
285.561,0.051,0.054,0.017
285.623,0.048,0.055,0.015
285.665,0.046,0.056,0.014
285.727,0.044,0.056,0.014
285.790,0.042,0.055,0.015
285.852,0.039,0.055,0.014
285.914,0.035,0.054,0.015
285.977,0.034,0.053,0.016
286.019,0.031,0.053,0.016
286.081,0.029,0.052,0.016
286.144,0.030,0.052,0.017
286.206,0.028,0.052,0.016
286.269,0.029,0.052,0.016
286.332,0.025,0.050,0.017
286.394,0.022,0.051,0.016
286.436,0.020,0.048,0.018
286.498,0.018,0.048,0.018
286.560,0.015,0.047,0.018
286.623,0.015,0.047,0.018
286.686,0.014,0.046,0.018
286.727,0.013,0.046,0.018
286.790,0.012,0.047,0.017
286.852,0.011,0.047,0.017
286.914,0.010,0.047,0.017
286.977,0.011,0.047,0.017
287.039,0.010,0.047,0.017
287.081,0.008,0.047,0.016
287.143,0.004,0.047,0.014
287.206,0.004,0.047,0.014
287.269,0.003,0.048,0.014
287.331,0.004,0.048,0.013
287.393,0.004,0.048,0.013
287.435,0.005,0.047,0.014
287.497,0.006,0.047,0.015
287.559,0.007,0.046,0.015
287.622,0.007,0.046,0.015
287.685,0.006,0.046,0.015
287.727,0.006,0.046,0.015
287.789,0.007,0.047,0.014
287.852,0.006,0.047,0.013
287.914,-0.001,0.047,0.011
287.976,-0.002,0.048,0.011
288.018,-0.008,0.049,0.009
288.081,-0.007,0.049,0.008
288.143,-0.011,0.049,0.006
288.205,-0.012,0.050,0.005
288.268,-0.013,0.051,0.005
288.310,-0.020,0.052,0.002
288.373,-0.023,0.052,0.001
288.435,-0.026,0.052,0.001
288.497,-0.030,0.053,0.000
288.560,-0.032,0.054,0.000
288.602,0.000,0.000,0.000
288.664,-0.040,0.055,0.000
288.706,0.000,0.000,0.000
288.769,0.000,0.000,0.000
288.810,0.000,0.000,0.000
288.873,0.000,0.000,0.000
288.914,0.000,0.000,0.000
288.977,0.000,0.000,0.000
289.019,0.000,0.000,0.000
289.082,0.000,0.000,0.000
289.143,0.000,0.000,0.000
289.185,0.000,0.000,0.000
289.247,0.000,0.000,0.000
289.290,0.000,0.000,0.000
289.352,0.000,0.000,0.000
289.394,0.000,0.000,0.000
289.456,0.000,0.000,0.000
289.498,-0.058,0.055,0.000
289.560,0.000,0.000,0.000
289.623,0.000,0.000,0.000
289.665,0.000,0.000,0.000
289.727,0.000,0.000,0.000
289.790,0.000,0.000,0.000
289.831,0.000,0.000,0.000
289.894,0.000,0.000,0.000
289.936,0.000,0.000,0.000
289.998,0.000,0.000,0.000
290.040,0.000,0.000,0.000
290.103,0.000,0.000,0.000
290.144,0.000,0.000,0.000
290.207,0.000,0.000,0.000
290.269,0.000,0.000,0.000
290.311,0.000,0.000,0.000
290.374,0.000,0.000,0.000
290.416,0.000,0.000,0.000
290.478,0.000,0.000,0.000
290.540,0.000,0.000,0.000
290.583,0.000,0.000,0.000
290.645,0.000,0.000,0.000
290.687,0.000,0.000,0.000
290.749,0.000,0.000,0.000
290.812,0.000,0.000,0.000
290.855,0.000,0.000,0.000
290.916,0.000,0.000,0.000
290.959,0.000,0.000,0.000
291.021,0.000,0.000,0.000
291.063,0.000,0.000,0.000
291.125,-0.074,0.060,0.000
291.188,0.000,0.000,0.000
291.250,-0.075,0.058,0.000
291.293,0.000,0.000,0.000
291.355,-0.077,0.053,0.000
291.417,-0.078,0.051,0.000
291.460,0.000,0.000,0.000
291.522,-0.079,0.053,0.000
291.585,-0.080,0.052,0.000
291.647,-0.080,0.052,0.000
291.709,-0.083,0.053,0.000
291.772,-0.085,0.054,0.000
291.834,-0.086,0.054,0.000
291.876,-0.086,0.055,0.000
291.938,-0.088,0.056,0.000
292.001,-0.090,0.057,0.000
292.063,-0.091,0.058,0.000
292.126,-0.089,0.060,0.000
292.168,-0.089,0.061,0.000
292.230,-0.090,0.062,0.000
292.292,-0.090,0.062,0.000
292.355,-0.090,0.063,0.000
292.417,0.000,0.000,0.000
292.480,-0.088,0.062,0.000
292.521,-0.087,0.061,0.000
292.584,-0.084,0.060,0.000
292.646,0.000,0.000,0.000
292.708,-0.080,0.057,0.000
292.750,-0.080,0.056,0.000
292.812,-0.077,0.052,0.000
292.875,-0.077,0.051,0.000
292.938,-0.076,0.050,0.000
293.000,-0.075,0.046,0.001
293.063,-0.073,0.044,0.003
293.125,-0.071,0.039,0.005
293.167,-0.070,0.037,0.006
293.229,-0.071,0.033,0.007
293.292,-0.070,0.031,0.008
293.354,-0.069,0.030,0.010
293.417,-0.067,0.030,0.010
293.479,-0.060,0.031,0.013
293.521,-0.058,0.032,0.014
293.583,-0.055,0.033,0.016
293.645,-0.054,0.034,0.016
293.708,-0.053,0.037,0.014
293.770,-0.052,0.038,0.014
293.832,-0.050,0.040,0.013
293.895,-0.049,0.042,0.013
293.957,-0.047,0.044,0.012
293.999,-0.047,0.044,0.012
294.061,-0.045,0.047,0.010
294.123,-0.045,0.047,0.010
294.186,-0.044,0.048,0.010
294.248,-0.042,0.048,0.010
294.311,-0.040,0.046,0.012
294.373,-0.040,0.045,0.013
294.415,-0.037,0.042,0.016
294.478,-0.036,0.042,0.017
294.540,-0.033,0.040,0.020
294.603,-0.033,0.040,0.020
294.665,-0.032,0.038,0.022
294.727,-0.033,0.033,0.025
294.769,-0.034,0.030,0.027
294.832,-0.035,0.026,0.028
294.895,-0.034,0.024,0.030
294.958,-0.033,0.018,0.034
295.021,-0.032,0.015,0.036
295.063,-0.030,0.010,0.039
295.126,-0.027,0.008,0.042
295.189,-0.025,0.003,0.044
295.251,-0.024,0.001,0.045
295.314,-0.020,-0.002,0.047
295.356,-0.018,-0.004,0.048
295.419,-0.014,-0.009,0.050
295.482,-0.011,-0.011,0.051
295.544,-0.008,-0.014,0.052
295.586,-0.007,-0.015,0.052
295.649,-0.005,-0.015,0.053
295.712,-0.005,-0.016,0.053
295.775,-0.005,-0.016,0.052
295.838,-0.007,-0.015,0.052
295.880,-0.009,-0.015,0.051
